rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.518566,1.37561e-07,0,-1.80939e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.0337309,-1.94056e-08,0,-4.71584e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.674216,7.84252e-08,0,-2.36215e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.663912,1.04332e-08,0,2.51983e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.303844,4.69695e-09,0,1.23255e-07,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.204176,3.1111e-08,0,-3.3721e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.569623,-1.11512e-07,0,6.79793e-09,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.869515,-5.48317e-08,0,8.57406e-09,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.158941,-3.24838e-09,0,-4.6138e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.300409,-6.69852e-08,0,-5.36751e-09,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-0.753095,-1.87615e-07,0,1.68261e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-0.461993,-3.43594e-08,0,-7.95698e-09,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.32112,-3.89583e-08,0,-1.98975e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-0.133656,-1.71333e-08,0,-7.9157e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-0.52556,4.02877e-08,0,5.25733e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.155676,-4.6318e-08,0,2.94898e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.573655,-1.45895e-07,0,4.87048e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-0.856482,-4.42812e-08,0,-2.29703e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.235204,-4.78165e-08,0,1.55558e-09,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.22251,-8.394e-08,0,-8.44915e-09,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.21232,-7.52335e-08,0,3.53326e-08,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.8353,-6.47195e-08,0,1.04205e-09,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-0.678668,6.6018e-08,0,-8.5115e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.686521,5.2267e-08,0,5.9558e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-1.17608,1.16109e-08,0,5.51431e-08,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-0.125281,6.3326e-08,0,-1.02137e-07,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,-0.250822,-3.2426e-09,0,1.58777e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,-0.349065,-8.14997e-08,0,9.76065e-09,65.0|322,152
