id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-1.1362e-09,0,0,-8.90443e-12,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,2.39854e-09,0,0,2.61373e-11,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,1.31565e-09,0,0,-1.42899e-11,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-1.2574e-10,0,0,3.35545e-11,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,7.83435e-10,0,0,-2.52705e-11,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-2.1904e-09,0,0,-2.06444e-11,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,4.3977e-10,0,0,-7.10898e-11,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,2.81285e-09,0,0,6.81366e-11,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,6.16144e-10,0,0,3.08216e-11,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,1.56684e-09,0,0,1.35207e-11,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,4.16431e-09,0,0,-1.27898e-11,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-2.78151e-09,0,0,-2.99325e-11,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-4.85698e-11,0,0,1.89191e-11,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-7.16542e-10,0,0,-2.48468e-11,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-3.3182e-09,0,0,5.75753e-11,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,7.44241e-10,0,0,-2.49416e-10,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-4.37821e-10,0,0,-5.8229e-11,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,2.49293e-09,0,0,1.19016e-12,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-6.74931e-10,0,0,1.67644e-11,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-1.60054e-09,0,0,2.74678e-11,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,4.02233e-10,0,0,-2.9643e-11,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.25393e-09,0,0,1.05862e-11,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-5.56679e-10,0,0,-5.22489e-11,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,2.23402e-09,0,0,-8.05667e-12,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-5.85327e-10,0,0,-1.84714e-11,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,8.39672e-09,0,0,-2.49729e-11,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,1.30204e-09,0,0,4.80149e-11,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,4.1796e-09,0,0,1.47304e-11,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,-1.48923e-09,0,0,1.70202e-11,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,4.40479e-09,0,0,3.91704e-11,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,3.83122e-09,0,0,-1.49251e-11,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,1.89769e-09,0,0,-1.65001e-12,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,0,1.13636e-09,0,0,-4.57362e-11,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,0,-1.17623e-09,0,0,2.03257e-10,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,0,-1.78537e-09,0,0,-3.58199e-10,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,0,1.19819e-09,0,0,-1.76712e-11,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0,5.36557e-09,0,0,-1.55467e-11,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0,-2.39308e-09,0,0,-4.76348e-11,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0,3.18748e-10,0,0,2.08988e-11,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0,-4.30002e-09,0,0,-2.29319e-11,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0,3.11464e-09,0,0,2.09974e-11,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,0,-2.65027e-10,0,0,4.71143e-11,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0,1.63642e-09,0,0,1.69242e-11,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,0,-1.22248e-09,0,0,4.65139e-12,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0,3.10708e-09,0,0,-3.73994e-11,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0,-4.90235e-09,0,0,-1.52705e-11,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,0,-1.10533e-09,0,0,2.0135e-11,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0,0,-2.27468e-09,0,0,1.99334e-11,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0,0,1.54945e-09,0,0,-1.92211e-11,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0,0,3.10195e-10,0,0,1.23457e-11,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0,0,-2.00308e-09,0,0,3.73754e-11,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0,0,-2.96534e-09,0,0,-9.90141e-12,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0,0,4.5522e-10,0,0,1.74958e-11,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0,0,-7.22544e-10,0,0,3.69664e-11,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0,0,2.31059e-09,0,0,1.50955e-11,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0,0,4.31133e-09,0,0,3.42046e-11,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0,0,-4.48365e-09,0,0,-2.09379e-11,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0,0,1.21353e-09,0,0,-3.37496e-11,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0,0,-2.3273e-09,0,0,-3.29425e-11,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0,0,8.42612e-09,0,0,2.32763e-11,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0,0,1.81773e-09,0,0,1.90195e-11,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0,0,1.00479e-09,0,0,2.01117e-11,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,-3.10074e-09,0,0,5.6632e-11,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,-5.71052e-10,0,0,2.54268e-11,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,-1.10644e-09,0,0,-1.25822e-10,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,-3.43345e-09,0,0,-1.99929e-11,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,3.03802e-09,0,0,-1.47535e-11,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,1.97459e-09,0,0,1.01856e-11,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,-2.94771e-09,0,0,1.75921e-11,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,7.4457e-10,0,0,6.06128e-11,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0,0,9.31597e-10,0,0,-8.45191e-12,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0,0,-3.43693e-09,0,0,-2.34781e-11,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0,0,5.36587e-10,0,0,-1.93259e-11,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0,0,-6.51437e-09,0,0,-2.78533e-11,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0,0,-1.86164e-09,0,0,1.52811e-11,69.0|276,1056
