id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,6.5184,771.234,1.48878,1.77607,8965.61,11.967,6.5184,771.234,1.4888,1.72946,8956.1,11.9704,True,70.0|274,411
9|411|sample|3|274,6.5184,771.234,1.48878,3.08935,8965.61,11.967,6.5184,771.234,1.4888,3.04882,8956.1,11.9704,True,70.0|274,411
9|411|sample|5|274,6.5184,771.234,1.48878,1.54202,8965.61,11.967,6.5184,771.234,1.4888,1.56509,8956.1,11.9704,True,70.0|274,411
9|411|sample|6|274,6.5184,771.234,1.48878,1.55841,8965.61,11.967,6.5184,771.234,1.4888,1.5305,8956.1,11.9704,True,70.0|274,411
9|411|sample|8|274,6.5184,771.234,1.48878,2.25915,8965.61,11.967,6.5184,771.234,1.4888,2.24073,8956.1,11.9704,True,70.0|274,411
9|411|sample|7|274,6.5184,771.234,1.48878,2.32472,8965.61,11.967,6.5184,771.234,1.4888,2.38529,8956.1,11.9704,True,70.0|274,411
9|411|sample|9|274,6.5184,771.234,1.48878,1.74057,8965.61,11.967,6.5184,771.234,1.4888,1.75627,8956.1,11.9704,True,70.0|274,411
9|411|sample|10|274,6.5184,771.234,1.48878,1.48377,8965.61,11.967,6.5184,771.234,1.4888,1.48698,8956.1,11.9704,True,70.0|274,411
9|411|sample|12|274,6.5184,771.234,1.48878,2.41667,8965.61,11.967,6.5184,771.234,1.4888,2.44368,8956.1,11.9704,True,70.0|274,411
9|411|sample|11|274,6.5184,771.234,1.48878,2.26448,8965.61,11.967,6.5184,771.234,1.4888,2.26973,8956.1,11.9704,True,70.0|274,411
9|411|cc|1|1|274,3.32987,770.915,1.48877,0.0652365,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|2|1|274,3.32986,770.915,1.48877,0.0429452,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|3|1|274,3.32986,770.915,1.48877,0.0691076,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|4|1|274,3.32986,770.915,1.48877,0.0428865,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|5|1|274,3.32987,770.915,1.48877,0.0236827,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|6|1|274,3.32986,770.915,1.48877,0.0425793,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|7|1|274,3.32987,770.915,1.48877,0.0273098,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|cc|8|1|274,3.32987,770.915,1.48877,0.0277116,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|1|2|274,3.32986,770.915,1.48877,0.0200728,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|2|2|274,3.32986,770.915,1.48877,0.027856,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|3|2|274,3.32986,770.915,1.48877,0.0427749,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|4|2|274,3.32986,770.915,1.48877,0.0251331,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|5|2|274,3.32987,770.915,1.48877,0.0274931,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|6|2|274,3.32986,770.915,1.48877,0.0186257,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
9|411|vc|7|2|274,3.32986,770.915,1.48877,0.111908,8965.61,11.967,3.32987,770.915,1.48878,0.00315047,8956.1,11.9704,False,69.0|274,411
