id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,-4.67581e-07,-1.10673e-06,0,5.99451e-07,0,0,-1.82912e-09,1.77863e-09,0,4.70419e-09,0,0,True,70.0|274,411
9|411|sample|3|274,-5.11328e-07,-4.62887e-07,0,-3.46929e-07,0,0,2.57229e-09,1.40949e-09,0,1.56214e-10,0,0,True,70.0|274,411
9|411|sample|5|274,-1.21514e-07,-3.37984e-07,0,-2.93627e-07,0,0,2.1694e-09,2.00771e-09,0,-1.0222e-10,0,0,True,70.0|274,411
9|411|sample|6|274,-2.93245e-07,-1.35043e-06,0,3.26769e-07,0,0,-1.25013e-10,4.13365e-10,0,3.29791e-09,0,0,True,70.0|274,411
9|411|sample|8|274,-2.9008e-07,-3.08241e-07,0,-4.26657e-07,0,0,-3.98682e-10,-9.12871e-09,0,-1.34439e-09,0,0,True,70.0|274,411
9|411|sample|7|274,-1.84227e-07,2.42285e-08,0,3.4054e-07,0,0,-1.90379e-09,2.00828e-09,0,-3.29467e-09,0,0,True,70.0|274,411
9|411|sample|9|274,-2.45422e-07,2.05662e-07,0,-4.39656e-07,0,0,4.57112e-10,-2.7236e-09,0,1.70338e-10,0,0,True,70.0|274,411
9|411|sample|10|274,1.41811e-08,-3.75833e-07,0,4.15698e-07,0,0,-3.41251e-10,-6.58247e-09,0,1.25098e-09,0,0,True,70.0|274,411
9|411|sample|12|274,1.42861e-08,2.79031e-07,0,-1.3179e-07,0,0,-2.59754e-09,-1.75669e-09,0,-6.51686e-10,0,0,True,70.0|274,411
9|411|sample|11|274,2.4708e-07,2.34895e-07,0,3.1821e-08,0,0,1.09632e-09,-9.50104e-09,0,-2.61773e-09,0,0,True,70.0|274,411
9|411|cc|1|1|274,1.2952e-07,-1.51539e-07,0,5.59287e-08,0,0,-2.43787e-09,-1.09821e-10,0,-3.58975e-10,0,0,False,69.0|274,411
