id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,-0.0354333,1.60545,-4.7794,0.390616,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.68519,0.18072,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,-0.0354333,1.60545,-8.17346,0.361803,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.94245,0.122363,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,-0.0354333,1.60545,-5.85026,0.681095,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.43313,0.156262,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,-0.0354333,1.60545,-6.20766,1.09943,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.7177,0.191422,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,-0.0354333,1.60545,-5.45954,0.617231,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.80112,0.146236,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,-0.0354333,1.60545,-6.08032,0.273167,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.89997,0.148393,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,-0.0354333,1.60545,-4.61211,26.6778,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.80323,0.190598,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,-0.0354333,1.60545,-5.90201,0.668964,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.53946,0.176303,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,-0.0354333,1.60545,-5.72982,3.1511,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.76323,0.111414,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,-0.0354333,1.60545,-5.21446,0.40247,1.2645e-06,8.05066e-11,1,-0.0354737,1.60545,-1.87448,0.137133,1.23175e-06,7.837e-11,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,-0.0354333,8.26115,0.765184,18.1874,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,3.66827e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,-0.0354333,8.26115,0.52673,114.249,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-2.83778e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,-0.0354333,8.26115,0.701517,9.73013,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,2.10387e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,-0.0354333,8.26115,-1.84053,24.6766,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-1.09489e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,-0.0354333,8.26115,0.193536,13.6404,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,3.66549e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,-0.0354333,8.26115,-0.861675,100.27,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-1.38358e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,-0.0354333,8.26115,1.05203,463.8,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,2.92924e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,-0.0354333,8.26115,-2.05305,67.889,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-6.03068e-09,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,-0.0354333,8.26115,0.706171,19.1563,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,6.905e-08,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,-0.0354333,8.26115,-1.0425,10.4878,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-4.25215e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,-0.0354333,8.26115,-0.572105,18.609,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-2.90721e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,-0.0354333,8.26115,0.376784,21.8469,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,-4.99325e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,-0.0354333,8.26115,0.0399192,11.9247,1.2645e-06,8.05066e-11,1,-0.0354737,8.26115,1.97606e-07,1,1.23175e-06,7.837e-11,False,69.0|274,411
