rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-1.6916e-08,-4.58845,-1.24445,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-1.55845e-08,-18.9072,-1.68381,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-8.82532e-09,-6.07764,-1.79014,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,7.94194e-09,-15.243,-0.920322,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,2.17267e-08,-6.56928,-1.42537,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-2.42153e-08,-3.23838,-3.58718,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,2.93014e-08,-11.5642,-1.07682,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,1.45754e-08,-7.7845,0.42582,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,3.86844e-08,-0.620624,-3.92489,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-2.13613e-08,-0.527203,-2.28704,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-4.44437e-09,13.8111,-4.08708,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,3.97417e-09,-9.09857,-0.96272,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-2.96343e-09,14.6916,2.46111,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.16189e-08,0.342749,-3.33862,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-3.96081e-08,7.35358,2.56883,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-4.21284e-08,-7.48216,3.22011,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,2.40238e-08,7.80031,-1.87514,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.64451e-08,-12.1524,-2.89061,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-2.96493e-08,30.7107,0.783687,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-5.11855e-09,-1.14244,-2.11743,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,3.63339e-09,9.92692,4.92502,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.0549e-09,1.61641,-0.357658,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,8.54592e-09,15.6765,4.99294,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,2.29519e-08,5.55496,-2.60053,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-8.12755e-09,-3.64454,4.5046,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-6.44796e-09,9.95491,-0.67177,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,1.98827e-08,-2.38328,1.29028,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,2.80283e-08,-3.43309,0.249314,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,1.80905e-08,-2.43118,2.58614,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,3.23082e-08,-9.31727,1.47611,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,4.10459e-08,-3.76409,-1.40571,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,8.7438e-09,-1.28717,-0.961787,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,-2.95159e-09,-4.35921,4.9149,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,3.60988e-08,-1.2869,1.53447,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,1.09464e-08,-2.62567,-5.18878,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-3.57924e-08,-6.77888,-2.31308,0,0,True,6.0|71,783
