id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.13684e-09,0,8.9417e-10,-1.26102e-09,-1.33264,0,0,0,6.5622e-12,1.60811e-11,-1.37063,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,6.59032e-09,0,3.08165e-09,1.00054e-09,-1.88776,0,0,0,1.94766e-12,-4.87832e-13,-1.90553,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-2.37962e-09,0,6.81109e-09,-5.53219e-09,-1.14223,0,-1.45519e-11,0,5.54556e-14,-8.43769e-15,-1.12453,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,7.40995e-09,0,-1.21634e-09,-7.85864e-10,-0.91385,0,0,0,-5.07172e-12,-5.68878e-13,-1.03353,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,7.17589e-09,0,-1.87654e-09,-9.08984e-09,-1.61822,0,-1.45519e-11,0,-6.39488e-14,9.05942e-14,-1.6313,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-2.93968e-09,0,1.38807e-10,-2.20253e-09,-1.66024,0,0,0,-2.79332e-12,1.65601e-12,-1.70081,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-3.89188e-09,0,-4.66158e-09,4.04518e-09,-1.14328,0,-1.45519e-11,0,-1.80411e-14,2.04281e-14,-1.21698,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.78006e-09,0,-4.98914e-10,-4.73634e-10,-0.910817,0,0,0,6.01075e-12,5.43587e-12,-1.0155,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,3.44833e-09,0,2.45926e-09,1.11947e-08,-1.39248,0,0,0,7.17293e-12,5.13012e-12,-1.39292,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,5.68848e-10,0,4.35292e-09,8.44522e-11,-1.47297,0,0,0,-1.00226e-11,-2.0044e-12,-1.50576,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,6.92066e-10,0,1.6143e-09,2.99155e-09,-1.26199,0,0,0,1.77636e-15,-6.10623e-16,8.8062e-08,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-1.16037e-09,0,1.11554e-09,1.72228e-09,-1.31243,0,0,0,3.04823e-12,-8.05245e-13,0.00309874,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,8.50248e-10,0,-1.1791e-09,1.05774e-09,0.610222,0,-1.45519e-11,0,0,1.44329e-15,-4.09527e-07,0,False,69.0|274,411
