id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,2.23642e-07,0,0,0,0,0,9.36976e-09,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,-8.8305e-09,0,0,0,0,0,7.16663e-09,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,1.4858e-06,0,0,0,0,0,-5.41815e-09,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,6.2687e-07,0,0,0,0,0,-6.07314e-09,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,1.09798e-06,0,0,0,0,0,4.4993e-09,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,-8.66951e-07,0,0,0,0,0,7.3215e-09,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,1.84205e-06,0,0,0,0,0,-5.04273e-09,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,-3.34853e-07,0,0,0,0,0,-4.85282e-09,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,-5.94424e-07,0,0,0,0,0,-3.28013e-08,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,-5.5729e-07,0,0,0,0,0,-6.42997e-09,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,3.9055e-07,0,0,0,0,0,-5.44403e-09,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,1.74489e-07,0,0,0,0,0,-5.39277e-09,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-2.97686e-07,0,0,0,0,0,1.37017e-08,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,3.96757e-07,0,0,0,0,0,-3.3492e-09,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,1.19675e-06,0,0,0,0,0,-1.64906e-08,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,1.01594e-06,0,0,0,0,0,-4.84886e-09,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-4.98168e-07,0,0,0,0,0,-6.87388e-09,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,3.21517e-07,0,0,0,0,0,4.02494e-09,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,-1.71025e-06,0,0,0,0,0,-4.05005e-08,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,-9.89157e-07,0,0,0,0,0,-1.02161e-08,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,8.6755e-07,0,0,0,0,0,4.33863e-09,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,-1.37597e-06,0,0,0,0,0,-4.11567e-08,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,3.72491e-07,0,0,0,0,0,-9.24885e-09,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,-3.96699e-08,0,0,0,0,0,-2.7392e-09,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,-6.34692e-07,0,0,0,0,0,9.31205e-09,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,5.39436e-07,0,0,0,0,0,-9.77285e-09,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,-1.12108e-06,0,0,0,0,0,-8.5167e-09,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,2.54563e-08,0,0,0,0,0,1.0492e-08,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,-6.04646e-07,0,0,0,0,0,-2.15337e-09,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,-1.77118e-06,0,0,0,0,0,1.25383e-08,0,0,0,False,69.0|274,719
