rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.4412,0,0,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.688065,0,0,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.28578,0,0,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.48758,0,0,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.885638,0,0,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.969718,0,0,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.37804,0,0,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.51841,0,0,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.00264,0,0,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.15626,0,0,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.93561,0,0,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-0.678757,0,0,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.192038,0,0,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-1.38151,0,0,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-0.516891,0,0,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-0.343313,0,0,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-4.33672,0,0,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.1,0,0,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.71793,0,0,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.494637,0,0,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-1.05252,0,0,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.92146,0,0,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-2.75736,0,0,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-0.586428,0,0,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-0.0152915,0,0,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-1.30028,0,0,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.2973,0,0,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.307484,0,0,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.212076,0,0,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.282676,0,0,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,-0.765509,0,0,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,-0.81774,0,0,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,-0.766238,0,0,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,-0.70389,0,0,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,-0.00628141,0,0,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.134119,0,0,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.775067,0,0,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,1.94896,0,0,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,-2.00114,0,0,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,-1.30606,0,0,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,-0.238634,0,0,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,-0.0660087,0,0,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,-1.62403,0,0,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,-1.58997,0,0,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,-0.92349,0,0,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,-0.380631,0,0,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,-1.91376,0,0,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,-0.52549,0,0,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.318456,0,0,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,1.2628,0,0,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,-1.3557,0,0,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,2.20193,0,0,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,-0.0266794,0,0,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,-0.0537233,0,0,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,-0.204382,0,0,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,-0.0543857,0,0,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,-1.3471,0,0,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,-1.03041,0,0,28.0|276,1056
