id,importanceSampling
411|4,140.711697
411|3,137.109380
411|5,163.484470
411|6,163.661110
411|8,138.818456
411|7,137.570694
411|9,162.651914
411|10,163.427983
411|12,136.970509
411|11,138.446492
411|1,83.398143
411|2,146.673519
152|8,159.534122
152|7,159.093753
152|6,162.800044
152|5,164.535044
152|12,143.743027
152|11,146.241919
152|10,154.310253
152|9,155.267712
152|3,154.917645
152|4,156.459631
152|1,78.144789
152|2,150.500011
1056|8,149.395575
1056|7,119.197875
1056|6,157.674452
1056|5,157.600663
1056|12,142.668234
1056|11,142.239315
1056|10,150.631635
1056|9,151.295538
1056|4,150.209592
1056|3,149.421357
1056|1,44.905724
1056|2,163.344202
462|6,218.853447
462|5,218.061503
462|4,202.766874
462|3,202.347240
462|9,159.342445
462|10,161.181641
462|7,138.708694
462|8,169.411094
462|11,163.559744
462|12,173.433950
462|1,90.918154
462|2,161.281504
1159|8,155.046849
1159|7,155.890217
1159|5,163.992454
1159|6,163.208328
1159|11,149.628178
1159|12,150.951499
1159|9,128.301894
1159|10,166.219410
1159|4,157.581948
1159|3,155.833913
1159|1,81.918166
1159|2,158.640040
1197|7,143.290045
1197|8,143.346299
1197|6,152.899981
1197|5,151.818408
1197|12,148.878468
1197|10,159.386855
1197|9,155.819248
1197|3,141.261565
1197|4,140.660240
1197|11,148.926975
1197|1,81.678797
1197|2,127.121346
