rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,-0.162577,-0.189615,-5.94136e-07,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,-0.284756,0.00132262,-8.6142e-06,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0.119881,-0.0172314,-3.79892e-06,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0.0508365,0.136904,-7.33963e-07,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,-0.335079,-0.0413456,6.24344e-06,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0.0175377,0.0352342,-1.05869e-05,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0.225587,0.00436659,1.58805e-06,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0.113652,0.179681,-1.57066e-06,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0.0439913,-0.0522954,9.09291e-07,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0.100463,0.0463072,-2.05135e-06,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,-0.180892,0.0210688,-5.75564e-06,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,-0.0870456,-0.0359211,-7.70164e-07,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0.0614269,0.0969316,9.65397e-06,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,-0.266927,0.0156087,9.85532e-07,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,-0.253102,-0.0709319,-5.40608e-06,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0.0845718,-0.122009,-1.98885e-06,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0.122034,0.0266992,-1.27763e-05,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0.0775257,0.0560514,-9.42066e-07,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,-0.0208018,-0.0557367,8.3266e-06,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0.0353197,0.0363867,3.79061e-06,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0.102944,-0.043837,-2.59401e-06,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,-0.313086,0.147164,7.93229e-09,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0.115552,-0.0082434,-5.08602e-06,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,0.144457,-0.0774916,-8.55124e-06,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,-0.040079,0.000385696,3.76716e-06,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,-0.087776,-0.0427771,3.42686e-06,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,-0.391162,-0.0416261,-3.23876e-06,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,-0.0705506,0.0932688,-2.69224e-06,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,-0.124782,0.0202027,5.13871e-06,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,-0.0989058,0.0767755,-3.76274e-06,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,0.254404,0.0327668,-3.02948e-06,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,-0.0888083,0.0182304,-1.44243e-06,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,-0.085208,0.07135,-1.31231e-06,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0.0255577,0.0443541,3.72678e-06,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,-0.0215127,0.0105677,-1.08111e-06,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,0.0998572,-0.00158453,-3.39781e-06,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,0.0311612,0.0381451,-2.38819e-06,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,0.0637873,-0.0418757,1.95362e-06,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,0.236068,-0.0442327,4.86173e-07,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,0.192365,0.00615307,3.977e-06,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,0.415891,0.091176,3.34942e-06,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,0.0440558,0.0175456,1.6865e-06,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,-0.0525496,-0.0511407,6.69095e-06,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,0.0132649,0.110392,-1.08252e-05,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,0.222121,-0.0380729,2.30826e-06,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,-0.258508,0.0154999,-7.01996e-06,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,-0.397524,-0.0540056,9.43729e-06,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,0.133017,0.0687884,-7.03486e-06,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,-0.169773,0.124977,-2.54458e-06,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,0.171332,-0.127293,1.55018e-06,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,0.102041,0.0465152,-1.16797e-05,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,-0.01052,0.0169331,-7.8343e-06,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,-0.244606,-0.00983485,-4.53862e-06,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,0,-0.00647798,0.0497935,-4.59858e-06,0,0,False,69.0|322,488
