rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,664.732,0.714843,0.0260102,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|2|1|162,664.732,0.714843,0.0260104,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|3|1|162,664.732,0.714843,0.0260107,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|4|1|162,664.732,0.714843,0.0260103,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|5|1|162,664.732,0.714843,0.0260097,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|6|1|162,664.732,0.714843,0.0260103,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|7|1|162,664.732,0.714843,0.0260095,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|cc|8|1|162,664.732,0.714843,0.02601,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|sample|10|162,664.732,0.727406,0.0570521,12.8097,0.7678,2.96354,True,32.0|162,84
1,8|84|sample|11|162,664.732,0.731481,0.0428799,12.8093,0.7678,2.96354,True,22.0|162,84
1,8|84|sample|12|162,664.732,0.731481,0.0428791,12.8093,0.7678,2.96354,True,22.0|162,84
1,8|84|sample|3|162,664.732,0.714885,0.00386833,12.8098,0.7678,2.96354,True,55.0|162,84
1,8|84|sample|4|162,664.732,0.714885,0.00386846,12.8098,0.7678,2.96354,True,55.0|162,84
1,8|84|sample|5|162,664.732,0.714885,0.00386834,12.8098,0.7678,2.96354,True,55.0|162,84
1,8|84|sample|6|162,664.732,0.714885,0.00386838,12.8098,0.7678,2.96354,True,55.0|162,84
1,8|84|sample|7|162,664.732,0.727406,0.0570523,12.8097,0.7678,2.96354,True,32.0|162,84
1,8|84|sample|8|162,664.732,0.727406,0.0570535,12.8097,0.7678,2.96354,True,32.0|162,84
1,8|84|sample|9|162,664.732,0.727406,0.0570529,12.8097,0.7678,2.96354,True,32.0|162,84
1,8|84|vc|1|2|162,664.732,0.714843,0.0260099,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|2|2|162,664.732,0.714843,0.0260098,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|3|2|162,664.732,0.714843,0.0260103,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|4|2|162,664.732,0.714843,0.0260099,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|5|2|162,664.732,0.714843,0.0260103,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|6|2|162,664.732,0.714843,0.0260102,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|7|2|162,664.732,0.714843,0.0260096,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|84|vc|8|2|162,664.732,0.714843,0.0260104,12.8107,0.7678,2.96354,False,69.0|162,84
1,8|719|cc|1|1|274,664.732,0.71483,0.0112999,12.8105,0.767836,2.96344,False,69.0|274,719
1,8|719|cc|2|1|274,664.732,0.71483,0.0112998,12.8105,0.767836,2.96344,False,69.0|274,719
1,8|719|cc|3|1|274,664.732,0.71483,0.0112998,12.8105,0.767836,2.96344,False,69.0|274,719
1,8|719|cc|4|1|274,664.732,0.71483,0.0112996,12.8105,0.767836,2.96344,False,69.0|274,719
