id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,3.35167,0.776154,0.128495,1.21187,2.02728,3.314,0.797026,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,3.35167,1.03005,0.128495,1.21187,2.02728,3.314,1.05483,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,3.35167,0.483842,0.128495,1.21187,2.02728,3.314,0.60797,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,3.35167,0.582071,0.128495,1.21187,2.02728,3.314,0.638752,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,3.35167,0.893715,0.128495,1.21187,2.02728,3.314,0.906027,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,3.35167,0.922288,0.128495,1.21187,2.02728,3.314,0.93373,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,3.35167,0.685304,0.128495,1.21187,2.02728,3.314,0.678348,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,3.35167,0.633169,0.128495,1.21187,2.02728,3.314,0.597793,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,3.35167,0.889537,0.128495,1.21187,2.02728,3.314,0.909815,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,3.35167,0.882702,0.128495,1.21187,2.02728,3.314,0.906366,0.128395,1.21144,2.02339,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,3.35168,2.62663,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,3.35168,2.37689,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,3.35168,2.21386,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,3.35168,2.33746,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,3.35168,2.30985,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,3.35168,2.49817,0.128495,1.21187,2.02728,3.31401,2.41907,0.128395,1.21144,2.02339,False,69.0|274,411
