id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,2.22632,0.908559,3.04578,-0.663826,2.24649,0.908559,3.04578,-0.00148715,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.28941,0.908559,3.04578,0.353629,1.28857,0.908559,3.04578,0.00860788,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,2.45855,0.908559,3.04578,-0.379009,2.44221,0.908559,3.04578,-0.00154361,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,2.66972,0.908559,3.04578,-0.136728,2.65253,0.908559,3.04578,0.0100826,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.72771,0.908559,3.04578,-0.303093,1.73411,0.908559,3.04578,-0.0225536,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.55961,0.908559,3.04578,-0.116361,1.61399,0.908559,3.04578,-0.0102494,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,2.26717,0.908559,3.04578,-0.0278465,2.28034,0.908559,3.04578,0.00737886,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,2.66473,0.908559,3.04578,0.395131,2.59708,0.908559,3.04578,-0.00176355,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.5719,0.908559,3.04578,-0.0761355,1.56934,0.908559,3.04578,-0.000128316,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.76974,0.908559,3.04578,-0.22145,1.76915,0.908559,3.04578,0.00773767,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.20932,1.43817,43.5305,0.0206392,1,1.43817,43.5305,-2.54688e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.25386,1.43817,43.5305,0.0450622,1.01545,1.43817,43.5305,0.0443583,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.32659,1.43817,43.5305,-0.250744,1,1.43817,43.5305,-2.20976e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.51776,1.43817,43.5305,0.146527,1,1.43817,43.5305,-2.21225e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.3092,1.43817,43.5305,0.0509361,1,1.43817,43.5305,2.9626e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.19771,1.43817,43.5305,0.044634,1,1.43817,43.5305,9.92192e-08,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.40829,1.43817,43.5305,-0.176975,1,1.43817,43.5305,2.34564e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.03415,1.43817,43.5305,0.0986343,1,1.43817,43.5305,4.48861e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.37558,1.43817,43.5305,0.0025729,1,1.43817,43.5305,0.00282297,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.29249,1.43817,43.5305,-0.286867,1,1.43817,43.5305,4.64497e-08,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.25995,1.43817,43.5305,0.104656,1,1.43817,43.5305,4.93838e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.5495,1.43817,43.5305,0.229032,1,1.43817,43.5305,2.7498e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.26379,1.43817,43.5305,0.044541,0.980392,1.43817,43.5305,0.0458226,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.31951,1.43817,43.5305,0.0769245,1,1.43817,43.5305,4.07551e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.25219,1.43817,43.5305,-0.0149784,1,1.43817,43.5305,2.88248e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.19687,1.43817,43.5305,0.161694,1,1.43817,43.5305,7.18325e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.277948,0.954488,1.3242,-0.517345,0.276663,0.954488,1.3242,-0.0407301,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.312257,0.954488,1.3242,0.0673176,0.30656,0.954488,1.3242,-0.0255715,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.288492,0.954488,1.3242,0.702943,0.293198,0.954488,1.3242,0.0151496,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.261238,0.954488,1.3242,-0.18896,0.264299,0.954488,1.3242,0.0150797,65.0|322,152
