id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,0,0.00797986,0,0,0,-5.13791e-05,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0,0.00796311,0,0,0,-6.92242e-05,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0,0.0725158,0,0,0,1.30151e-05,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,0,0.0206564,0,0,0,2.06539e-05,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.0124419,0,0,0,-7.40916e-05,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0,0.0460129,0,0,0,-7.03913e-05,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0,-0.00441377,0,0,0,4.53e-06,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0,-0.0292896,0,0,0,1.96346e-05,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,0,0.00299408,0,0,0,-7.13497e-05,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,0,0.0282649,0,0,0,-6.86843e-05,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,0.0875776,0,0,0,1.40125e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,0.0917728,0,0,0,-2.71126e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,0.0537154,0,0,0,1.29227e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,0.0246306,0,0,0,-2.45842e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,-0.00686194,0,0,0,-6.95687e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,-0.00311954,0,0,0,-2.30873e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,-0.0694419,0,0,0,-3.71109e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,-0.0670882,0,0,0,3.13488e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.0791092,0,0,0,2.97412e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,0.163549,0,0,0,-2.74145e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,-0.0719244,0,0,0,-1.09056e-08,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,-0.0620776,0,0,0,3.16319e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,-0.0543453,0,0,0,-1.15192e-09,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0,-0.00106146,0,0,0,1.05609e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,0,0.0416027,0,0,0,-4.11652e-08,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0,-0.0536206,0,0,0,1.6889e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,0,-0.0438246,0,0,0,-0.000260613,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,0,0.0201724,0,0,0,-0.000166159,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,0,0.0825006,0,0,0,-9.64543e-06,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,0,0.0561275,0,0,0,-5.98579e-05,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,0,0.121956,0,0,0,-0.000188206,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,0,-0.0165539,0,0,0,-0.00016615,28.0|322,152
