id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.569053,0.0223906,0.161684,0,0,-0.218884,0.0250706,0.142365,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.676402,0.029337,-0.406259,0,0,-0.11393,0.0349521,-0.41729,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-0.416125,-0.0184856,0.225767,0,0,-0.0237638,-0.0103157,0.222139,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.954508,-0.110693,0.172835,0,0,0.0276097,-0.0990839,0.219188,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.39752,0.0747167,-0.0444598,0,0,-0.355678,0.0344446,-0.107034,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.866044,0.0474686,-0.162505,0,0,-0.240764,0.0502226,-0.167697,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.892442,-0.0491051,0.103003,0,0,0.0128637,-0.0479233,0.102783,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.421848,-0.0417309,0.254712,0,0,-0.0190842,-0.0109773,0.273716,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.13116,-0.0163204,-0.288025,0,0,-0.370782,-0.0265416,-0.299618,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.09319,0.0483091,-0.0398244,0,0,-0.284678,-0.0101884,-0.12097,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0519333,0.00499467,0.0037514,0,0,-1.95461e-07,8.4911e-09,2.95184e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.446496,0.00595166,-0.0638285,0,0,6.95869e-07,-3.37417e-09,-2.62892e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.150128,0.00569794,-0.0515173,0,0,-2.94299e-07,-1.75393e-08,8.17783e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0130576,0.0126126,-0.05192,0,0,-6.15329e-07,2.94128e-08,-7.01531e-09,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.170575,0.00244627,-0.0131368,0,0,-2.0119e-07,2.58429e-10,-3.40746e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.375102,0.00738844,0.0440692,0,0,9.07608e-08,-1.4796e-09,-1.07382e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.137102,-0.0140832,-0.0545474,0,0,-4.8979e-07,4.64695e-09,-5.23787e-08,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.196274,0.00599204,0.0276979,0,0,-1.92688e-07,1.52541e-09,-1.20494e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.162225,-0.00404184,-0.0610021,0,0,3.83067e-07,-9.29699e-09,4.67792e-08,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.341525,-0.00710443,-0.0264721,0,0,2.81622e-07,-1.7525e-08,-1.34818e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.0266542,0.00955221,0.108984,0,0,1.38766e-07,1.7355e-08,2.69205e-07,0,0,False,69.0|274,411
