id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-2.59505e-09,-8.70741e-09,0.647228,-0.585628,-2.77556e-16,3.63043e-14,0.648913,-0.0289121,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-5.07117e-10,-6.7105e-09,0.984887,-0.11329,1.83187e-15,-1.57652e-14,0.990035,0.0190067,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-3.399e-09,-6.5499e-09,0.587865,-0.260162,1.44329e-15,1.90958e-14,0.584559,-0.00843714,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,8.77075e-09,-5.57231e-09,0.541392,-0.0279958,-3.51108e-15,8.88178e-15,0.543627,0.000857838,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-7.12657e-09,-3.56833e-09,0.783142,-0.0141262,2.18464e-13,2.5846e-13,0.80173,-0.0146029,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.20075e-09,4.67084e-09,0.854668,-0.472859,4.19109e-15,1.9873e-14,0.847389,-0.0180067,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-5.44786e-09,8.41974e-09,0.634778,0.386207,-1.44329e-15,1.22125e-14,0.63298,-0.00137744,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.39391e-09,-7.50405e-09,0.540085,0.213168,-3.60822e-15,3.77476e-14,0.546597,-0.00826661,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-2.20679e-09,1.45084e-08,0.853778,-0.403348,-2.19269e-15,-2.94209e-14,0.856611,-0.00895273,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,6.06408e-09,1.05622e-08,0.782931,-0.256743,7.48013e-15,4.44089e-16,0.784591,-0.00863349,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.69385e-09,-9.33407e-10,0.0440412,0.191348,-3.3723e-15,-5.77316e-15,-4.15906e-08,-3.07224e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.14676e-09,5.71468e-09,-0.193322,0.0852132,2.96985e-15,-7.10543e-15,7.30735e-08,-2.47746e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.30347e-09,1.82075e-09,0.044843,-0.107621,0,2.22045e-15,1.21498e-08,3.77055e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.67898e-09,-1.04771e-09,0.275691,0.193153,2.8727e-15,1.33227e-15,-1.84662e-07,3.0561e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,3.96022e-09,-8.62053e-10,-0.0703846,-0.131027,-3.80251e-15,2.22045e-15,-1.97005e-07,3.35072e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-3.04657e-09,3.87294e-09,0.07984,-0.207391,1.55431e-15,-8.21565e-15,-2.10644e-07,9.07653e-08,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.8194e-09,1.69217e-09,0.193718,0.0502209,1.25039e-14,-7.10543e-15,1.19045e-07,-1.13968e-08,69.0|274,411
