id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,6.09815e-10,-2.21413e-08,-7.08839,0,0,0,3.08545e-12,-7.63682,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-9.0111e-09,-2.55054e-08,-7.38578,0,0,0,3.34852e-12,-8.08911,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,1.21505e-08,2.18054e-08,-6.03007,0,0,0,1.3862e-12,-6.31888,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,1.31859e-08,2.44387e-08,-4.58129,0,0,0,1.33152e-12,-5.47775,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-2.50789e-09,-2.01599e-09,-7.66007,0,0,1.13687e-13,3.46387e-12,-8.19798,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,9.78245e-09,-1.41196e-08,-7.80246,0,0,0,3.71661e-12,-8.04672,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-9.83176e-09,-2.5417e-08,-5.27459,0,0,0,1.28944e-12,-5.96498,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-7.50261e-09,2.81436e-08,-5.34802,0,0,1.13687e-13,1.47679e-12,-5.90579,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,9.42771e-09,5.85044e-08,-7.94805,0,0,1.13687e-13,3.63456e-12,-8.67983,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,4.45853e-09,-2.20728e-08,-7.62233,0,0,1.13687e-13,3.9739e-12,-8.04201,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,5.9243e-09,3.4316e-08,-0.427492,0,0,0,-9.88098e-15,-4.32146e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-4.91637e-09,1.98308e-08,0.733146,0,0,0,-1.97065e-15,4.51264e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-8.83637e-09,2.53981e-08,-1.04714,0,0,0,2.01228e-14,1.4824e-07,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,5.58819e-10,3.08947e-08,-0.0571477,0,0,0,-1.95954e-14,-1.34646e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,2.63253e-09,-4.48768e-08,0.279452,0,0,0,2.77833e-14,-4.91383e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-3.24713e-09,1.65705e-08,-1.3042,0,0,0,2.90601e-14,2.06258e-08,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,2.90521e-09,-3.40541e-08,0.546328,0,0,0,3.05034e-14,1.36371e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-5.69808e-09,-4.49873e-09,-0.333932,0,0,0,6.52256e-15,5.43166e-07,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-3.66779e-09,7.65653e-08,-0.332397,0,0,0,1.57374e-14,-3.09645e-07,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,2.02579e-10,3.77972e-08,0.592611,0,0,0,-5.35683e-15,-2.22674e-07,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-2.56791e-10,-3.87023e-08,0.0528389,0,0,0,1.43774e-14,-3.57089e-07,0,False,69.0|274,411
