parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
alpha_mean_cc_503.381125,1.59614399207796,,0.113606414760807,7.11755426356662,1.38904206351498,1.83412418555537
alpha_mean_cc_523.5,1.90066235401558,,0.0478123788585695,2.51556404837266,1.80926675617191,1.99667482511839
alpha_mean_cc_528.25,1.38229501315041,,0.159184314212788,11.5159436081585,1.10542345592066,1.72851362357707
alpha_mean_cc_553.0,1.85740290496195,,0.058098064400867,3.1279193246474,1.74703145626801,1.97474724280628
alpha_mean_cc_572.0039999999999,0.904114513570882,,0.910562117983263,100.713140240047,0.230854906374616,3.5408519857189
alpha_mean_cc_607.0,0.207987388792732,,101107460.472042,48612303399.2215,3.24459341025204e-05,1333.25654179451
alpha_mean_cc_636.5,0.904127336037474,,0.177923901541488,19.6790755516005,0.621251718102118,1.31580519771834
alpha_mean_cc_643.5,0.90412661064229,,0.12587465356104,13.9222374476534,0.690854750357067,1.18323703737873
alpha_mean_cc_654.75,1.41964743527918e-08,,inf,inf,0,inf
alpha_mean_cc_670.5,0.904126415156452,,nan,0,nan,nan
alpha_mean_cc_671.0,0.614041711254552,,1.49467380572543,243.415679803194,0.0790777016582976,4.76805996195585
alpha_mean_cc_687.0,0.261161887117397,,8125.21270425228,3111178.58502832,0.000477626122407167,142.801090817591
alpha_mean_cc_695.25,0.220999612243294,,nan,0,nan,nan
alpha_mean_cc_697.25,0.904126321659259,,0.278134492010245,30.7627911440307,0.513218340614058,1.59278096830881
alpha_mean_cc_701.5,0.422477194723807,,8.90557569945082,2107.94234829002,0.0136109463201135,13.1134879136169
alpha_mean_cc_713.75,0,,nan,0,nan,nan
alpha_mean_cc_737.5,2.15772655249011e-14,,nan,0,nan,nan
alpha_mean_cc_740.5,0,,nan,0,nan,nan
alpha_mean_cc_744.25,0,,nan,0,nan,nan
alpha_mean_cc_910.0,0.90412621636415,,0.432710920005172,47.8595700659222,0.397544820103976,2.05623158390834
bcc,0.244851255294914,,0.0645418190492651,26.3596030869954,0.1496,0.400749
bvc,0.488158451602906,,0.0685474196118204,14.0420429855797,0.37217,0.640296
