parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_mean_cc_254.219875,84166.6747565006,,nan,0,nan,nan
U_mean_cc_266.9225,84166.6747497954,,nan,0,nan,nan
U_mean_cc_295.221875,84166.6747513657,,nan,0,nan,nan
U_mean_cc_335.306375,84166.6747561669,,nan,0,nan,nan
U_mean_cc_362.242,84166.6747371033,,nan,0,nan,nan
U_mean_cc_363.422375,84166.6747567719,,nan,0,nan,nan
U_mean_cc_377.072125,84166.6744998286,,nan,0,nan,nan
U_mean_cc_389.553125,84166.6747564251,,nan,0,nan,nan
U_mean_cc_445.75,84166.6747565084,,nan,0,nan,nan
U_mean_cc_468.5,84166.6747563419,,nan,0,nan,nan
U_mean_cc_476.5,84166.6747567995,,nan,0,nan,nan
U_mean_cc_485.0,84166.6747565065,,nan,0,nan,nan
U_mean_cc_489.0,84166.6747565458,,nan,0,nan,nan
U_mean_cc_503.381125,84166.6747566177,,nan,0,nan,nan
U_mean_cc_523.5,84166.6747565945,,nan,0,nan,nan
U_mean_cc_528.25,84166.6747156732,,nan,0,nan,nan
U_mean_cc_553.0,84166.6747565625,,nan,0,nan,nan
U_mean_cc_572.0039999999999,84166.6747433982,,nan,0,nan,nan
U_mean_cc_607.0,84166.6747564669,,nan,0,nan,nan
U_mean_cc_636.5,84166.6747564449,,nan,0,nan,nan
U_mean_cc_643.5,84166.6747564973,,nan,0,nan,nan
U_mean_cc_654.75,84166.67475653,,nan,0,nan,nan
U_mean_cc_670.5,84166.6747608927,,nan,0,nan,nan
U_mean_cc_671.0,84166.6747564663,,nan,0,nan,nan
U_mean_cc_687.0,84166.6747566881,,nan,0,nan,nan
U_mean_cc_695.25,84166.6747534525,,nan,0,nan,nan
U_mean_cc_697.25,84166.6747565668,,nan,0,nan,nan
U_mean_cc_701.5,84166.6747569632,,nan,0,nan,nan
U_mean_cc_713.75,84166.674756454,,nan,0,nan,nan
U_mean_cc_737.5,84166.674756664,,nan,0,nan,nan
U_mean_cc_740.5,84166.674753384,,nan,0,nan,nan
U_mean_cc_744.25,84166.674756473,,nan,0,nan,nan
U_mean_cc_910.0,84166.6747569937,,nan,0,nan,nan
L_mean_cc_254.219875,545.371576280163,,102.016557480231,18.7058808924475,345.422797792151,745.320354768176
L_mean_cc_266.9225,545.371577103317,,nan,0,nan,nan
L_mean_cc_295.221875,280.118100116752,,23.6255545104667,8.43414063590309,233.81286416145,326.423336072055
L_mean_cc_335.306375,545.371576473068,,nan,0,nan,nan
L_mean_cc_362.242,545.371579842862,,nan,0,nan,nan
L_mean_cc_363.422375,545.371576288411,,nan,0,nan,nan
L_mean_cc_377.072125,545.371576805212,,nan,0,nan,nan
L_mean_cc_389.553125,545.371576384018,,nan,0,nan,nan
L_mean_cc_445.75,425.682572797969,,36.0131827424404,8.46010267832422,355.098031654127,496.267113941812
L_mean_cc_468.5,545.371565736428,,103.573007851285,18.9912739054205,342.372200577424,748.370930895431
L_mean_cc_476.5,453.209771736319,,38.2648880714652,8.4430854005787,378.21196924379,528.207574228847
L_mean_cc_485.0,459.678993151163,,38.7458268229676,8.42888785440457,383.738568026921,535.619418275406
L_mean_cc_489.0,545.371573851417,,74.3086304302346,13.6253215226211,399.72933446766,691.013813235174
L_mean_cc_503.381125,545.371576156513,,64.8699059409542,11.894625385159,418.228896831742,672.514255481284
L_mean_cc_523.5,545.371574298257,,54.5333670522148,9.99930499171766,438.488138920213,652.255009676301
L_mean_cc_528.25,545.371514858917,,51.8999336105044,9.51643644680094,443.649514182309,647.093515535526
L_mean_cc_553.0,545.371563128989,,47.1554959180667,8.64648967898491,452.948489456453,637.794636801525
L_mean_cc_572.0039999999999,545.371576593005,,46.0631389252026,8.44619354990299,455.089483284743,635.653669901268
L_mean_cc_607.0,576.309015478998,,nan,0,nan,nan
L_mean_cc_636.5,545.371576278691,,49.4026614741943,9.05853249839133,448.544139048846,642.199013508536
L_mean_cc_643.5,545.371576223511,,nan,0,nan,nan
L_mean_cc_654.75,545.371576279425,,51.0283771317271,9.35662571193156,445.357794911712,645.385357647137
L_mean_cc_670.5,545.37157627172,,52.2912918157593,9.58819529489126,442.882527607757,647.860624935682
L_mean_cc_671.0,636.629307018061,,nan,0,nan,nan
L_mean_cc_687.0,545.371576223583,,53.8042727145182,9.86561732591291,439.917139488756,650.82601295841
L_mean_cc_695.25,545.371576277424,,54.5331769915589,9.99927010567535,438.48851341142,652.254639143428
L_mean_cc_697.25,545.37157258682,,54.8601639710605,10.0592269066843,437.847627017579,652.89551815606
L_mean_cc_701.5,545.371577127952,,55.1346328865354,10.1095537792576,437.309682369505,653.433471886399
L_mean_cc_713.75,545.371576277116,,56.0825852287663,10.2833714972101,435.451729068836,655.291423485396
L_mean_cc_737.5,700.807100015545,,59.1461045234993,8.43971251464023,584.882865323645,816.731334707445
L_mean_cc_740.5,702.542923554861,,nan,0,nan,nan
L_mean_cc_744.25,545.371576425393,,58.5163861244716,10.7296362065684,430.681567115989,660.061585734796
L_mean_cc_910.0,862.851949446143,,72.7477103797762,8.43107678280987,720.269057144031,1005.43484174826
alpha_mean_cc_254.219875,0.904126228554634,,99483825.7009169,11003311546.4369,0.000196544575567675,4159.07808597322
alpha_mean_cc_266.9225,1.36801481033117,,0.160198299071651,11.7102752003738,1.08996557523976,1.71699415449314
alpha_mean_cc_295.221875,0.904126085728874,,nan,0,nan,nan
alpha_mean_cc_335.306375,0.904126053265507,,1.09564906006966,121.183219542498,0.19965682907718,4.09424472967799
alpha_mean_cc_362.242,0.904124360566421,,nan,0,nan,nan
alpha_mean_cc_363.422375,0.904126101518644,,nan,0,nan,nan
alpha_mean_cc_377.072125,1.92977969761705,,0.0408170111081471,2.11511247416217,1.85144109352563,2.01143298285735
alpha_mean_cc_389.553125,1.93080221428118,,0.0407205420533835,2.10899603036469,1.85264396079542,2.01225776218357
alpha_mean_cc_445.75,0.904125973107246,,nan,0,nan,nan
alpha_mean_cc_468.5,0.904126138414766,,nan,0,nan,nan
alpha_mean_cc_476.5,0.904126009369175,,nan,0,nan,nan
alpha_mean_cc_485.0,0.904123371492049,,17.3639164453827,1920.52511779753,0.0306567704695308,26.6642264778211
alpha_mean_cc_489.0,0.904126199188513,,nan,0,nan,nan
