id,importanceSampling
411|4,148.242618
411|3,146.304214
411|5,169.070356
411|6,167.717757
411|8,144.761521
411|7,144.655083
411|9,162.840643
411|10,172.978480
411|12,140.725989
411|11,142.224298
411|1,82.821748
411|2,147.606017
152|8,146.874455
152|7,146.356087
152|6,154.312430
152|5,154.058138
152|12,138.785354
152|11,138.184726
152|10,145.549778
152|9,147.314857
152|3,146.423808
152|4,146.799964
152|1,77.674760
152|2,149.851058
1056|8,145.215091
1056|7,146.693150
1056|6,117.165142
1056|5,151.529579
1056|12,157.512284
1056|11,157.974795
1056|10,148.832388
1056|9,148.979515
1056|4,147.884003
1056|3,146.379948
1056|1,43.261120
1056|2,163.458681
462|6,137.207184
462|5,171.094683
462|4,176.411952
462|3,175.337116
462|9,158.736824
462|10,160.177365
462|7,167.578695
462|8,166.454272
462|11,162.523830
462|12,163.570411
462|1,91.070411
462|2,161.868603
1159|8,120.011965
1159|7,156.823855
1159|5,160.587158
1159|6,159.632488
1159|11,156.015977
1159|12,163.396344
1159|9,157.119337
1159|10,165.536717
1159|4,158.101652
1159|3,156.318301
1159|1,82.320509
1159|2,158.165594
1197|7,128.795996
1197|8,128.382349
1197|6,136.466843
1197|5,137.322014
1197|12,130.996629
1197|10,135.484467
1197|9,136.301560
1197|3,131.891541
1197|4,130.323086
1197|11,128.655810
1197|1,81.791976
1197|2,159.089141
