id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,42545.1,-1.55066,35.6016,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|2|1|162,42545.1,-1.55066,55.2553,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|3|1|162,42545.1,-1.55066,65.0212,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|4|1|162,42545.1,-1.55066,51.274,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|5|1|162,42545.1,-1.55066,38.9941,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|6|1|162,42545.1,-1.55066,28.5562,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|cc|7|1|162,42545.1,-1.55066,33.4854,88310.2,13.1723,42593,-1.55066,9.83259,88770.2,13.1765,False,69.0|162,84
8|84|cc|8|1|162,42545.1,-1.55066,34.7651,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|sample|10|162,42545.1,4.37599,865.099,88310.2,13.1723,42593,4.37599,141.131,88770.2,13.1765,True,32.0|162,84
8|84|sample|11|162,42545.1,3.89502,1043.14,88310.2,13.1723,42593,3.89502,130.791,88770.2,13.1765,True,22.0|162,84
8|84|sample|12|162,42545.1,3.89502,741.348,88310.2,13.1723,42593,3.89502,145.741,88770.2,13.1765,True,22.0|162,84
8|84|sample|3|162,42545.1,1.21984,576.688,88310.2,13.1723,42593,1.21984,176.682,88770.2,13.1765,True,55.0|162,84
8|84|sample|4|162,42545.1,1.21984,900.493,88310.2,13.1723,42593,1.21984,206.589,88770.2,13.1765,True,55.0|162,84
8|84|sample|5|162,42545.1,1.21984,382.053,88310.2,13.1723,42593,1.21984,196.863,88770.2,13.1765,True,55.0|162,84
8|84|sample|6|162,42545.1,1.21984,458.197,88310.2,13.1723,42593,1.21984,194.725,88770.2,13.1765,True,55.0|162,84
8|84|sample|7|162,42545.1,4.37599,632.077,88310.2,13.1723,42593,4.37599,139.756,88770.2,13.1765,True,32.0|162,84
8|84|sample|8|162,42545.1,4.37599,946.179,88310.2,13.1723,42593,4.37599,131.14,88770.2,13.1765,True,32.0|162,84
8|84|sample|9|162,42545.1,4.37599,1048.19,88310.2,13.1723,42593,4.37599,137.972,88770.2,13.1765,True,32.0|162,84
8|84|vc|1|2|162,42545.1,-1.55066,36.2201,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|2|2|162,42545.1,-1.55066,51.7958,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|3|2|162,42545.1,-1.55066,31.143,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|4|2|162,42545.1,-1.55066,44.1157,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|5|2|162,42545.1,-1.55066,38.0564,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|6|2|162,42545.1,-1.55066,57.2955,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|7|2|162,42545.1,-1.55066,38.648,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|84|vc|8|2|162,42545.1,-1.55066,150.027,88310.2,13.1723,42593,-1.55066,9.8326,88770.2,13.1765,False,69.0|162,84
8|719|cc|1|1|274,42545.1,-2.24227,55.4697,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|2|1|274,42545.1,-2.24227,42.0222,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|3|1|274,42545.1,-2.24227,49.099,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|4|1|274,42545.1,-2.24227,51.3991,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|5|1|274,42545.1,-2.24227,78.3835,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|6|1|274,42545.1,-2.24227,38.9417,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|7|1|274,42545.1,-2.24227,78.9363,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|cc|8|1|274,42545.1,-2.24227,29.8935,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|sample|10|274,42545.1,0.775261,506.805,88310.2,13.1716,42593,0.775259,217.206,88770.2,13.1758,True,32.0|274,719
8|719|sample|11|274,42545.1,0.449513,886.26,88310.2,13.1716,42593,0.449512,275.709,88770.2,13.1758,True,22.0|274,719
8|719|sample|12|274,42545.1,0.449514,478.838,88310.2,13.1716,42593,0.449512,135.353,88770.2,13.1758,True,22.0|274,719
8|719|sample|3|274,42545.1,0.664205,712.005,88310.2,13.1716,42593,0.664203,210.763,88770.2,13.1758,True,55.0|274,719
8|719|sample|4|274,42545.1,0.664205,780.857,88310.2,13.1716,42593,0.664203,219.371,88770.2,13.1758,True,55.0|274,719
8|719|sample|5|274,42545.1,0.664206,685.49,88310.2,13.1716,42593,0.664203,161.346,88770.2,13.1758,True,55.0|274,719
8|719|sample|6|274,42545.1,0.664206,411.949,88310.2,13.1716,42593,0.664203,142.515,88770.2,13.1758,True,55.0|274,719
8|719|sample|7|274,42545.1,0.775261,790.768,88310.2,13.1716,42593,0.775259,262.504,88770.2,13.1758,True,32.0|274,719
8|719|sample|8|274,42545.1,0.77526,670.146,88310.2,13.1716,42593,0.775259,284.11,88770.2,13.1758,True,32.0|274,719
8|719|sample|9|274,42545.1,0.775261,708.534,88310.2,13.1716,42593,0.775259,223.557,88770.2,13.1758,True,32.0|274,719
8|719|vc|1|2|274,42545.1,-2.24227,29.3963,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|vc|2|2|274,42545.1,-2.24227,39.292,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
8|719|vc|3|2|274,42545.1,-2.24227,30.0234,88310.2,13.1716,42593,-2.24227,9.8326,88770.2,13.1758,False,69.0|274,719
