id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.613033,-1.71627e-09,3.72765e-09,0.145627,0.606903,1.4766e-14,-2.35367e-14,-0.00722849,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.0436163,-1.78801e-09,-2.96632e-09,0.413048,0.0502104,2.9754e-14,1.15463e-14,0.00517013,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.691429,-7.85152e-11,1.58739e-09,-0.520794,0.692847,-2.55351e-15,-1.59872e-14,-0.0027954,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.762999,-6.9749e-10,1.08338e-08,0.741859,0.772412,-4.52971e-14,-2.5091e-14,0.0117275,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.342667,-2.06515e-09,-7.15981e-09,-0.572162,0.347409,-3.44169e-15,1.33227e-15,-0.0326254,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.300995,1.11575e-08,-4.23127e-09,0.147599,0.27627,2.17604e-14,4.11893e-14,-0.0175602,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.621128,-1.82116e-09,-5.50783e-09,0.188408,0.621112,-8.43769e-15,-4.66294e-15,0.00781748,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.788051,-4.04366e-09,1.28576e-08,-0.346768,0.754433,9.65894e-15,3.85247e-14,-0.0028585,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.268562,-3.28515e-09,-1.91883e-09,-0.329163,0.245736,-3.06422e-14,-3.24185e-14,-0.00544901,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.387694,-2.23876e-09,-2.18489e-09,-0.550934,0.368196,-1.80966e-14,4.44089e-16,0.00314048,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0899249,5.47092e-10,-1.30881e-08,0.148331,6.10807e-08,-7.10543e-15,8.88178e-16,-3.53638e-07,69.0|274,411
