id,importanceSampling
411|4,140.047746
411|3,136.777391
411|5,162.619411
411|6,162.879574
411|8,139.500471
411|7,138.126693
411|9,162.298308
411|10,130.184590
411|12,136.104114
411|11,137.994796
411|1,82.892075
411|2,146.840330
152|8,159.345713
152|7,158.137959
152|6,128.382427
152|5,164.136812
152|12,114.318462
152|11,150.683271
152|10,157.369463
152|9,158.432099
152|3,154.073294
152|4,155.970551
152|1,77.893942
152|2,150.435079
1056|8,148.933758
1056|7,150.458615
1056|6,156.585123
1056|5,155.432886
1056|12,142.072751
1056|11,142.303362
1056|10,150.812460
1056|9,151.493204
1056|4,149.523150
1056|3,147.976250
1056|1,77.129435
1056|2,163.577679
462|6,237.116775
462|5,235.708399
462|4,221.548246
462|3,221.868077
462|9,149.748589
462|10,151.518704
462|7,162.134301
462|8,160.929334
462|11,163.950664
462|12,180.408875
462|1,57.932770
462|2,161.521358
1159|8,155.163511
1159|7,155.599580
1159|5,164.219417
1159|6,164.230929
1159|11,142.033595
1159|12,146.390525
1159|9,155.833015
1159|10,160.643973
1159|4,156.786368
1159|3,155.632273
1159|1,49.996592
1159|2,158.745757
1197|7,137.382200
1197|8,136.824564
1197|6,143.699236
1197|5,144.673755
1197|12,143.876622
1197|10,151.316503
1197|9,146.258970
1197|3,136.661388
1197|4,137.254674
1197|11,143.534640
1197|1,81.216969
1197|2,159.160828
