id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,5.45691e-09,0,0,-8.30127e-11,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,1.04333e-09,0,0,1.87441e-11,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-1.49724e-09,0,0,-4.28253e-11,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-5.75491e-09,0,0,3.77671e-11,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-8.93541e-10,0,0,2.96625e-11,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-2.18701e-09,0,0,1.99694e-11,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.86653e-09,0,0,3.05729e-11,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-3.93897e-09,0,0,8.29958e-11,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,3.98961e-09,0,0,4.33342e-11,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-2.83102e-09,0,0,3.99711e-11,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-7.85974e-09,0,0,2.53273e-11,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-3.00647e-09,0,0,7.81686e-12,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-1.10514e-09,0,0,8.36042e-12,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.18751e-09,0,0,-2.53895e-11,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,5.72796e-09,0,0,-4.89226e-11,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,6.32692e-10,0,0,2.35936e-11,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-2.47199e-09,0,0,-5.16973e-11,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,3.38488e-09,0,0,-1.60103e-11,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.68882e-09,0,0,-4.88773e-11,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,6.36488e-09,0,0,1.12799e-10,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,2.5241e-09,0,0,1.42055e-11,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-1.40927e-09,0,0,-5.8181e-11,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-2.12938e-10,0,0,-4.98384e-11,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-7.15493e-11,0,0,-2.72511e-11,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.08659e-10,0,0,-2.5242e-11,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,3.94626e-09,0,0,-4.86313e-11,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,2.73137e-09,0,0,-4.78408e-11,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,5.17662e-09,0,0,-1.60512e-11,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,-1.3036e-10,0,0,-2.39115e-11,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,1.8781e-09,0,0,4.32898e-11,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,1.87928e-09,0,0,-5.51394e-11,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,-4.45312e-09,0,0,2.10738e-11,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,0,4.16362e-09,0,0,1.31393e-11,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,0,-4.42537e-09,0,0,-1.10703e-11,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,0,-1.95316e-09,0,0,-2.06706e-11,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,0,-2.23324e-09,0,0,2.85993e-12,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0,4.60208e-09,0,0,-4.40554e-11,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0,5.609e-09,0,0,-1.43157e-11,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0,-2.82033e-09,0,0,4.247e-11,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0,5.88371e-10,0,0,-4.61409e-11,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0,1.50359e-09,0,0,4.61782e-11,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,0,-4.80082e-10,0,0,1.68914e-11,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0,-3.64605e-09,0,0,3.96456e-11,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,0,-2.98617e-09,0,0,-2.05027e-11,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0,-1.08669e-09,0,0,-2.39737e-11,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0,6.96976e-10,0,0,-4.03926e-11,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,0,3.84952e-09,0,0,-2.51372e-11,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0,0,1.02321e-09,0,0,-2.27534e-11,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0,0,4.12162e-11,0,0,2.38787e-11,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0,0,-1.13785e-09,0,0,-2.37055e-11,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0,0,-1.37831e-09,0,0,4.44231e-11,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0,0,3.36234e-09,0,0,-4.94449e-11,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0,0,-1.89095e-09,0,0,3.1886e-11,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0,0,-1.96067e-09,0,0,3.42615e-11,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0,0,-2.96399e-09,0,0,-3.18514e-11,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0,0,-1.59412e-10,0,0,3.31961e-11,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0,0,-5.13759e-09,0,0,6.75884e-11,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0,0,5.57462e-10,0,0,-6.70103e-11,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0,0,3.59003e-10,0,0,3.34868e-11,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0,0,2.91029e-09,0,0,-3.10919e-11,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0,0,-5.55519e-10,0,0,-2.18785e-11,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0,0,-2.9124e-10,0,0,-3.46834e-11,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0,0,-3.60118e-10,0,0,-1.38112e-11,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0,0,-4.19124e-11,0,0,-5.90923e-11,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0,0,1.7493e-09,0,0,-2.47287e-11,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0,0,-5.30656e-09,0,0,7.38432e-12,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0,0,-9.31086e-10,0,0,2.10321e-11,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0,0,4.69156e-09,0,0,-5.0921e-11,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0,0,3.35206e-09,0,0,-5.7641e-11,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0,0,-8.36568e-09,0,0,-2.26947e-11,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0,0,6.02671e-09,0,0,1.20188e-11,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0,0,3.42279e-09,0,0,1.30811e-11,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0,0,-6.48043e-10,0,0,-5.94138e-11,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0,0,-3.44143e-09,0,0,5.5083e-11,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0,0,-3.17074e-09,0,0,2.28741e-11,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,0,0,-1.19554e-09,0,0,1.20068e-10,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0,0,-2.53982e-10,0,0,-2.88338e-11,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0,0,3.84855e-09,0,0,1.47757e-11,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,0,0,-7.07671e-10,0,0,-2.69011e-11,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,0,0,-2.61549e-09,0,0,1.88578e-11,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,0,0,3.45162e-10,0,0,-1.19051e-11,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,0,0,-2.7079e-10,0,0,-1.73745e-11,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,0,0,8.68351e-10,0,0,-8.43503e-12,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,0,0,4.30913e-09,0,0,-1.68143e-11,32.0|292,462
