id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,0,0.0173883,0,0,0,-4.73047e-06,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0,-0.00127048,0,0,0,-8.3093e-06,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0,-0.0254354,0,0,0,1.52507e-06,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-0.0274719,0,0,0,5.14481e-06,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.0210441,0,0,0,-9.72059e-06,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0,-0.0156499,0,0,0,-8.24164e-06,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0,-0.0812329,0,0,0,9.13706e-07,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0,-0.0677827,0,0,0,3.34424e-06,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,0,-0.043649,0,0,0,-8.94938e-06,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,0,0.035108,0,0,0,-7.65555e-06,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,-0.0118974,0,0,0,-3.45661e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,-0.0184109,0,0,0,-1.4778e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,-0.0234188,0,0,0,4.50585e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,-0.020973,0,0,0,3.16609e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,0.00833883,0,0,0,-1.66167e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,0.0352531,0,0,0,-4.12968e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,0.0636768,0,0,0,-2.25227e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,0.00122532,0,0,0,4.24241e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.0650179,0,0,0,-4.81141e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,-0.0232746,0,0,0,-3.85823e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,0.0845573,0,0,0,-4.1128e-08,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,-0.0243544,0,0,0,-4.12377e-08,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0,-0.0360498,0,0,0,2.79573e-07,69.0|274,411
