id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.266951,1.54062,0.618856,0.0423401,-1.59457e-06,0.266951,1.54062,0.598965,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.266951,1.54062,0.344201,0.0423401,-1.59457e-06,0.266951,1.54062,0.336734,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.266951,1.54062,0.685055,0.0423401,-1.59457e-06,0.266951,1.54062,0.656757,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.266951,1.54062,0.735038,0.0423401,-1.59457e-06,0.266951,1.54062,0.706,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.266951,1.54062,0.451626,0.0423401,-1.59457e-06,0.266951,1.54062,0.462133,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.266951,1.54062,0.439401,0.0423401,-1.59457e-06,0.266951,1.54062,0.429922,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.266951,1.54062,0.602983,0.0423401,-1.59457e-06,0.266951,1.54062,0.600323,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.266951,1.54062,0.701233,0.0423401,-1.59457e-06,0.266951,1.54062,0.69137,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.266951,1.54062,0.392367,0.0423401,-1.59457e-06,0.266951,1.54062,0.387728,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.266951,1.54062,0.46375,0.0423401,-1.59457e-06,0.266951,1.54062,0.465196,0.0420867,-1.73394e-06,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.3472,1.52049,18.1617,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.3472,1.52049,66.3713,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.3472,1.52049,36.4042,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.3472,1.52049,79.5301,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.3472,1.52049,17.055,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.3472,1.52049,46.4068,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.3472,1.52049,94.919,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.3472,1.52049,60.9645,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.3472,1.52049,115.937,0.0423401,-1.59457e-06,1.3472,1.52049,0.999999,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.3472,1.52049,46.8854,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.3472,1.52049,68.3034,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.3472,1.52049,17.1001,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.3472,1.52049,23.3984,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.3472,1.52049,66.955,0.0423401,-1.59457e-06,1.3472,1.52049,1,0.0420867,-1.73394e-06,False,69.0|274,411
