rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-4.77339e-08,1.30306,-0.696497,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,-1.02425e-08,0.624971,-2.40871,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-4.30818e-08,1.16881,-1.08933,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-2.77919e-08,0.458219,-2.03835,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-1.25596e-07,2.37945,0.117072,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,7.69588e-08,2.09955,-0.935413,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,3.3839e-08,2.20212,-0.308035,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,1.5377e-07,0.403525,-1.55936,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,3.04328e-08,0.942526,-1.20232,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,1.23928e-07,1.39086,-0.653838,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,1.14051e-07,-1.25883,-0.118391,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,2.62888e-08,-0.686543,0.871767,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,4.8986e-08,2.74138,0.986647,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.40726e-08,-1.32914,-0.771269,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-8.62236e-08,-0.98849,2.42893,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-2.06419e-08,0.848909,1.40136,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-3.55511e-08,1.97567,-0.112015,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,1.5899e-08,1.55203,-0.464813,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,3.48605e-08,-0.47347,-2.29317,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,2.56194e-09,0.016749,-0.729537,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,7.0338e-08,-1.78908,-2.22939,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-9.23819e-08,1.81855,-0.802884,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-1.81735e-07,1.64083,-0.516561,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-1.09345e-07,0.995961,0.287725,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-2.69294e-08,-0.529361,1.39847,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,1.09083e-08,-1.50972,-3.23057,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,6.98172e-08,0.644777,0.87932,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,-5.33917e-08,2.08412,3.60241,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,-5.43304e-08,0.266935,2.17137,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,-2.69073e-09,0.5021,2.71155,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,-1.34226e-07,1.7012,-2.46489,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,3.62618e-08,2.48703,-2.07344,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,-4.06958e-08,0.281351,5.14714,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-7.6637e-08,0.247594,2.53527,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,2.99872e-08,1.69684,-3.7803,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-5.40953e-08,5.62798,-2.30414,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-6.96909e-08,6.33498,-0.39515,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,0,8.96221e-08,1.91338,-2.44108,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,0,-6.53859e-09,0.193962,1.27942,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,0,-1.23866e-08,-0.18658,7.20983,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,0,4.18394e-08,-0.26328,2.84787,0,0,False,69.0|71,783
