id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,0.000517407,0,0,0,0,0,-8.71098e-06,0,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,0.000104348,0,0,0,0,0,4.46603e-05,0,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,0.000280628,0,0,0,0,0,-3.86997e-05,0,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,0.000275908,0,0,0,0,0,-5.90997e-05,0,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,0.00037395,0,0,0,0,0,2.91493e-05,0,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,0.000315913,0,0,0,0,0,3.48083e-05,0,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,-7.08884e-06,0,0,0,0,0,-1.88011e-05,0,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,-0.000336032,0,0,0,0,0,-5.10644e-05,0,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,-5.12847e-05,0,0,0,0,0,2.41832e-05,0,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,-0.000344123,0,0,0,0,0,2.50767e-05,0,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,6.92162e-05,0,0,0,0,0,4.85566e-07,0,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,-4.80118e-05,0,0,0,0,0,-4.69415e-07,0,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,0.000267624,0,0,0,0,0,-1.74706e-07,0,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,0.000312947,0,0,0,0,0,-1.88078e-07,0,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,-9.78238e-05,0,0,0,0,0,-3.10086e-08,0,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,0.000100713,0,0,0,0,0,4.4931e-07,0,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,0,2.13374e-05,0,0,0,0,0,-9.44694e-08,0,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,0,8.21813e-05,0,0,0,0,0,-3.45162e-07,0,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,0,-0.000149817,0,0,0,0,0,1.94829e-07,0,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,0,0.000141269,0,0,0,0,0,-3.84114e-07,0,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,0,0.000315315,0,0,0,0,0,2.08998e-07,0,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,0,0.000164631,0,0,0,0,0,3.11809e-07,0,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,0,0.000176208,0,0,0,0,0,6.2961e-08,0,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,0,3.04025e-05,0,0,0,0,0,1.0227e-07,0,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,0,-1.78465e-05,0,0,0,0,0,1.35962e-07,0,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,0,-3.72067e-05,0,0,0,0,0,4.82451e-07,0,0,0,False,69.0|274,411
14|783|sample|3|71,0,0,-0.000915571,0,0,0,0,0,-0.000659656,0,0,0,True,6.0|71,783
14|783|sample|4|71,0,0,-0.00085155,0,0,0,0,0,-0.000581289,0,0,0,True,6.0|71,783
14|783|sample|5|71,0,0,3.75283e-05,0,0,0,0,0,-5.37243e-05,0,0,0,True,6.0|71,783
14|783|sample|6|71,0,0,7.92607e-05,0,0,0,0,0,-4.0465e-06,0,0,0,True,6.0|71,783
14|783|sample|7|71,0,0,0.00013664,0,0,0,0,0,0.00018911,0,0,0,True,6.0|71,783
14|783|sample|8|71,0,0,0.000151938,0,0,0,0,0,0.000183624,0,0,0,True,6.0|71,783
14|783|sample|10|71,0,0,-0.00104948,0,0,0,0,0,-0.000597937,0,0,0,True,6.0|71,783
14|783|sample|9|71,0,0,-0.000753484,0,0,0,0,0,-0.000671118,0,0,0,True,6.0|71,783
14|783|sample|12|71,0,0,-1.35078e-05,0,0,0,0,0,0.000154828,0,0,0,True,6.0|71,783
14|783|sample|11|71,0,0,0.000187395,0,0,0,0,0,0.000164717,0,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,0,-3.00198e-06,0,0,0,0,0,-3.28265e-07,0,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,0,0.000238738,0,0,0,0,0,1.17506e-07,0,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,0,0.000288345,0,0,0,0,0,-1.24474e-07,0,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,0,5.99608e-05,0,0,0,0,0,1.40663e-07,0,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,0,-0.000305443,0,0,0,0,0,1.53867e-07,0,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,0,-0.00021689,0,0,0,0,0,1.32962e-07,0,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,0,-0.000118628,0,0,0,0,0,3.21976e-07,0,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,0,-9.46756e-05,0,0,0,0,0,-2.45593e-07,0,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,0,-1.97541e-05,0,0,0,0,0,3.22293e-07,0,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,0,-5.1083e-05,0,0,0,0,0,-1.57134e-07,0,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,0,5.13456e-05,0,0,0,0,0,2.27346e-07,0,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,0,0.000138856,0,0,0,0,0,-7.59068e-08,0,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,0,-0.000100079,0,0,0,0,0,-1.11796e-07,0,0,0,False,69.0|71,783
14|783|vc|6|2|71,0,0,0.000263046,0,0,0,0,0,-1.02573e-07,0,0,0,False,69.0|71,783
14|783|vc|7|2|71,0,0,0.000199488,0,0,0,0,0,-3.63492e-07,0,0,0,False,69.0|71,783
14|783|vc|8|2|71,0,0,3.02253e-05,0,0,0,0,0,-3.25072e-07,0,0,0,False,69.0|71,783
14|491|sample|10|99,0,0,-0.000316444,0,0,0,0,0,4.21354e-05,0,0,0,True,6.0|99,491
14|491|sample|9|99,0,0,-5.54211e-05,0,0,0,0,0,4.16477e-05,0,0,0,True,6.0|99,491
14|491|sample|12|99,0,0,-0.000220491,0,0,0,0,0,4.86789e-05,0,0,0,True,6.0|99,491
14|491|sample|11|99,0,0,-0.000145698,0,0,0,0,0,4.82709e-05,0,0,0,True,6.0|99,491
14|491|sample|4|99,0,0,-0.000179213,0,0,0,0,0,2.50582e-05,0,0,0,True,44.0|99,491
14|491|sample|3|99,0,0,-0.000117502,0,0,0,0,0,2.48338e-05,0,0,0,True,44.0|99,491
14|491|sample|6|99,0,0,9.57852e-05,0,0,0,0,0,-4.28712e-05,0,0,0,True,44.0|99,491
14|491|sample|5|99,0,0,0.000150995,0,0,0,0,0,-3.35785e-05,0,0,0,True,44.0|99,491
14|491|sample|7|99,0,0,-4.83494e-05,0,0,0,0,0,1.19133e-06,0,0,0,True,63.0|99,491
14|491|sample|8|99,0,0,0.000185105,0,0,0,0,0,1.16488e-06,0,0,0,True,63.0|99,491
14|491|cc|1|1|99,0,0,-1.99471e-05,0,0,0,0,0,-3.13371e-07,0,0,0,False,69.0|99,491
14|491|cc|2|1|99,0,0,-0.000112026,0,0,0,0,0,2.9375e-07,0,0,0,False,69.0|99,491
14|491|cc|3|1|99,0,0,0.000209887,0,0,0,0,0,-1.70714e-07,0,0,0,False,69.0|99,491
14|491|cc|4|1|99,0,0,-0.000118762,0,0,0,0,0,-3.08868e-07,0,0,0,False,69.0|99,491
14|491|cc|5|1|99,0,0,1.60957e-05,0,0,0,0,0,2.89343e-07,0,0,0,False,69.0|99,491
14|491|cc|6|1|99,0,0,-0.00028557,0,0,0,0,0,-1.57527e-07,0,0,0,False,69.0|99,491
