id,f_SAEM,h_SAEM,L_gap_SAEM,eta_alpha_SAEM,f_mode,h_mode,L_gap_mode,eta_alpha_mode,mab_virus,run_id
411|4,0.517494,1.45537,-562.675,2.77131e-09,0.517016,1.46131,-547.437,2.723e-09,70.0|274,411
411|3,0.296097,1.45537,-562.675,2.77131e-09,0.29634,1.46131,-547.437,2.723e-09,70.0|274,411
411|5,0.582928,1.45537,-562.675,2.77131e-09,0.581982,1.46131,-547.437,2.723e-09,70.0|274,411
411|6,0.619988,1.45537,-562.675,2.77131e-09,0.618745,1.46131,-547.437,2.723e-09,70.0|274,411
411|8,0.406695,1.45537,-562.675,2.77131e-09,0.399944,1.46131,-547.437,2.723e-09,70.0|274,411
411|7,0.371906,1.45537,-562.675,2.77131e-09,0.373641,1.46131,-547.437,2.723e-09,70.0|274,411
411|9,0.542204,1.45537,-562.675,2.77131e-09,0.5298,1.46131,-547.437,2.723e-09,70.0|274,411
411|10,0.622887,1.45537,-562.675,2.77131e-09,0.617835,1.46131,-547.437,2.723e-09,70.0|274,411
411|12,0.363745,1.45537,-562.675,2.77131e-09,0.358285,1.46131,-547.437,2.723e-09,70.0|274,411
411|11,0.417217,1.45537,-562.675,2.77131e-09,0.410616,1.46131,-547.437,2.723e-09,70.0|274,411
411|1,0.554976,2.06581,-562.693,2.77131e-09,0.457241,2.07473,-547.453,2.723e-09,69.0|274,411
411|2,0.535113,2.06581,-562.693,2.77131e-09,0.457242,2.07473,-547.453,2.723e-09,69.0|274,411
152|8,0.186945,1.14308,-562.72,-0.00154761,0.185491,1.14171,-547.481,-0.00155039,65.0|322,152
152|7,0.207212,1.14308,-562.72,-0.00154761,0.206529,1.14171,-547.481,-0.00155039,65.0|322,152
152|6,0.207585,1.14308,-562.72,-0.00154761,0.201553,1.14171,-547.481,-0.00155039,65.0|322,152
152|5,0.184824,1.14308,-562.72,-0.00154761,0.180543,1.14171,-547.481,-0.00155039,65.0|322,152
152|12,0.0561895,1.10358,-550.455,-0.00154761,0.0562803,1.10261,-535.146,-0.00155039,28.0|322,152
152|11,0.0674431,1.10358,-550.455,-0.00154761,0.0664386,1.10261,-535.146,-0.00155039,28.0|322,152
152|10,0.0659853,1.10358,-550.455,-0.00154761,0.0654135,1.10261,-535.146,-0.00155039,28.0|322,152
152|9,0.0770577,1.10358,-550.455,-0.00154761,0.0772995,1.10261,-535.146,-0.00155039,28.0|322,152
152|3,0.139031,1.08833,-561.932,-0.00154761,0.134307,1.08276,-546.65,-0.00155039,22.0|322,152
152|4,0.150635,1.08833,-561.932,-0.00154761,0.148897,1.08276,-546.65,-0.00155039,22.0|322,152
152|1,0.15776,2.39358,-562.691,-0.00154761,0.119769,2.37275,-547.452,-0.00155039,69.0|322,152
152|2,0.138631,2.39358,-562.691,-0.00154761,0.119769,2.37275,-547.452,-0.00155039,69.0|322,152
1056|8,0.144336,1.8564,-562.864,1.36939e-10,0.14574,1.85878,-547.624,1.32812e-10,65.0|276,1056
1056|7,0.142373,1.8564,-562.864,1.36939e-10,0.142156,1.85878,-547.624,1.32812e-10,65.0|276,1056
1056|6,0.145882,1.8564,-562.864,1.36939e-10,0.144247,1.85878,-547.624,1.32812e-10,65.0|276,1056
1056|5,0.141194,1.8564,-562.864,1.36939e-10,0.136923,1.85878,-547.624,1.32812e-10,65.0|276,1056
1056|12,0.0357194,1.78215,-562.625,1.36939e-10,0.0349589,1.78019,-547.39,1.32812e-10,28.0|276,1056
1056|11,0.043347,1.78215,-562.625,1.36939e-10,0.0418441,1.78019,-547.39,1.32812e-10,28.0|276,1056
1056|10,0.0634544,1.78215,-562.625,1.36939e-10,0.0627955,1.78019,-547.39,1.32812e-10,28.0|276,1056
1056|9,0.0697276,1.78215,-562.625,1.36939e-10,0.067916,1.78019,-547.39,1.32812e-10,28.0|276,1056
1056|4,0.119196,1.78131,-563.756,1.36939e-10,0.117876,1.77932,-548.564,1.32812e-10,22.0|276,1056
