rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,603.43,0.712894,0.0820156,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|2|1|162,573.478,0.712894,0.0820152,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|3|1|162,585.794,0.712894,0.0820157,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|4|1|162,608.571,0.712894,0.082017,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|5|1|162,606.644,0.712894,0.0820155,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|6|1|162,595.316,0.712894,0.0820147,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|7|1|162,582.585,0.712894,0.082016,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|cc|8|1|162,611.71,0.712894,0.0820135,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|sample|10|162,602.035,0.712919,0.0334935,17.3963,0.386302,2.4275,True,32.0|162,84
1,8|84|sample|11|162,589.122,0.712919,0.0259322,17.0685,0.386302,2.4275,True,22.0|162,84
1,8|84|sample|12|162,620.001,0.712919,0.0259325,17.0685,0.386302,2.4275,True,22.0|162,84
1,8|84|sample|3|162,597.964,0.712919,0.00342095,17.0688,0.386302,2.4275,True,55.0|162,84
1,8|84|sample|4|162,612.99,0.712919,0.00342091,17.0688,0.386302,2.4275,True,55.0|162,84
1,8|84|sample|5|162,631.342,0.712919,0.00342095,17.0688,0.386302,2.4275,True,55.0|162,84
1,8|84|sample|6|162,619.673,0.712919,0.00342103,17.0688,0.386302,2.4275,True,55.0|162,84
1,8|84|sample|7|162,611.652,0.712919,0.0334937,17.3963,0.386302,2.4275,True,32.0|162,84
1,8|84|sample|8|162,625.422,0.712919,0.0334938,17.3963,0.386302,2.4275,True,32.0|162,84
1,8|84|sample|9|162,620.131,0.712919,0.0334942,17.3963,0.386302,2.4275,True,32.0|162,84
1,8|84|vc|1|2|162,635.386,0.712894,0.0820171,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|2|2|162,594.953,0.712894,0.0820154,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|3|2|162,587.512,0.712894,0.0820161,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|4|2|162,622.358,0.712894,0.0820169,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|5|2|162,597.009,0.712894,0.0820147,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|6|2|162,586.234,0.712894,0.0820148,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|7|2|162,609.203,0.712894,0.0820168,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|84|vc|8|2|162,588.931,0.712894,0.0820155,17.0684,0.386302,2.4275,False,69.0|162,84
1,8|719|cc|1|1|274,604.398,0.712894,0.0421994,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|2|1|274,617.516,0.712894,0.0422002,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|3|1|274,627.236,0.712894,0.0422003,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|4|1|274,598.279,0.712894,0.0422006,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|5|1|274,614.018,0.712894,0.0422022,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|6|1|274,605.629,0.712894,0.0422018,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|7|1|274,590.556,0.712894,0.0421996,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|cc|8|1|274,593.193,0.712894,0.0422011,17.0677,-0.368768,2.42745,False,69.0|274,719
1,8|719|sample|10|274,607.503,0.712919,0.0914232,17.0686,-0.368768,2.42745,True,32.0|274,719
1,8|719|sample|11|274,629.201,0.712919,0.116577,17.0685,-0.368768,2.42745,True,22.0|274,719
1,8|719|sample|12|274,623.345,0.712919,0.11658,17.0685,-0.368768,2.42745,True,22.0|274,719
1,8|719|sample|3|274,625.865,0.712919,0.0114126,17.269,-0.368768,2.42745,True,55.0|274,719
1,8|719|sample|4|274,633.475,0.712919,0.0114127,17.269,-0.368768,2.42745,True,55.0|274,719
1,8|719|sample|5|274,612.202,0.712919,0.0114129,17.269,-0.368768,2.42745,True,55.0|274,719
1,8|719|sample|6|274,628.049,0.712919,0.0114128,17.269,-0.368768,2.42745,True,55.0|274,719
1,8|719|sample|7|274,625.256,0.712919,0.0914258,17.0686,-0.368768,2.42745,True,32.0|274,719
1,8|719|sample|8|274,634.021,0.712919,0.0914223,17.0686,-0.368768,2.42745,True,32.0|274,719
1,8|719|sample|9|274,613.753,0.712919,0.0914256,17.0686,-0.368768,2.42745,True,32.0|274,719
