id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,24.7506,0.695132,12.2684,-2.72901,24.7204,0.695119,12.2589,-2.68599,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,24.7506,0.695132,12.2684,-2.61836,24.7204,0.695119,12.2589,-2.68612,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,24.7506,0.695132,12.2684,-2.72249,24.7204,0.695119,12.2589,-2.68599,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,24.7506,0.695132,12.2684,-2.73186,24.7204,0.695119,12.2589,-2.68587,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,24.7506,0.695132,12.2684,-2.71052,24.7204,0.695119,12.2589,-2.68617,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,24.7506,0.695132,12.2684,-2.6586,24.7204,0.695119,12.2589,-2.68613,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,24.7506,0.695132,12.2684,-2.78449,24.7204,0.695119,12.2589,-2.68599,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,24.7506,0.695132,12.2684,-2.70077,24.7204,0.695119,12.2589,-2.68595,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,24.7506,0.695132,12.2684,-2.67526,24.7204,0.695119,12.2589,-2.68615,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,24.7506,0.695132,12.2684,-2.71265,24.7204,0.695119,12.2589,-2.68607,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.72655,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.71323,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.73424,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.68889,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.73657,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.67807,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.65948,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,24.7506,0.695132,16.5,-2.81233,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.68957,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.6942,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.72941,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.78663,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.68709,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.73966,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.65155,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,24.7506,0.695132,16.5,-2.74953,24.7204,0.695119,16.4893,-2.68604,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.462719,0.804472,1.81818,-2.30711,0.463678,0.804033,1.82031,-2.27832,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.462719,0.804472,1.81818,-2.24555,0.463678,0.804033,1.82031,-2.27818,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.462719,0.804472,1.81818,-2.29981,0.463678,0.804033,1.82031,-2.27801,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.462719,0.804472,1.81818,-2.35045,0.463678,0.804033,1.82031,-2.27808,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.462719,0.633955,3.0291,-2.26399,0.463678,0.633765,3.03179,-2.27829,28.0|322,152
