id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-0.230043,0.159649,0,-0.250084,-0.00970382,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0.251527,0.310468,0,0.251709,-0.00164546,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-0.38612,1.16675,0,-0.397703,-0.000973489,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-0.435674,0.379002,0,-0.441636,4.61611e-05,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-0.00320768,0.302613,0,-0.0447247,-0.012621,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0.0414094,0.175005,0,0.0327218,-0.00815115,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-0.338818,-0.217287,0,-0.313048,-0.000217617,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-0.439364,0.0633471,0,-0.442253,-0.000697613,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0.0209808,-0.665326,0,0.0104123,-0.00876485,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-0.0886394,0.413573,0,-0.0864333,-0.0084705,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-0.232286,0.0478522,0,-3.18353e-08,3.07547e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0.170213,0.257632,0,-3.35592e-08,3.62117e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-0.0454951,0.0217948,0,-1.21411e-07,-4.46623e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-0.0126911,0.0522769,0,-1.43756e-07,1.2832e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0.061884,0.143173,0,-1.05207e-07,2.3472e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-0.0156016,-0.00818195,0,9.40902e-08,-4.68838e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0.0393406,0.40989,0,9.43333e-08,-2.65375e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0.00274229,-0.311859,0,-1.71836e-08,2.73625e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0.108593,-0.175207,0,1.88927e-09,-3.11053e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-0.0139003,-0.0381882,0,-6.0725e-08,2.55081e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0.0443797,-0.285581,0,-1.55683e-07,1.90666e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-0.0882157,-0.0305775,0,-1.27921e-07,1.83924e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0.00731944,0.131147,0,4.28842e-08,3.77037e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0.0706452,-0.079893,0,8.32956e-08,-1.1275e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-0.0151693,0.073431,0,-4.74895e-09,-2.38371e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,-0.0148185,0.055186,0,-1.38942e-08,2.55012e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,-0.363158,0.12109,0,-0.381617,-0.00966524,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,-0.401443,0.108126,0,-0.448162,-0.00739099,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,-0.450802,0.360291,0,-0.481154,-0.0012809,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,-0.405343,-0.506494,0,-0.424764,0.00174562,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,-0.435257,0.259899,0,-0.449058,-0.0107068,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,-0.447546,0.239084,0,-0.489232,-0.0127804,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,-0.467043,-0.982933,0,-0.480965,-0.00356072,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,-0.527757,-0.794479,0,-0.557207,-0.0083762,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,-0.598395,-0.249624,0,-0.635283,0.000468147,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,-0.663507,-1.11688,0,-0.662694,-0.00327129,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,-0.0242829,-0.0413188,0,-3.81906e-08,2.73582e-07,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0.0420066,-0.336848,0,5.03406e-08,2.77209e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0.00411843,0.174999,0,-2.0944e-07,-1.20575e-07,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,-0.00447437,-0.0633462,0,3.30011e-08,-3.02799e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,-0.0190736,0.0727114,0,2.89423e-09,3.47795e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,-0.027459,-0.0169569,0,5.36936e-08,-2.13194e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0.0454306,0.209705,0,-3.80544e-08,-2.3153e-07,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,-0.0315185,0.316097,0,-8.934e-08,8.06039e-08,69.0|322,152
