id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52969,769.639,1.5517,0.591621,0.278572,52969,769.639,1.5517,0.560628,0.286243,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52969,769.639,1.5517,0.331591,0.278572,52969,769.639,1.5517,0.319095,0.286243,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52969,769.639,1.5517,0.696976,0.278572,52969,769.639,1.5517,0.639759,0.286243,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52969,769.639,1.5517,0.808872,0.278572,52969,769.639,1.5517,0.701578,0.286243,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52969,769.639,1.5517,0.480094,0.278572,52969,769.639,1.5517,0.433532,0.286243,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52969,769.639,1.5517,0.427164,0.278572,52969,769.639,1.5517,0.403471,0.286243,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52969,769.639,1.5517,0.688016,0.278572,52969,769.639,1.5517,0.591238,0.286243,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52969,769.639,1.5517,0.730176,0.278572,52969,769.639,1.5517,0.674497,0.286243,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52969,769.639,1.5517,0.439588,0.278572,52969,769.639,1.5517,0.406552,0.286243,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52969,769.639,1.5517,0.475739,0.278572,52969,769.639,1.5517,0.450892,0.286243,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52969,766.878,-0.397621,9.13965,0.278572,52969,766.878,-0.397621,1.00002,0.286243,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52969,766.878,-0.397621,12.2342,0.278572,52969,766.878,-0.397621,0.999889,0.286243,False,69.0|274,411
