id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,8.66951e-09,-7.88908e-09,-5.19661,0,0,0,0,-2.77556e-15,-3.40083,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,6.99828e-10,-1.06415e-09,-5.49542,0,0,0,0,-5.38458e-15,-3.84658,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-1.47404e-09,6.83058e-11,2.23162,0,0,0,0,0,-2.19297,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-1.99286e-09,-4.64874e-10,2.60718,0,0,0,0,9.99201e-16,-1.51962,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,4.5007e-09,-1.36011e-09,-6.97063,0,0,0,0,-6.21725e-15,-3.87535,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,8.0152e-10,-2.22191e-09,-6.26594,0,0,0,0,4.996e-15,-3.76031,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,1.49928e-09,-1.06898e-09,2.58306,0,0,0,0,6.66134e-16,-1.89014,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-4.81445e-09,-2.08428e-09,3.14014,0,0,0,0,-7.77156e-16,-1.84557,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,1.25086e-10,5.01163e-09,-7.50242,0,0,0,0,-3.44169e-15,-4.58119,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-6.42725e-09,-2.3623e-09,-6.12914,0,0,0,0,1.66533e-15,-3.76458,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-7.52937e-09,4.93399e-09,0.507092,0,0,0,0,1.44329e-15,1.58784e-06,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,5.8802e-09,-2.3775e-10,1.02792,0,0,0,0,3.4639e-14,-1.00027e-05,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,6.52974e-09,-2.99281e-10,0.35219,0,0,0,0,-1.53211e-14,-1.03744e-05,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,8.58176e-09,3.44029e-10,-1.56123,0,0,0,0,4.9849e-14,-1.00709e-05,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,3.0708e-11,-1.34653e-09,-0.583785,0,0,0,0,-2.55351e-14,-2.06934e-05,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,5.81991e-09,3.23847e-10,1.7312,0,0,0,0,3.44169e-15,-3.34974e-06,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-5.14962e-09,5.03436e-09,-1.0991,0,0,0,0,3.4861e-14,1.34824e-06,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-3.49141e-09,-2.53992e-09,1.65507,0,0,0,0,1.16573e-14,2.82071e-06,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,5.97468e-09,1.31716e-09,0.0355071,0,0,0,0,-2.28706e-14,-1.49336e-05,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,6.63858e-10,-4.7096e-09,-0.234254,0,0,0,0,-1.22125e-14,7.24431e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,3.66173e-09,-1.95626e-09,-0.637973,0,0,0,0,-6.95e-14,-3.21761e-06,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,1.26062e-08,-2.53736e-09,0.620325,0,0,0,0,-3.55271e-15,-9.73172e-06,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-7.07409e-09,2.20785e-09,-0.176343,0,0,0,0,-1.53211e-14,-9.04803e-06,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,1.13916e-09,-1.8027e-09,-1.30237,0,0,0,0,-2.88658e-15,1.42058e-05,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,4.03481e-10,-1.13046e-09,-0.167416,0,0,0,0,5.9952e-15,-2.58952e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,1.31924e-09,-4.892e-09,-0.00798841,0,0,0,1.59162e-12,-2.4758e-13,-0.00810809,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,1.13158e-08,4.47114e-09,6.06722,0,0,0,0,5.66214e-15,1.41293,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,7.13883e-10,-6.64776e-10,4.89202,0,0,0,2.27374e-13,8.33777e-14,1.25682,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,1.10309e-08,-4.76895e-09,3.61377,0,0,0,0,-1.44329e-15,0.0937051,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,4.39549e-09,-4.10407e-10,4.03249,0,0,0,0,1.55431e-15,0.0142144,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,-1.84166e-09,-3.26012e-09,-3.64431,0,0,0,0,-1.66533e-15,-4.10074,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,-2.37965e-09,-1.69533e-10,-4.15664,0,0,0,0,-3.33067e-16,-3.97458,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,-7.13238e-10,-4.78496e-09,6.41604,0,0,0,0,-2.33147e-15,1.37645,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,3.18428e-09,-3.6698e-10,6.78891,0,0,0,0,-4.55191e-15,1.43192,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,2.01843e-09,1.44027e-09,-7.0165,0,0,0,0,-3.10862e-15,-5.32134,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,-4.2687e-09,5.79899e-10,-5.0522,0,0,0,0,1.43219e-14,-4.94479,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,6.73536e-10,4.3547e-09,-0.399694,0,0,0,0,2.4869e-14,9.67556e-06,0,0,False,69.0|71,783
