id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,5.44305,462.542,1.3186,1.95214,5604.67,11.497,5.43278,463.9,1.31909,1.93465,5604.47,11.4968,True,70.0|274,411
9|411|sample|3|274,5.44305,462.542,1.3186,3.33204,5604.67,11.497,5.43278,463.9,1.31909,3.38982,5604.47,11.4968,True,70.0|274,411
9|411|sample|5|274,5.44305,462.542,1.3186,1.76878,5604.67,11.497,5.43278,463.9,1.31909,1.75791,5604.47,11.4968,True,70.0|274,411
9|411|sample|6|274,5.44305,462.542,1.3186,1.70706,5604.67,11.497,5.43278,463.9,1.31909,1.69709,5604.47,11.4968,True,70.0|274,411
9|411|sample|8|274,5.44305,462.542,1.3186,2.4124,5604.67,11.497,5.43278,463.9,1.31909,2.51643,5604.47,11.4968,True,70.0|274,411
9|411|sample|7|274,5.44305,462.542,1.3186,2.68586,5604.67,11.497,5.43278,463.9,1.31909,2.67508,5604.47,11.4968,True,70.0|274,411
9|411|sample|9|274,5.44305,462.542,1.3186,1.93924,5604.67,11.497,5.43278,463.9,1.31909,1.94981,5604.47,11.4968,True,70.0|274,411
9|411|sample|10|274,5.44305,462.542,1.3186,1.68288,5604.67,11.497,5.43278,463.9,1.31909,1.66826,5604.47,11.4968,True,70.0|274,411
9|411|sample|12|274,5.44305,462.542,1.3186,2.62078,5604.67,11.497,5.43278,463.9,1.31909,2.70828,5604.47,11.4968,True,70.0|274,411
9|411|sample|11|274,5.44305,462.542,1.3186,2.6196,5604.67,11.497,5.43278,463.9,1.31909,2.54564,5604.47,11.4968,True,70.0|274,411
9|411|cc|1|1|274,5.44287,462.542,1.31849,0.0337599,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|2|1|274,5.44287,462.542,1.31849,0.0175228,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|3|1|274,5.44287,462.542,1.31849,0.0485119,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|4|1|274,5.44287,462.542,1.31849,0.0431529,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|5|1|274,5.44287,462.542,1.31849,0.0218192,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|6|1|274,5.44287,462.542,1.31849,0.0224788,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|7|1|274,5.44287,462.542,1.31849,0.0253335,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|cc|8|1|274,5.44287,462.542,1.31849,0.0741894,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|1|2|274,5.44287,462.542,1.31849,0.00988834,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|2|2|274,5.44287,462.542,1.31849,0.0419776,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|3|2|274,5.44287,462.542,1.31849,0.0386111,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|4|2|274,5.44287,462.542,1.31849,0.106648,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|5|2|274,5.44287,462.542,1.31849,0.044816,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|6|2|274,5.44287,462.542,1.31849,0.0159643,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|7|2|274,5.44287,462.542,1.31849,0.0364165,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
9|411|vc|8|2|274,5.44287,462.542,1.31849,0.0307152,5604.67,11.497,5.43259,463.9,1.31899,0.00183234,5604.47,11.4968,False,69.0|274,411
14|783|sample|3|71,5.44595,462.542,1.3186,0.0407417,5604.67,11.4972,5.43568,463.9,1.31909,0.0376349,5604.47,11.497,True,6.0|71,783
14|783|sample|4|71,5.44595,462.542,1.3186,0.0366166,5604.67,11.4972,5.43568,463.9,1.31909,0.0366583,5604.47,11.497,True,6.0|71,783
14|783|sample|5|71,5.44595,462.542,1.3186,0.0682665,5604.67,11.4972,5.43568,463.9,1.31909,0.0713932,5604.47,11.497,True,6.0|71,783
14|783|sample|6|71,5.44595,462.542,1.3186,0.0696472,5604.67,11.4972,5.43568,463.9,1.31909,0.0717626,5604.47,11.497,True,6.0|71,783
14|783|sample|7|71,5.44595,462.542,1.3186,18.0751,5604.67,11.4972,5.43568,463.9,1.31909,19.3117,5604.47,11.497,True,6.0|71,783
14|783|sample|8|71,5.44595,462.542,1.3186,17.1998,5604.67,11.4972,5.43568,463.9,1.31909,16.7507,5604.47,11.497,True,6.0|71,783
14|783|sample|10|71,5.44595,462.542,1.3186,0.0356803,5604.67,11.4972,5.43568,463.9,1.31909,0.0377934,5604.47,11.497,True,6.0|71,783
14|783|sample|9|71,5.44595,462.542,1.3186,0.0354218,5604.67,11.4972,5.43568,463.9,1.31909,0.0362651,5604.47,11.497,True,6.0|71,783
