id,importanceSampling
411|4,137.176808
411|3,133.020215
411|5,159.592323
411|6,159.247986
411|8,136.513656
411|7,135.285875
411|9,156.660937
411|10,158.833196
411|12,133.067334
411|11,134.781589
411|1,314.169936
411|2,147.957864
152|8,148.217304
152|7,148.095659
152|6,154.318142
152|5,122.078685
152|12,146.500059
152|11,142.856478
152|10,147.757421
152|9,150.593552
152|3,148.096566
152|4,148.891188
152|1,340.483009
152|2,119.943880
1056|8,146.149255
1056|7,148.119062
1056|6,150.617327
1056|5,151.658367
1056|12,145.608904
1056|11,145.209331
1056|10,152.281288
1056|9,154.351508
1056|4,148.757305
1056|3,145.808779
1056|1,310.288383
1056|2,163.483043
462|6,135.927997
462|5,137.070683
462|4,172.570176
462|3,171.179912
462|9,147.448750
462|10,122.290429
462|7,129.969712
462|8,157.860527
462|11,169.225623
462|12,145.431423
462|1,339.264191
462|2,161.605233
1159|8,162.606123
1159|7,164.853614
1159|5,166.444330
1159|6,165.264285
1159|11,147.567548
1159|12,149.972038
1159|9,161.350906
1159|10,164.726887
1159|4,154.377850
1159|3,153.950229
1159|1,339.340733
1159|2,158.432700
1197|7,141.726200
1197|8,140.355450
1197|6,146.321772
1197|5,145.256240
1197|12,138.916123
1197|10,152.432874
1197|9,152.190979
1197|3,138.187394
1197|4,139.518911
1197|11,140.796227
1197|1,308.674809
1197|2,159.286022
