id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,5.61235,451.9,1.32476,1.92141,7273.54,11.721,5.58125,452.93,1.32533,1.9169,7293.76,11.7183,True,70.0|274,411
9|411|sample|3|274,5.61235,451.9,1.32476,3.35694,7273.54,11.721,5.58125,452.93,1.32533,3.33437,7293.76,11.7183,True,70.0|274,411
9|411|sample|5|274,5.61235,451.9,1.32476,1.70282,7273.54,11.721,5.58125,452.93,1.32533,1.74409,7293.76,11.7183,True,70.0|274,411
9|411|sample|6|274,5.61235,451.9,1.32476,1.64311,7273.54,11.721,5.58125,452.93,1.32533,1.68275,7293.76,11.7183,True,70.0|274,411
9|411|sample|8|274,5.61235,451.9,1.32476,2.50515,7273.54,11.721,5.58125,452.93,1.32533,2.4845,7293.76,11.7183,True,70.0|274,411
9|411|sample|7|274,5.61235,451.9,1.32476,2.60978,7273.54,11.721,5.58125,452.93,1.32533,2.63963,7293.76,11.7183,True,70.0|274,411
9|411|sample|9|274,5.61235,451.9,1.32476,1.86791,7273.54,11.721,5.58125,452.93,1.32533,1.93119,7293.76,11.7183,True,70.0|274,411
9|411|sample|10|274,5.61235,451.9,1.32476,1.6797,7273.54,11.721,5.58125,452.93,1.32533,1.65633,7293.76,11.7183,True,70.0|274,411
9|411|sample|12|274,5.61235,451.9,1.32476,2.63431,7273.54,11.721,5.58125,452.93,1.32533,2.65396,7293.76,11.7183,True,70.0|274,411
9|411|sample|11|274,5.61235,451.9,1.32476,2.46241,7273.54,11.721,5.58125,452.93,1.32533,2.51151,7293.76,11.7183,True,70.0|274,411
9|411|cc|1|1|274,5.61245,451.9,1.32476,144.801,7273.54,11.721,5.58134,452.93,1.32533,87.3991,7293.76,11.7183,False,69.0|274,411
9|411|cc|2|1|274,5.61245,451.9,1.32476,135.582,7273.54,11.721,5.58134,452.93,1.32533,87.399,7293.76,11.7183,False,69.0|274,411
9|411|cc|3|1|274,5.61245,451.9,1.32476,160.61,7273.54,11.721,5.58134,452.93,1.32533,87.399,7293.76,11.7183,False,69.0|274,411
