id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,0,-0.122128,0,0,0,0,0,-0.127604,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,0,0.430859,0,0,0,0,0,0.425971,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,0,-0.243179,0,0,0,0,0,-0.222079,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,0,-0.28166,0,0,0,0,0,-0.257883,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,0,0.141089,0,0,0,0,0,0.131761,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,0,0.18189,0,0,0,0,0,0.192326,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,0,-0.152689,0,0,0,0,0,-0.120178,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,0,-0.261396,0,0,0,0,0,-0.273708,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,0,0.191443,0,0,0,0,0,0.197742,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,0,0.125739,0,0,0,0,0,0.142573,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,0,0.0716716,0,0,0,0,0,3.99839e-07,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,0,-0.00118986,0,0,0,0,0,-3.69134e-07,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,0,0.112228,0,0,0,0,0,1.1153e-08,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,0,0.0777876,0,0,0,0,0,4.23017e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,0,0.0959789,0,0,0,0,0,1.15964e-07,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,0,-0.130304,0,0,0,0,0,3.36779e-07,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,0,0,0.155588,0,0,0,0,0,1.88882e-07,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,0,0,0.0417326,0,0,0,0,0,2.66395e-07,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,0,0,-0.0449696,0,0,0,0,0,2.48059e-07,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,0,0,-0.0172109,0,0,0,0,0,-5.88979e-08,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,0,0,-0.0652186,0,0,0,0,0,-3.06061e-07,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,0,0,-0.092039,0,0,0,0,0,3.23346e-07,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,0,0,-0.0159319,0,0,0,0,0,-3.45182e-07,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,0,0,0.0395979,0,0,0,0,0,1.23119e-07,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,0,0,0.0159641,0,0,0,0,0,-3.28791e-07,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,0,0,-0.0665476,0,0,0,0,0,1.2448e-07,0,0,False,69.0|274,411
14|783|sample|3|71,0,0,0,-3.90804,0,0,0,0,0,-3.90521,0,0,True,6.0|71,783
14|783|sample|4|71,0,0,0,-4.00068,0,0,0,0,0,-3.92656,0,0,True,6.0|71,783
14|783|sample|5|71,0,0,0,-3.33688,0,0,0,0,0,-3.28092,0,0,True,6.0|71,783
14|783|sample|6|71,0,0,0,-3.26786,0,0,0,0,0,-3.27799,0,0,True,6.0|71,783
14|783|sample|7|71,0,0,0,1.97545,0,0,0,0,0,2.12399,0,0,True,6.0|71,783
14|783|sample|8|71,0,0,0,1.95812,0,0,0,0,0,1.98345,0,0,True,6.0|71,783
14|783|sample|10|71,0,0,0,-3.90028,0,0,0,0,0,-3.90037,0,0,True,6.0|71,783
14|783|sample|9|71,0,0,0,-3.91345,0,0,0,0,0,-3.94064,0,0,True,6.0|71,783
14|783|sample|12|71,0,0,0,3.27935,0,0,0,0,0,3.27709,0,0,True,6.0|71,783
14|783|sample|11|71,0,0,0,3.22887,0,0,0,0,0,3.23481,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,0,0,-0.00382305,0,0,0,0,0,-4.87049e-08,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,0,0,0.0372207,0,0,0,0,0,-2.57813e-08,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,0,0,0.119244,0,0,0,0,0,-2.55631e-07,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,0,0,0.0312375,0,0,0,0,0,-2.68126e-07,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,0,0,0.0232611,0,0,0,0,0,-2.04542e-07,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,0,0,-0.110917,0,0,0,0,0,2.26171e-08,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,0,0,-0.0429204,0,0,0,0,0,-2.24636e-07,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,0,0,0.0190733,0,0,0,0,0,1.25862e-08,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,0,0,-0.0330439,0,0,0,0,0,1.69281e-07,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,0,0,-0.109149,0,0,0,0,0,2.616e-07,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,0,0,0.0534856,0,0,0,0,0,-2.14524e-07,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,0,0,-0.0276746,0,0,0,0,0,-7.94711e-09,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,0,0,0.0579254,0,0,0,0,0,1.2782e-07,0,0,False,69.0|71,783
14|783|vc|6|2|71,0,0,0,0.0749349,0,0,0,0,0,-1.50218e-07,0,0,False,69.0|71,783
14|783|vc|7|2|71,0,0,0,-0.104336,0,0,0,0,0,-4.95782e-08,0,0,False,69.0|71,783
14|783|vc|8|2|71,0,0,0,-0.0737994,0,0,0,0,0,2.91777e-07,0,0,False,69.0|71,783
14|491|sample|10|99,0,0,0,2.10599,0,0,0,0,0,2.11737,0,0,True,6.0|99,491
14|491|sample|9|99,0,0,0,2.08137,0,0,0,0,0,2.08032,0,0,True,6.0|99,491
14|491|sample|12|99,0,0,0,0.468188,0,0,0,0,0,0.537998,0,0,True,6.0|99,491
14|491|sample|11|99,0,0,0,0.409247,0,0,0,0,0,0.457669,0,0,True,6.0|99,491
14|491|sample|4|99,0,0,0,0.261977,0,0,0,0,0,0.321956,0,0,True,44.0|99,491
14|491|sample|3|99,0,0,0,0.188104,0,0,0,0,0,0.207715,0,0,True,44.0|99,491
14|491|sample|6|99,0,0,0,-0.230511,0,0,0,0,0,-0.199543,0,0,True,44.0|99,491
14|491|sample|5|99,0,0,0,-0.143981,0,0,0,0,0,-0.0946692,0,0,True,44.0|99,491
14|491|sample|7|99,0,0,0,0.0578638,0,0,0,0,0,0.0733245,0,0,True,63.0|99,491
14|491|sample|8|99,0,0,0,-0.0111196,0,0,0,0,0,-0.00174216,0,0,True,63.0|99,491
14|491|cc|1|1|99,0,0,0,-0.0887744,0,0,0,0,0,2.40427e-07,0,0,False,69.0|99,491
14|491|cc|2|1|99,0,0,0,-0.0368961,0,0,0,0,0,-2.27944e-07,0,0,False,69.0|99,491
14|491|cc|3|1|99,0,0,0,0.205063,0,0,0,0,0,-3.24145e-07,0,0,False,69.0|99,491
14|491|cc|4|1|99,0,0,0,-0.00885014,0,0,0,0,0,1.77507e-07,0,0,False,69.0|99,491
14|491|cc|5|1|99,0,0,0,0.131798,0,0,0,0,0,-2.49293e-08,0,0,False,69.0|99,491
14|491|cc|6|1|99,0,0,0,-0.115279,0,0,0,0,0,-1.59054e-07,0,0,False,69.0|99,491
14|491|cc|7|1|99,0,0,0,0.00231887,0,0,0,0,0,2.37539e-07,0,0,False,69.0|99,491
14|491|cc|8|1|99,0,0,0,-0.0751885,0,0,0,0,0,1.6754e-07,0,0,False,69.0|99,491
14|491|vc|1|2|99,0,0,0,-0.0122358,0,0,0,0,0,-2.9281e-08,0,0,False,69.0|99,491
14|491|vc|2|2|99,0,0,0,0.0167365,0,0,0,0,0,2.87133e-07,0,0,False,69.0|99,491
14|491|vc|3|2|99,0,0,0,-0.0629642,0,0,0,0,0,3.70091e-07,0,0,False,69.0|99,491
14|491|vc|4|2|99,0,0,0,-0.0933406,0,0,0,0,0,1.49944e-07,0,0,False,69.0|99,491
14|491|vc|5|2|99,0,0,0,-0.01706,0,0,0,0,0,-2.23307e-07,0,0,False,69.0|99,491
14|491|vc|6|2|99,0,0,0,-0.107807,0,0,0,0,0,2.71152e-07,0,0,False,69.0|99,491
14|491|vc|7|2|99,0,0,0,-0.0504144,0,0,0,0,0,-1.98442e-07,0,0,False,69.0|99,491
14|491|vc|8|2|99,0,0,0,-0.195965,0,0,0,0,0,-2.04675e-08,0,0,False,69.0|99,491
14|433|sample|4|99,0,0,0,0.827797,0,0,0,0,0,0.819472,0,0,True,6.0|99,433
14|433|sample|3|99,0,0,0,0.822236,0,0,0,0,0,0.824522,0,0,True,6.0|99,433
14|433|sample|6|99,0,0,0,-2.71474,0,0,0,0,0,-2.69693,0,0,True,6.0|99,433
14|433|sample|5|99,0,0,0,-2.60914,0,0,0,0,0,-2.62209,0,0,True,6.0|99,433
14|433|sample|8|99,0,0,0,1.62926,0,0,0,0,0,1.71742,0,0,True,6.0|99,433
14|433|sample|7|99,0,0,0,1.73002,0,0,0,0,0,1.70495,0,0,True,6.0|99,433
14|433|sample|10|99,0,0,0,-0.548814,0,0,0,0,0,-0.530554,0,0,True,6.0|99,433
14|433|sample|9|99,0,0,0,-0.486968,0,0,0,0,0,-0.459888,0,0,True,6.0|99,433
14|433|sample|11|99,0,0,0,-1.92723,0,0,0,0,0,-1.90079,0,0,True,6.0|99,433
14|433|sample|12|99,0,0,0,-2.00364,0,0,0,0,0,-1.99424,0,0,True,6.0|99,433
14|433|cc|1|1|99,0,0,0,0.0394552,0,0,0,0,0,-8.83769e-08,0,0,False,69.0|99,433
14|433|cc|2|1|99,0,0,0,0.171373,0,0,0,0,0,-1.12569e-07,0,0,False,69.0|99,433
14|433|cc|3|1|99,0,0,0,-0.0436557,0,0,0,0,0,-3.1351e-07,0,0,False,69.0|99,433
14|433|cc|4|1|99,0,0,0,0.0309489,0,0,0,0,0,1.24356e-07,0,0,False,69.0|99,433
14|433|cc|5|1|99,0,0,0,0.0456282,0,0,0,0,0,9.54352e-08,0,0,False,69.0|99,433
14|433|cc|6|1|99,0,0,0,-0.0132475,0,0,0,0,0,3.38531e-07,0,0,False,69.0|99,433
14|433|cc|7|1|99,0,0,0,-0.00505459,0,0,0,0,0,2.42377e-07,0,0,False,69.0|99,433
14|433|cc|8|1|99,0,0,0,0.0124218,0,0,0,0,0,2.96002e-07,0,0,False,69.0|99,433
14|433|vc|1|2|99,0,0,0,0.0781962,0,0,0,0,0,2.49964e-07,0,0,False,69.0|99,433
14|433|vc|2|2|99,0,0,0,-0.0605077,0,0,0,0,0,9.30961e-08,0,0,False,69.0|99,433
14|433|vc|3|2|99,0,0,0,0.0646077,0,0,0,0,0,-2.91268e-07,0,0,False,69.0|99,433
14|433|vc|4|2|99,0,0,0,-0.0227862,0,0,0,0,0,-2.36671e-07,0,0,False,69.0|99,433
14|433|vc|5|2|99,0,0,0,-0.0522737,0,0,0,0,0,-6.02852e-08,0,0,False,69.0|99,433
14|433|vc|6|2|99,0,0,0,-0.0787043,0,0,0,0,0,-6.06687e-08,0,0,False,69.0|99,433
14|433|vc|7|2|99,0,0,0,0.0173465,0,0,0,0,0,-3.80157e-07,0,0,False,69.0|99,433
14|433|vc|8|2|99,0,0,0,-0.077554,0,0,0,0,0,3.55538e-07,0,0,False,69.0|99,433
14|297|sample|3|71,0,0,0,-0.011645,0,0,0,0,0,-0.044256,0,0,True,6.0|71,297
14|297|sample|4|71,0,0,0,-0.130985,0,0,0,0,0,-0.129864,0,0,True,6.0|71,297
14|297|sample|5|71,0,0,0,3.05022,0,0,0,0,0,3.05394,0,0,True,6.0|71,297
14|297|sample|6|71,0,0,0,2.93023,0,0,0,0,0,2.97745,0,0,True,6.0|71,297
14|297|sample|8|71,0,0,0,2.08396,0,0,0,0,0,2.01574,0,0,True,6.0|71,297
14|297|sample|7|71,0,0,0,2.04592,0,0,0,0,0,2.11176,0,0,True,6.0|71,297
14|297|sample|9|71,0,0,0,2.59393,0,0,0,0,0,2.66757,0,0,True,6.0|71,297
14|297|sample|10|71,0,0,0,2.7876,0,0,0,0,0,2.7859,0,0,True,6.0|71,297
14|297|sample|12|71,0,0,0,-1.47213,0,0,0,0,0,-1.43125,0,0,True,6.0|71,297
14|297|sample|11|71,0,0,0,-1.44529,0,0,0,0,0,-1.5175,0,0,True,6.0|71,297
14|297|cc|1|1|71,0,0,0,0.0598001,0,0,0,0,0,-6.14393e-08,0,0,False,69.0|71,297
14|297|cc|2|1|71,0,0,0,0.109269,0,0,0,0,0,1.67132e-07,0,0,False,69.0|71,297
14|297|cc|3|1|71,0,0,0,0.105786,0,0,0,0,0,-2.10759e-07,0,0,False,69.0|71,297
14|297|cc|4|1|71,0,0,0,-0.130893,0,0,0,0,0,-1.53022e-07,0,0,False,69.0|71,297
14|297|cc|5|1|71,0,0,0,-0.06988,0,0,0,0,0,3.7503e-08,0,0,False,69.0|71,297
14|297|cc|6|1|71,0,0,0,0.0422251,0,0,0,0,0,2.8455e-07,0,0,False,69.0|71,297
14|297|cc|7|1|71,0,0,0,-0.00423194,0,0,0,0,0,-2.34588e-07,0,0,False,69.0|71,297
14|297|cc|8|1|71,0,0,0,0.0141857,0,0,0,0,0,-2.91669e-08,0,0,False,69.0|71,297
14|297|vc|1|2|71,0,0,0,-0.0218673,0,0,0,0,0,-7.97243e-08,0,0,False,69.0|71,297
14|297|vc|2|2|71,0,0,0,-0.110841,0,0,0,0,0,6.10652e-08,0,0,False,69.0|71,297
14|297|vc|3|2|71,0,0,0,-0.0666885,0,0,0,0,0,2.25656e-07,0,0,False,69.0|71,297
14|297|vc|4|2|71,0,0,0,-0.0277091,0,0,0,0,0,-3.99076e-08,0,0,False,69.0|71,297
14|297|vc|5|2|71,0,0,0,-0.00438614,0,0,0,0,0,1.09418e-07,0,0,False,69.0|71,297
14|297|vc|6|2|71,0,0,0,-0.158739,0,0,0,0,0,1.78002e-09,0,0,False,69.0|71,297
14|297|vc|7|2|71,0,0,0,0.118286,0,0,0,0,0,2.71389e-08,0,0,False,69.0|71,297
14|297|vc|8|2|71,0,0,0,0.0214089,0,0,0,0,0,-2.0169e-07,0,0,False,69.0|71,297
14|183|sample|4|233,0,0,0,0.357012,0,0,0,0,0,0.426189,0,0,True,6.0|233,183
14|183|sample|3|233,0,0,0,0.38437,0,0,0,0,0,0.483959,0,0,True,6.0|233,183
14|183|sample|6|233,0,0,0,1.0034,0,0,0,0,0,1.12828,0,0,True,6.0|233,183
14|183|sample|5|233,0,0,0,1.13421,0,0,0,0,0,1.12814,0,0,True,6.0|233,183
14|183|sample|7|233,0,0,0,0.0603379,0,0,0,0,0,0.138013,0,0,True,6.0|233,183
14|183|sample|8|233,0,0,0,0.0545091,0,0,0,0,0,0.12979,0,0,True,6.0|233,183
14|183|sample|10|233,0,0,0,1.50251,0,0,0,0,0,1.50601,0,0,True,6.0|233,183
14|183|sample|9|233,0,0,0,1.16808,0,0,0,0,0,1.22981,0,0,True,6.0|233,183
14|183|sample|12|233,0,0,0,-0.220543,0,0,0,0,0,-0.175639,0,0,True,6.0|233,183
14|183|sample|11|233,0,0,0,-0.770969,0,0,0,0,0,-0.721798,0,0,True,6.0|233,183
14|183|cc|1|1|233,0,0,0,0.0600408,0,0,0,0,0,9.46551e-08,0,0,False,69.0|233,183
14|183|cc|2|1|233,0,0,0,-0.0631301,0,0,0,0,0,1.12021e-08,0,0,False,69.0|233,183
14|183|cc|3|1|233,0,0,0,0.0510831,0,0,0,0,0,-6.29819e-08,0,0,False,69.0|233,183
14|183|cc|4|1|233,0,0,0,-0.124191,0,0,0,0,0,-8.19623e-08,0,0,False,69.0|233,183
