id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,-4.63664e-09,0,0.0684658,0,0,1.36424e-12,0,-4.75308e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,1.46118e-07,0,-0.107215,0,0,5.11591e-13,0,2.27334e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,4.70831e-07,0,0.444433,0,0,5.68434e-13,0,-1.45261e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,5.46442e-08,0,0.0744397,0,0,1.25056e-12,0,2.00668e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,-2.33662e-07,0,-0.089024,0,0,-7.38964e-13,0,5.29336e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,-3.25252e-07,0,-0.216085,0,0,-1.13687e-12,0,2.6023e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,-4.63547e-07,0,-0.290251,0,0,5.68434e-13,0,-3.40521e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,-2.34179e-07,0,0.0214267,0,0,0.0,0,-4.3236e-07,0,0,False,69.0|162,84
8|84|sample|10|162,-6.13552e-07,0,-0.921288,0,0,-2.15437e-11,0,-0.97683,0,0,True,32.0|162,84
8|84|sample|11|162,-3.35762e-10,0,-1.35177,0,0,-7.38964e-12,0,-1.34329,0,0,True,22.0|162,84
8|84|sample|12|162,-4.21291e-07,0,-1.09418,0,0,-8.6402e-12,0,-1.02492,0,0,True,22.0|162,84
8|84|sample|3|162,-2.87015e-07,0,-2.52054,0,0,3.39924e-11,0,-2.43108,0,0,True,55.0|162,84
8|84|sample|4|162,4.19148e-07,0,-2.29704,0,0,1.06866e-11,0,-2.34903,0,0,True,55.0|162,84
8|84|sample|5|162,8.96342e-08,0,-3.11144,0,0,2.42153e-11,0,-3.11401,0,0,True,55.0|162,84
8|84|sample|6|162,-3.35995e-07,0,-3.15238,0,0,1.02318e-11,0,-3.19255,0,0,True,55.0|162,84
8|84|sample|7|162,-6.95332e-08,0,-1.25071,0,0,1.01181e-11,0,-1.16741,0,0,True,32.0|162,84
8|84|sample|8|162,-6.00172e-07,0,-1.08963,0,0,-1.57456e-11,0,-1.09352,0,0,True,32.0|162,84
8|84|sample|9|162,-1.01195e-06,0,-0.986254,0,0,3.14344e-11,0,-0.987818,0,0,True,32.0|162,84
8|84|vc|1|2|162,2.35862e-07,0,0.183352,0,0,-4.54747e-13,0,-2.56575e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,6.50159e-07,0,0.0165084,0,0,-2.84217e-13,0,2.5385e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,-1.00958e-06,0,-0.318199,0,0,-2.84217e-13,0,6.38329e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,1.02686e-06,0,-0.193746,0,0,1.25056e-12,0,1.34734e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,1.5897e-07,0,-0.0858427,0,0,-1.19371e-12,0,-7.65187e-08,0,0,False,69.0|162,84
8|84|vc|6|2|162,-1.1814e-07,0,0.202162,0,0,-1.64846e-12,0,-2.49664e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,-5.42343e-07,0,-0.212132,0,0,9.66338e-13,0,6.40204e-08,0,0,False,69.0|162,84
8|84|vc|8|2|162,-3.60577e-07,0,0.232018,0,0,2.27374e-12,0,2.20162e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,-2.84352e-07,0,-0.142534,0,0,9.09495e-13,0,2.60689e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,-1.09643e-07,0,-0.00989425,0,0,1.7053e-12,0,-1.54977e-07,0,0,False,69.0|274,719
8|719|cc|3|1|274,1.49353e-07,0,0.139807,0,0,2.67164e-12,0,-2.53488e-07,0,0,False,69.0|274,719
