id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-6.51065e-09,1.18584,-6.40657e-09,0,0,0,0,1.1819,9.81437e-14,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-1.67049e-09,1.52598,-9.89142e-09,0,0,0,2.27374e-13,1.52682,-3.41949e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,9.10017e-09,0.977965,7.46501e-09,0,0,0,-1.13687e-13,1.04816,2.46914e-13,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,2.17269e-08,0.976025,-1.2351e-08,0,0,0,-2.27374e-13,1.03577,-1.5099e-14,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,3.06023e-09,1.27554,-6.87393e-11,0,0,0,-4.54747e-13,1.32499,-7.4607e-14,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-1.08765e-09,1.34722,-3.80018e-09,0,0,0,-2.27374e-13,1.36875,1.38112e-13,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,5.11408e-09,1.05078,-9.22264e-09,0,0,0,-1.13687e-13,1.127,2.68008e-13,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-6.95951e-09,0.919415,1.11772e-08,0,0,0,0,1.01868,1.89182e-13,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-1.24348e-08,1.4257,-2.34431e-09,0,0,0,-2.27374e-13,1.41983,2.43805e-13,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-2.56301e-09,1.28335,4.33866e-09,0,0,0,-2.27374e-13,1.31233,-8.03801e-14,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,5.80344e-09,0.109574,-2.10069e-09,0,0,0,0,-1.45288e-06,-3.18079e-14,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-2.39933e-09,-0.117758,3.9583e-09,0,0,0,0,-4.10501e-07,-4.38538e-15,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,2.61317e-09,-0.188818,1.66455e-09,0,0,0,0,-4.98206e-07,-8.60423e-15,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,5.10833e-09,0.0985909,-2.90391e-09,0,0,0,0,-5.52782e-07,1.36557e-14,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-7.52601e-10,-0.0815493,5.11292e-11,0,0,0,0,-6.67025e-07,-3.88578e-16,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,4.68519e-09,0.251306,5.84002e-09,0,0,0,0,4.07985e-07,2.27596e-14,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,1.52322e-09,0.122667,-7.3866e-09,0,0,0,1.13687e-13,-8.22207e-08,-3.64153e-14,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,6.46922e-10,-0.0559127,8.17487e-09,0,0,0,1.13687e-13,-2.68276e-06,-1.72085e-14,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,7.41238e-10,0.188673,-2.96358e-10,0,0,0,0,1.15295e-06,-6.82232e-14,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.19005e-09,-0.161146,-2.2033e-09,0,0,0,0,8.32084e-07,-4.67404e-14,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,5.9783e-10,0.118905,2.82462e-09,0,0,0,0,-2.91433e-07,-2.22045e-16,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,5.50034e-09,-0.124613,-2.64456e-09,0,0,0,0,-2.31708e-07,9.05942e-14,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,-2.05202e-09,0.144656,9.97598e-10,0,0,0,-2.27374e-13,1.07143e-07,2.29816e-14,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,-3.77089e-09,0.13585,7.88051e-10,0,0,0,0,5.65587e-07,2.69784e-14,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-1.62171e-09,0.0590499,-8.09587e-09,0,0,0,1.13687e-13,5.06618e-08,1.41553e-13,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,1.44575e-09,-0.168196,2.78617e-11,0,0,0,0,-5.79771e-07,-1.27676e-15,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,-1.91352e-09,0.0768302,-9.27376e-10,0,0,0,6.82121e-13,0.0817633,-1.39444e-13,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,3.51506e-09,0.0931162,1.59901e-09,0,0,0,9.09495e-13,0.0943412,-4.26326e-14,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,-4.0217e-09,0.153485,3.62963e-10,0,0,0,0,0.170296,-2.85549e-13,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,2.1612e-09,0.174912,-1.47625e-10,0,0,0,7.95808e-13,0.182821,4.62297e-13,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,-1.29648e-09,1.07062,-1.12164e-09,0,0,0,0,1.07594,6.03961e-14,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,-7.48186e-09,0.996588,5.61932e-09,0,0,0,-2.27374e-13,1.01685,-1.76303e-13,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,1.74013e-08,0.0793472,-3.14039e-09,0,0,0,1.25056e-12,0.0911942,4.45421e-13,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,-6.82104e-10,0.061551,2.16123e-09,0,0,0,4.54747e-13,0.0853067,5.24025e-13,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,6.11618e-09,1.86611,1.12354e-08,0,0,0,-1.13687e-13,1.9155,5.01821e-14,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,1.71248e-08,1.95557,-1.57657e-09,0,0,0,0,1.96099,-7.32747e-14,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,-7.69258e-10,0.356624,1.11985e-10,0,0,0,0,-1.11184e-06,-1.89293e-14,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,8.54158e-09,0.00927443,-2.28262e-09,0,0,0,0,3.0403e-07,-3.11418e-14,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,-8.61202e-09,-0.00368321,4.8581e-09,0,0,0,2.72848e-12,-0.00364352,1.03784e-12,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,-9.44829e-09,0.0147311,4.64927e-09,0,0,0,0,-9.40408e-07,-2.39253e-14,0,0,False,69.0|71,783
