rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-8.69693e-09,1.18971,2.95187e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,4.26863e-08,1.7106,-3.12008e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,-2.1575e-08,1.07755,-4.69703e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-6.95218e-08,0.960226,8.96103e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-4.20889e-08,1.47114,3.83894e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-1.17741e-07,1.35916,1.72563e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,7.07505e-08,1.09822,-5.65005e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-4.60102e-08,0.851109,-3.18788e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,1.49366e-08,1.3934,2.16912e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-7.85168e-08,1.12017,8.86101e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,2.96274e-08,-1.31287,1.66973e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,1.3766e-07,-3.1645,3.01133e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,1.63092e-08,-1.59904,1.12279e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-6.74299e-09,1.17305,-9.62067e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.2533e-08,1.13668,-8.67175e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-8.10954e-08,0.221709,-2.59907e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,4.43209e-08,0.820901,-3.31909e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-1.82873e-08,2.63862,5.30753e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-4.8318e-09,1.19208,-6.84208e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.15376e-07,1.46202,-2.3482e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-1.26415e-07,1.2447,-7.61401e-09,0,0,False,69.0|274,411
