id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0,0.044647,0,0,0,0,0,0,-2.2424e-07,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0,-0.0634749,0,0,0,0,0,0,2.32141e-09,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0,0.232537,0,0,0,0,0,0,-1.40325e-07,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,0,0.295633,0,0,0,0,0,0,6.5583e-08,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0,0.0932312,0,0,0,0,0,0,3.31509e-07,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0,0.0497077,0,0,0,0,0,0,-4.86802e-08,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,0,-0.138643,0,0,0,0,0,0,-2.8315e-07,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0,-0.233346,0,0,0,0,0,0,6.04366e-09,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0,-1.00025,0,0,0,0,0,0,-0.959759,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0,-1.29649,0,0,0,0,0,0,-1.22458,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0,-1.02018,0,0,0,0,0,0,-1.01763,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,0,-2.45752,0,0,0,0,0,0,-2.40764,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,0,-2.44406,0,0,0,0,0,0,-2.3247,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,0,-3.74612,0,0,0,0,0,0,-3.75093,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,0,-3.67311,0,0,0,0,0,0,-3.65367,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,0,-1.11635,0,0,0,0,0,0,-1.09034,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,0,-1.0498,0,0,0,0,0,0,-1.08728,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,0,-0.901031,0,0,0,0,0,0,-0.895598,0,0,0,True,32.0|162,84
