id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52966.2,513.566,1.18524,1.5517,0.653102,-0.702521,52966.2,517.632,1.0047,1.5517,0.61939,-0.674028,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52966.2,513.566,1.26571,1.5517,0.375268,-0.702521,52966.2,517.632,1.01085,1.5517,0.347838,-0.674028,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52966.2,513.566,1.15862,1.5517,0.663239,-0.702521,52966.2,517.632,1.00681,1.5517,0.58905,-0.674028,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52966.2,513.566,1.14553,1.5517,0.681715,-0.702521,52966.2,517.632,1.00021,1.5517,0.625202,-0.674028,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52966.2,513.566,1.14935,1.5517,0.496064,-0.702521,52966.2,517.632,1.00329,1.5517,0.475446,-0.674028,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52966.2,513.566,1.20555,1.5517,0.479961,-0.702521,52966.2,517.632,1.00653,1.5517,0.44317,-0.674028,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52966.2,513.566,1.16528,1.5517,0.581669,-0.702521,52966.2,517.632,1.00574,1.5517,0.540119,-0.674028,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52966.2,513.566,1.11256,1.5517,0.687216,-0.702521,52966.2,517.632,0.999803,1.5517,0.617006,-0.674028,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52966.2,513.566,1.21162,1.5517,0.349135,-0.702521,52966.2,517.632,1.0012,1.5517,0.327819,-0.674028,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52966.2,513.566,1.17269,1.5517,0.480875,-0.702521,52966.2,517.632,0.993073,1.5517,0.457179,-0.674028,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52966.2,513.566,1.14191,-0.397621,124.014,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52966.2,513.566,1.14441,-0.397621,56.4254,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52966.2,513.566,1.2031,-0.397621,56.137,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52966.2,513.566,1.20235,-0.397621,54.1367,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52966.2,513.566,1.16686,-0.397621,87.0198,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52966.2,513.566,1.15451,-0.397621,62.2871,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52966.2,513.566,1.17513,-0.397621,43.0086,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52966.2,513.566,1.14607,-0.397621,138.38,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52966.2,513.566,1.16747,-0.397621,82.9489,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52966.2,513.566,1.13598,-0.397621,107.226,-0.702521,52966.2,517.632,0.999998,-0.397621,0.998337,-0.674028,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52966.2,513.566,1.18596,-0.397621,76.3279,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52966.2,513.566,1.14446,-0.397621,42.7446,-0.702521,52966.2,517.632,0.999817,-0.397621,0.993882,-0.674028,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52966.2,513.566,1.13724,-0.397621,30.3567,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52966.2,513.566,1.18916,-0.397621,4021.95,-0.702521,52966.2,517.632,1,-0.397621,1,-0.674028,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52966.2,513.566,1.15981,-0.397621,129.496,-0.702521,52966.2,517.632,0.995652,-0.397621,1.00126,-0.674028,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,52966.2,513.566,1.1509,-0.397621,46.7005,-0.702521,52966.2,517.632,0.997589,-0.397621,1.0403,-0.674028,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,52965.1,513.566,1.1049,0.129707,0.0107351,1.4119,52965.1,517.632,0.999777,0.129707,0.00068032,1.42372,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,52965.1,513.566,1.20686,0.129707,0.0242245,1.4119,52965.1,517.632,0.999829,0.129707,0.00125999,1.42372,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,52965.1,513.566,1.22116,0.129707,0.00911364,1.4119,52965.1,517.632,0.99987,0.129707,0.001216,1.42372,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,52965.1,513.566,1.12585,0.129707,0.00891815,1.4119,52965.1,517.632,0.999828,0.129707,0.00132244,1.42372,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,52965.1,513.566,1.24893,0.129707,0.0111178,1.4119,52965.1,517.632,0.99978,0.129707,0.000793294,1.42372,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,52965.1,513.566,1.1008,0.129707,0.0262182,1.4119,52965.1,517.632,0.999891,0.129707,0.00124405,1.42372,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,52964.7,513.566,1.15708,2.23335,0.0925127,1.4119,52964.7,517.632,1.00364,2.23335,0.0808957,1.42372,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,52964.7,513.566,1.16488,2.23335,0.0973854,1.4119,52964.7,517.632,0.998057,2.23335,0.0906515,1.42372,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,52964.7,513.566,1.15326,2.23335,0.233793,1.4119,52964.7,517.632,1.00331,2.23335,0.216112,1.42372,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,52964.7,513.566,1.18062,2.23335,0.131942,1.4119,52964.7,517.632,1.00525,2.23335,0.121022,1.42372,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,52964.8,513.566,1.15647,1.29276,41.191,1.4119,52964.8,517.632,0.998895,1.29276,0.9694,1.42372,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,52964.8,513.566,1.15684,1.29276,98.3004,1.4119,52964.8,517.632,1.00425,1.29276,1.00092,1.42372,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,52964.8,513.566,1.19061,1.29276,398.989,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,52964.8,513.566,1.21722,1.29276,30.6035,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,52964.8,513.566,1.18913,1.29276,57.2891,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,52964.8,513.566,1.16647,1.29276,53.8088,1.4119,52964.8,517.632,0.997118,1.29276,1.00134,1.42372,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,52964.8,513.566,1.17568,1.29276,80.3834,1.4119,52964.8,517.632,1.00221,1.29276,1.00069,1.42372,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,52964.8,513.566,1.1555,1.29276,106.044,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,52964.8,513.566,1.21634,1.29276,341.074,1.4119,52964.8,517.632,1.00027,1.29276,1.04073,1.42372,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,52964.8,513.566,1.2185,1.29276,30.4149,1.4119,52964.8,517.632,1,1.29276,0.999998,1.42372,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,52964.8,513.566,1.13636,1.29276,105.882,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,52964.8,513.566,1.1415,1.29276,84.6571,1.4119,52964.8,517.632,0.999987,1.29276,1.00375,1.42372,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,52964.8,513.566,1.17734,1.29276,70.8946,1.4119,52964.8,517.632,0.999906,1.29276,0.999378,1.42372,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,52964.8,513.566,1.19503,1.29276,107.175,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,52964.8,513.566,1.12193,1.29276,108.837,1.4119,52964.8,517.632,1,1.29276,1,1.42372,False,69.0|233,705
