rep,id,eta_f,eta_h,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,1.12123e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,1.63855e-09,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-1.09683e-08,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,1.05304e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-3.29807e-09,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,2.32348e-09,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-6.80608e-09,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,1.14543e-08,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,9.32125e-09,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,4.1615e-09,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,7.70391e-09,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,1.81154e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,1.84486e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.70457e-09,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-1.53087e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-1.00711e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,1.69814e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-1.49056e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,2.29012e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-2.34361e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,6.50953e-09,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,2.56027e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-3.16137e-09,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-2.556e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-6.32541e-09,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,3.06507e-08,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,-2.11644e-08,65.0|322,152
