id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.00006,795.414,-0.361031,1.08553e+11,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.0216674,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.00006,795.414,-0.361031,1.80473e+08,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.0129958,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.00006,795.414,-0.361031,2.19695e+19,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.135797,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.00006,795.414,-0.361031,1.25174e+14,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.31757,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.00006,795.414,-0.361031,5.24316e+11,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.0121397,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.00006,795.414,-0.361031,1462.64,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.0140566,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.00006,795.414,-0.361031,3.39656e+12,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.193595,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.00006,795.414,-0.361031,3.2594e+12,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.206567,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.00006,795.414,-0.361031,3.5673e+09,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.00509089,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.00006,795.414,-0.361031,515543,1.66076e-10,1.04564,1.00006,795.414,-0.361031,0.0141369,1.64921e-10,1.0832,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.00006,789.562,0.808554,2.24353e+16,1.66076e-10,1.04564,1.00006,789.562,0.808554,1,1.64921e-10,1.0832,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.00006,789.562,0.808554,7.33607e+11,1.66076e-10,1.04564,1.00006,789.562,0.808554,1,1.64921e-10,1.0832,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.00006,789.562,0.808554,5.71056e+10,1.66076e-10,1.04564,1.00006,789.562,0.808554,1,1.64921e-10,1.0832,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.00006,789.562,0.808554,6.64089e+09,1.66076e-10,1.04564,1.00006,789.562,0.808554,0.999999,1.64921e-10,1.0832,False,69.0|274,411
