rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,2.64654,-2.9131,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-3.21552,-2.67267,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.400546,-3.37911,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,3.70236,-3.18548,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-0.175449,-2.78662,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-0.594059,-2.88953,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.946544,-3.05624,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-3.70174,-2.90977,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-3.46487,-2.76941,0,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-0.635641,-2.85491,0,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.24573,1.34499,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,5.18098,-2.45444,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,3.97075,1.65047,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,4.67652,-4.04888,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,3.77532,0.312432,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,3.67413,0.567222,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-0.168952,-2.91376,0,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-5.56389,0.125295,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,3.06519,2.65484,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-1.74162,1.29018,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.7361,3.71868,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.829665,0.771212,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-1.97236,4.28068,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,4.45233,4.00275,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-4.31521,-4.08592,0,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-3.10952,-0.170681,0,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,8.11344,0.469633,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,8.24125,4.23596,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,7.70127,-2.85948,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,8.09795,0.961645,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,3.69896,-1.26313,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-3.17334,-1.47498,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,8.03063,-0.928828,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,7.86084,1.21364,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-5.27712,5.14911,0,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,-8.56141,2.61771,0,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,12.985,-0.28384,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,-4.25781,-2.43049,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,3.88499,1.72405,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,-1.31785,-1.6719,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,6.4625,-2.77865,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,4.50172,1.94523,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,1.49514,-2.26409,0,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0.729663,-1.14701,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,3.78329,-1.78374,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,-5.2032,2.57689,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,-8.92847,0.697856,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,1.37276,-1.85107,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,-1.14822,-4.9608,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,1.56942,-1.23929,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,1.45522,1.02655,0,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,-3.34995,-6.85923,0,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,-4.53411,2.41385,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,3.14904,4.85961,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,2.31521,-1.24654,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,2.25123,-1.91221,0,0,0,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,2.75312,-1.96808,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,2.15186,-1.64789,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,4.18536,-1.97208,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,-3.52155,-2.96997,0,0,0,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,0.737937,0.593487,0,0,0,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,2.02747,2.73019,0,0,0,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,1.15282,-0.826844,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,3.53775,-5.6929,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,4.93404,-4.75005,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,3.9287,-0.431814,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,0.674599,0.811649,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,-1.04525,-0.694932,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,-0.238457,-1.5569,0,0,0,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,-0.156692,2.91916,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,6.29081,1.43854,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,-1.22022,-4.96633,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,-1.8204,2.73143,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,-8.55213,-0.898047,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,1.45633,-4.63806,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,-7.23591,-3.36869,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,-4.85836,-3.19682,0,0,0,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,11.2854,-0.145341,0,0,0,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,3.53921,0.907882,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,3.35142,2.22041,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,-0.492142,-3.05154,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|5|99|5|99|6.0,0.386122,-3.10256,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|8|99|8|99|6.0,-0.503122,3.61236,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|7|99|7|99|6.0,-1.40078,2.98151,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|10|99|10|99|6.0,-0.211194,-2.30655,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|9|99|9|99|6.0,0.576294,-2.00486,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|11|99|11|99|6.0,-1.13025,-2.81633,0,0,0,True,6.0|99,433
1,14|433|14|433|sample|12|99|12|99|6.0,0.797167,-2.82499,0,0,0,True,6.0|99,433
1,14|433|14|433|cc|1|1|99|1|99|69.0,2.95008,0.607394,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|2|1|99|1|99|69.0,-2.67583,-1.80895,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|3|1|99|1|99|69.0,2.3803,1.45971,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|4|1|99|1|99|69.0,1.70196,-0.148671,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|5|1|99|1|99|69.0,3.48816,2.43341,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|6|1|99|1|99|69.0,0.497896,0.784871,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|7|1|99|1|99|69.0,-0.960899,0.34823,0,0,0,False,69.0|99,433
1,14|433|14|433|cc|8|1|99|1|99|69.0,1.03034,3.77163,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|1|2|99|2|99|69.0,0.378227,-0.923443,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|2|2|99|2|99|69.0,5.5164,-6.59053,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|3|2|99|2|99|69.0,1.92291,3.87938,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|4|2|99|2|99|69.0,-0.718326,-0.252055,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|5|2|99|2|99|69.0,-0.308153,-2.46628,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|6|2|99|2|99|69.0,-8.1027,2.95815,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|7|2|99|2|99|69.0,-4.11345,-1.48696,0,0,0,False,69.0|99,433
1,14|433|14|433|vc|8|2|99|2|99|69.0,13.3645,-3.83871,0,0,0,False,69.0|99,433
1,14|297|14|297|sample|3|71|3|71|6.0,-0.0812299,-2.97698,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|4|71|4|71|6.0,1.39162,-2.86578,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|5|71|5|71|6.0,2.75269,2.94742,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|6|71|6|71|6.0,-3.25178,1.9667,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|8|71|8|71|6.0,0.764589,-0.398282,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|7|71|7|71|6.0,-0.655969,-0.556685,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|9|71|9|71|6.0,-3.86876,1.85093,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|10|71|10|71|6.0,0.852064,2.70458,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|12|71|12|71|6.0,0.572698,-3.33102,0,0,0,True,6.0|71,297
1,14|297|14|297|sample|11|71|11|71|6.0,8.12528,-0.368547,0,0,0,True,6.0|71,297
1,14|297|14|297|cc|1|1|71|1|71|69.0,-6.24134,-0.476696,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|2|1|71|1|71|69.0,-2.12854,1.41885,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|3|1|71|1|71|69.0,-9.56138,-0.702695,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|4|1|71|1|71|69.0,-2.51617,-2.62262,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|5|1|71|1|71|69.0,4.45686,5.37043,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|6|1|71|1|71|69.0,5.54674,3.84423,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|7|1|71|1|71|69.0,-5.13529,-0.186111,0,0,0,False,69.0|71,297
1,14|297|14|297|cc|8|1|71|1|71|69.0,2.66455,-0.777902,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|1|2|71|2|71|69.0,0.137252,-4.56376,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|2|2|71|2|71|69.0,-6.85821,-6.41617,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|3|2|71|2|71|69.0,2.97793,-1.24892,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|4|2|71|2|71|69.0,-0.118937,1.21486,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|5|2|71|2|71|69.0,5.35109,2.22449,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|6|2|71|2|71|69.0,-2.84776,-0.15498,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|7|2|71|2|71|69.0,-5.43879,8.55107,0,0,0,False,69.0|71,297
1,14|297|14|297|vc|8|2|71|2|71|69.0,-5.3983,0.172421,0,0,0,False,69.0|71,297
1,14|183|14|183|sample|4|233|4|233|6.0,-1.24169,-2.68862,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|3|233|3|233|6.0,3.36051,-2.02868,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|6|233|6|233|6.0,2.54239,-1.83081,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|5|233|5|233|6.0,-3.92421,-2.21376,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|7|233|7|233|6.0,3.03054,-2.87266,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|8|233|8|233|6.0,-3.60415,-2.9223,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|10|233|10|233|6.0,0.192758,-1.24246,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|9|233|9|233|6.0,0.809282,-1.48605,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|12|233|12|233|6.0,-7.28397,-3.0847,0,0,0,True,6.0|233,183
1,14|183|14|183|sample|11|233|11|233|6.0,5.96104,0.254547,0,0,0,True,6.0|233,183
1,14|183|14|183|cc|1|1|233|1|233|69.0,1.89157,-1.97862,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|2|1|233|1|233|69.0,3.43134,1.7706,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|3|1|233|1|233|69.0,-6.9334,3.48786,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|4|1|233|1|233|69.0,-0.203887,2.422,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|5|1|233|1|233|69.0,4.68801,-1.12164,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|6|1|233|1|233|69.0,-1.21022,-0.249257,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|7|1|233|1|233|69.0,-0.269594,0.739907,0,0,0,False,69.0|233,183
1,14|183|14|183|cc|8|1|233|1|233|69.0,-0.488354,-5.19828,0,0,0,False,69.0|233,183
1,14|183|14|183|vc|1|2|233|2|233|69.0,2.41997,-0.819295,0,0,0,False,69.0|233,183
1,14|183|14|183|vc|2|2|233|2|233|69.0,0.00351086,-7.53676,0,0,0,False,69.0|233,183
1,14|183|14|183|vc|3|2|233|2|233|69.0,-3.31535,0.201431,0,0,0,False,69.0|233,183
1,14|183|14|183|vc|4|2|233|2|233|69.0,-1.39784,0.891953,0,0,0,False,69.0|233,183
1,14|183|14|183|vc|5|2|233|2|233|69.0,-5.90655,-0.63178,0,0,0,False,69.0|233,183
