id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0.00224598,411.072,0.733366,8.30656,12510.2,11.6833,0.00222309,410.974,0.7316,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|3|274,0.00224598,411.072,0.829463,8.30656,12510.2,11.6833,0.00222309,410.974,0.828585,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|5|274,0.00224598,411.072,0.664156,8.30656,12510.2,11.6833,0.00222309,410.974,0.663904,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|6|274,0.00224598,411.072,0.670974,8.30656,12510.2,11.6833,0.00222309,410.974,0.670165,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|8|274,0.00224598,411.072,0.783596,8.30656,12510.2,11.6833,0.00222309,410.974,0.782704,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|7|274,0.00224598,411.072,0.793852,8.30656,12510.2,11.6833,0.00222309,410.974,0.792208,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|9|274,0.00224598,411.072,0.69183,8.30656,12510.2,11.6833,0.00222309,410.974,0.69079,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|10|274,0.00224598,411.072,0.655729,8.30656,12510.2,11.6833,0.00222309,410.974,0.656871,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|12|274,0.00224598,411.072,0.766131,8.30656,12510.2,11.6833,0.00222309,410.974,0.768343,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|sample|11|274,0.00224598,411.072,0.778783,8.30656,12510.2,11.6833,0.00222309,410.974,0.787953,8.3051,12503.3,11.6844,True,70.0|274,411
9|411|cc|1|1|274,0.00224737,411.072,2.31132,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|2|1|274,0.00224737,411.072,2.30872,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|3|1|274,0.00224737,411.072,2.30687,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|4|1|274,0.00224737,411.072,2.31694,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|5|1|274,0.00224737,411.072,2.30223,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|6|1|274,0.00224737,411.072,2.30822,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|7|1|274,0.00224737,411.072,2.30789,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|cc|8|1|274,0.00224737,411.072,2.30789,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|vc|1|2|274,0.00224737,411.072,2.29793,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|vc|2|2|274,0.00224737,411.072,2.30703,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|vc|3|2|274,0.00224737,411.072,2.31244,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
9|411|vc|4|2|274,0.00224737,411.072,2.30632,8.30561,12510.2,11.6833,0.00222447,410.974,2.309,8.30415,12503.3,11.6844,False,69.0|274,411
