rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,0,0.0836982,0,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,0,0.237775,0,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,0,-0.057468,0,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,0,0.00875453,0,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,0,-0.00830113,0,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,0,0.0907727,0,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,0,-0.024246,0,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,0,-0.1108,0,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,0,-0.00675675,0,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,0,0.0353504,0,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,0,-0.238986,0,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,0,-0.009461,0,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,0,-0.0405857,0,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,0,0.0262549,0,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,0,0.0672363,0,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,0,-0.0723069,0,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,0,-0.0514533,0,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,0,0.0509642,0,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,0,0.126165,0,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,0,0.120264,0,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,0,-0.111301,0,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,0,0.0295629,0,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,0,0.0747,0,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0,0,0.108809,0,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0,0,-0.0804255,0,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0,0,0.067204,0,0,0,False,69.0|274,411
1,14|783|sample|3|71,0,0,-0.275674,0,0,0,True,6.0|71,783
1,14|783|sample|4|71,0,0,-0.291333,0,0,0,True,6.0|71,783
1,14|783|sample|5|71,0,0,-0.171829,0,0,0,True,6.0|71,783
1,14|783|sample|6|71,0,0,-0.236416,0,0,0,True,6.0|71,783
1,14|783|sample|7|71,0,0,0.11959,0,0,0,True,6.0|71,783
1,14|783|sample|8|71,0,0,0.134271,0,0,0,True,6.0|71,783
