rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,-0.12265,0.151762,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,0.214362,-0.112269,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,-0.390572,-0.00970804,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,-0.22635,-0.137218,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,0.100576,-0.102016,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,0.103722,-0.0777373,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-0.113226,0.110112,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-0.182792,-0.00571916,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,0.0812173,0.0298242,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,0.0432757,0.0498849,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0.0108027,0.0952037,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-0.793042,-0.127408,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-0.169133,-0.00972793,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-0.222677,0.0488476,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-0.630098,0.0253204,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,1.39792,-0.0553491,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0.0852258,-0.179331,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.721051,-0.0838965,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-0.338815,0.12091,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-0.45731,-0.0339905,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-1.48184,0.0543706,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0.214019,-0.142202,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,0.647814,-0.0269073,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.259582,0.0985965,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-0.214461,0.0970382,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-0.331818,-0.0261258,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,0,-0.215927,0.0422171,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,0,-0.25657,0.217766,65.0|322,152
