id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.0864789,0,0,0,0,0,3.84037e-09,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0.00555074,0,0,0,0,0,-8.00843e-08,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.0265882,0,0,0,0,0,-2.44448e-07,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.0591686,0,0,0,0,0,5.11831e-08,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.0325767,0,0,0,0,0,1.08362e-07,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0.00462075,0,0,0,0,0,-4.60042e-09,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,-0.0663601,0,0,0,0,0,1.93884e-07,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0.114638,0,0,0,0,0,2.09488e-07,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-0.0309334,0,0,0,0,0,-7.28516e-08,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0.0582418,0,0,0,0,0,-4.13104e-07,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0.092125,0,0,0,0,0,-2.89194e-07,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0.0838913,0,0,0,0,0,-2.18804e-08,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-0.0961517,0,0,0,0,0,-1.99811e-07,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,-0.0648264,0,0,0,0,0,8.08754e-08,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0.0342808,0,0,0,0,0,-9.34474e-08,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.175509,0,0,0,0,0,4.6175e-07,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0.00833476,0,0,0,0,0,2.18376e-07,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0.0290636,0,0,0,0,0,-1.97376e-07,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0.0711109,0,0,0,0,0,-1.18335e-07,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0.00586601,0,0,0,0,0,-9.30874e-08,0,0,0,0,False,69.0|162,84
