id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.56439,0.942829,2.45971,-2.24667,1.55525,0.942829,2.42041,-2.24667,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.56439,0.942829,3.43779,-2.24667,1.55525,0.942829,3.44656,-2.24667,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.56439,0.942829,2.28167,-2.24667,1.55525,0.942829,2.28458,-2.24667,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.56439,0.942829,2.15653,-2.24667,1.55525,0.942829,2.17185,-2.24667,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.56439,0.942829,2.87146,-2.24667,1.55525,0.942829,2.83616,-2.24667,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.56439,0.942829,2.97178,-2.24667,1.55525,0.942829,2.97971,-2.24667,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.56439,0.942829,2.36734,-2.24667,1.55525,0.942829,2.38413,-2.24667,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.56439,0.942829,2.17384,-2.24667,1.55525,0.942829,2.19856,-2.24667,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.56439,0.942829,2.96487,-2.24667,1.55525,0.942829,2.98826,-2.24667,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.56439,0.942829,2.78168,-2.24667,1.55525,0.942829,2.78858,-2.24667,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.56439,2.2546,5.80515,-2.6375,1.55525,2.2546,0.999493,-2.6375,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.56439,2.2546,6.7489,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.56439,2.2546,8.37633,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.56439,2.2546,8.31328,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.56439,2.2546,5.88606,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.56439,2.2546,5.94061,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.56439,2.2546,7.92703,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.56439,2.2546,6.15849,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.56439,2.2546,10.1152,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.56439,2.2546,8.25126,-2.6375,1.55525,2.2546,0.999999,-2.6375,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.56439,2.2546,9.27183,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.56439,2.2546,6.0071,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.56439,2.2546,3.53137,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.56439,2.2546,8.07793,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.56439,2.2546,7.33938,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.56439,2.2546,5.44413,-2.6375,1.55525,2.2546,1,-2.6375,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,1.56439,0.64575,3.38908,-2.25991,1.55525,0.64575,3.39832,-2.25991,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,1.56439,0.64575,3.22338,-2.25991,1.55525,0.64575,3.23572,-2.25991,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,1.56439,0.64575,3.1516,-2.25991,1.55525,0.64575,3.16915,-2.25991,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,1.56439,0.64575,3.30949,-2.25991,1.55525,0.64575,3.31103,-2.25991,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,1.56439,0.570602,5.44086,-2.82012,1.55525,0.570602,5.42353,-2.82012,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,1.56439,0.570602,5.065,-2.82012,1.55525,0.570602,5.0549,-2.82012,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,1.56439,0.570602,5.11762,-2.82012,1.55525,0.570602,5.12486,-2.82012,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,1.56439,0.570602,4.70397,-2.82012,1.55525,0.570602,4.7081,-2.82012,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,1.56439,0.65505,3.98666,5.92032,1.55525,0.65505,3.95028,5.92032,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,1.56439,0.65505,3.72246,5.92032,1.55525,0.65505,3.69399,5.92032,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,1.56439,1.4188,7.84158,-2.62637,1.55525,1.4188,0.996266,-2.62637,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,1.56439,1.4188,3.1256,-2.62637,1.55525,1.4188,1,-2.62637,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,1.56439,1.4188,6.55746,-2.62637,1.55525,1.4188,1,-2.62637,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,1.56439,1.4188,5.57431,-2.62637,1.55525,1.4188,1,-2.62637,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,1.56439,1.4188,4.52446,-2.62637,1.55525,1.4188,1,-2.62637,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,1.56439,1.4188,4.52125,-2.62637,1.55525,1.4188,1,-2.62637,69.0|322,152
