id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,8.49937e-10,-1.88191e-08,-1.62111,0,0,0,2.51688e-13,-2.45961,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,5.0427e-09,-1.38298e-08,-1.88507,0,0,-1.13687e-13,2.30288e-13,-2.7094,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,5.81649e-09,1.03348e-08,-0.11695,0,0,0,-3.05311e-15,-0.570862,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-1.009e-08,2.087e-08,1.34128,0,0,1.13687e-13,9.63118e-14,0.388874,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-1.18347e-09,-2.30421e-08,-2.61413,0,0,-1.13687e-13,2.4189e-13,-3.06904,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,1.99082e-08,1.68084e-08,-2.49115,0,0,0,2.35506e-13,-2.89857,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,6.95127e-10,7.42751e-09,0.634536,0,0,-1.13687e-13,7.66331e-14,-0.146221,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-8.52974e-09,-2.12492e-09,0.729866,0,0,-1.13687e-13,1.05693e-13,-0.00505705,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-5.23124e-09,4.77245e-09,-1.73817,0,0,1.13687e-13,2.08361e-13,-2.71666,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-1.47054e-09,-1.91738e-08,-1.86327,0,0,0,2.00756e-13,-2.46977,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,3.86902e-09,4.43384e-09,-0.127373,0,0,0,-5.44009e-15,-3.11869e-07,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,6.51453e-09,2.08011e-08,-0.353003,0,0,0,1.54599e-14,5.73543e-07,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,-3.03567e-09,8.64416e-10,-0.0622211,0,0,0,-1.27398e-14,3.66881e-07,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-6.7758e-09,7.27482e-09,0.140064,0,0,0,-8.46545e-15,-2.47951e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-1.46593e-09,-1.05969e-08,-0.0105683,0,0,0,2.52576e-15,2.69451e-07,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-4.51556e-09,-1.05156e-09,-0.0572369,0,0,0,-7.52176e-15,4.1923e-07,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-7.24341e-09,-4.26388e-09,0.0869904,0,0,0,1.9984e-15,-2.68454e-07,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,2.42434e-10,5.9942e-09,-0.107051,0,0,0,-1.47105e-15,1.23884e-07,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,-1.2505e-08,1.1896e-08,-0.209961,0,0,0,1.70142e-14,4.35114e-08,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,1.44962e-09,1.73649e-08,0.00135495,0,0,1.06866e-11,2.47496e-11,0.00139766,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,7.42106e-09,-2.11077e-08,-0.114638,0,0,0,2.85882e-15,1.9899e-07,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-4.98876e-10,1.84278e-09,0.387469,0,0,0,1.17684e-14,-2.47548e-07,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,3.40624e-09,3.29894e-09,-0.0969347,0,0,0,7.52176e-15,2.17917e-07,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,4.71569e-09,2.26672e-09,0.158761,0,0,0,6.02296e-15,-1.32818e-07,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,7.18402e-10,1.70592e-08,0.641782,0,0,0,2.498e-16,-2.31278e-07,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,5.34949e-09,-3.42936e-09,-0.0514506,0,0,0,-2.41751e-14,3.53474e-07,0,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,0,4.92235e-09,-1.89984e-08,3.24702,0,0,1.13687e-13,-5.94247e-14,2.77808,0,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,0,-9.65903e-09,-6.22455e-09,3.76625,0,0,0,-5.88141e-14,2.9379,0,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,0,-5.5338e-09,6.9297e-10,3.55363,0,0,0,7.21923e-14,2.85785,0,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,0,3.16432e-09,-1.2865e-08,3.72642,0,0,0,-7.04159e-14,2.87298,0,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,0,-6.17493e-09,-9.64378e-09,3.30932,0,0,-1.13687e-13,-2.33702e-14,2.74048,0,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,0,-7.26354e-10,-1.78902e-09,3.61944,0,0,0,1.37751e-13,2.92486,0,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,0,5.67187e-09,1.32912e-08,-2.02114,0,0,0,1.20876e-13,-3.10686,0,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,0,-2.85958e-09,-1.12118e-08,-2.83175,0,0,0,1.41692e-13,-3.5315,0,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,0,-1.43718e-09,-1.71398e-09,-2.30624,0,0,0,2.11192e-13,-2.86826,0,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,0,3.04377e-09,-1.00718e-08,-2.3,0,0,1.13687e-13,2.13135e-13,-2.95408,0,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,0,4.07661e-09,-1.22131e-08,0.24701,0,0,0,-1.01308e-14,1.7125e-07,0,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,0,-1.07405e-09,-1.07344e-08,-0.3017,0,0,0,-3.16969e-14,2.19228e-08,0,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,0,7.28869e-10,-3.95148e-09,-0.254596,0,0,0,1.11799e-13,2.65689e-06,0,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,0,1.0367e-08,9.64498e-09,0.210388,0,0,0,1.92346e-14,2.62901e-07,0,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,0,1.12456e-09,-1.08227e-08,-0.300787,0,0,0,-9.32865e-14,8.26533e-07,0,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,0,6.79726e-09,7.19472e-09,0.317601,0,0,0,5.62883e-14,-1.08391e-07,0,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,0,-2.03712e-09,-1.20086e-09,0.203886,0,0,0,-8.80129e-14,-2.12135e-06,0,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,0,-6.42254e-10,-7.5197e-09,0.26798,0,0,0,6.34215e-14,-3.09738e-07,0,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,0,-3.4547e-09,-1.52648e-09,0.344335,0,0,0,6.45595e-14,2.25109e-06,0,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,0,-9.80835e-09,-5.2717e-10,-0.125191,0,0,0,1.64035e-14,-2.7285e-09,0,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,0,-5.16917e-09,-1.33194e-09,-0.491911,0,0,0,-1.76609e-13,-9.87762e-07,0,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,0,-1.31405e-09,-1.21765e-08,0.234715,0,0,0,6.0979e-14,1.9055e-07,0,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,0,-7.52688e-10,2.19678e-09,0.242919,0,0,0,5.35405e-14,8.92421e-08,0,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,0,-1.09841e-09,-3.58339e-09,-0.316983,0,0,0,-6.59195e-14,2.95731e-06,0,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,0,1.49569e-10,-7.0432e-09,0.0299184,0,0,0,-7.91034e-15,1.21371e-06,0,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,0,7.23516e-09,8.06634e-09,0.501932,0,0,0,-1.66228e-13,3.34012e-07,0,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,0,1.21707e-08,-3.00753e-09,-2.48777,0,0,0,2.73531e-13,-3.24276,0,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,4.78717e-09,-3.58392e-09,-2.58128,0,0,0,2.4028e-13,-3.14823,0,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,3.92293e-09,1.96889e-08,-1.84844,0,0,0,1.99674e-13,-2.66905,0,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,7.12716e-09,-6.64566e-09,-1.7101,0,0,0,2.15356e-13,-2.47331,0,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,-1.91131e-09,4.69906e-09,-4.42294,0,0,0,3.60934e-13,-4.93189,0,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,6.55492e-09,1.10902e-08,-3.74401,0,0,0,3.43697e-13,-4.41221,0,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,4.74144e-09,-1.5049e-08,-2.95222,0,0,0,2.00534e-13,-3.81494,0,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,1.02038e-08,-3.5386e-09,-2.68997,0,0,0,2.61235e-13,-3.90162,0,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,-3.64e-09,-5.7376e-09,-3.01936,0,0,0,2.48218e-13,-3.54014,0,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,5.28688e-09,-6.54104e-09,-2.70008,0,0,0,2.68008e-13,-3.37157,0,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,-2.91467e-09,-8.77705e-10,0.377109,0,0,0,1.02557e-13,-4.21329e-06,0,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,5.20312e-11,-6.5185e-09,0.259329,0,0,0,-3.03368e-14,3.81963e-06,0,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,-7.72332e-09,-1.02976e-08,0.727615,0,0,1.13687e-13,1.37945e-14,5.77021e-07,0,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,7.41078e-09,-5.34806e-09,0.247143,0,0,-1.13687e-13,-1.94011e-14,1.49544e-07,0,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,1.08187e-09,6.99051e-09,-0.175632,0,0,-1.13687e-13,-8.85403e-15,4.29465e-07,0,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,5.92094e-09,2.32016e-09,-0.000388216,0,0,-2.42153e-11,-1.26498e-11,-0.000397342,0,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,-7.03094e-09,8.6281e-09,-0.258676,0,0,0,1.69031e-14,-1.29784e-06,0,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,-1.67999e-09,-3.51421e-09,-0.262261,0,0,-1.13687e-13,1.59595e-14,-3.21466e-07,0,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,1.45856e-09,3.78972e-10,-0.374842,0,0,0,1.52101e-14,-5.65053e-06,0,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,1.4991e-09,2.64619e-09,-0.285217,0,0,-1.13687e-13,4.21052e-14,9.19323e-07,0,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,7.51469e-09,-1.31024e-08,-0.228202,0,0,0,1.60816e-13,-8.96156e-07,0,False,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0,6.08869e-09,-1.00689e-08,-0.0754562,0,0,0,1.19155e-13,-4.77928e-07,0,False,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0,-6.98993e-09,2.92027e-08,-0.419066,0,0,0,-8.52096e-15,6.34277e-07,0,False,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0,-3.55949e-10,-9.86772e-09,-0.707721,0,0,-1.13687e-13,6.56142e-14,-4.10217e-07,0,False,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0,-6.51011e-09,-3.5402e-09,-0.664761,0,0,0,-2.54241e-14,1.88693e-06,0,False,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0,-4.83648e-09,-1.81224e-08,0.189239,0,0,0,-1.15102e-13,3.29624e-06,0,False,69.0|322,152
8|1159|8|1159|sample|8|292|8|292|65.0,0,-2.01513e-09,-5.05244e-09,-0.0198945,0,0,-1.13687e-13,3.17441e-13,-0.4465,0,True,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,0,-3.10172e-09,1.11455e-08,0.583302,0,0,0,3.8014e-13,-0.119473,0,True,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,0,-6.8726e-09,-1.37388e-08,2.02445,0,0,0,1.93873e-13,1.31609,0,True,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,0,3.04122e-09,1.51324e-09,2.0582,0,0,0,1.16074e-13,1.54622,0,True,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,0,-3.60305e-09,2.28371e-09,-1.53315,0,0,0,1.81022e-13,-2.28924,0,True,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,0,-7.63861e-09,-2.86127e-09,-2.62032,0,0,0,2.69257e-13,-3.44523,0,True,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,0,1.43441e-09,8.4255e-10,0.158218,0,0,0,1.56875e-13,-0.598226,0,True,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,0,-2.29265e-09,-6.82508e-09,-0.219167,0,0,0,1.25316e-13,-1.41066,0,True,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,0,-5.57902e-09,2.61005e-09,2.70322,0,0,0,2.25486e-13,1.99238,0,True,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,0,-3.60403e-11,-1.55509e-10,2.7715,0,0,0,2.1802e-13,1.7725,0,True,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,0,1.72174e-10,-9.71652e-09,-0.453649,0,0,0,3.01703e-14,4.73491e-07,0,False,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,0,-1.27404e-09,-1.12705e-08,0.196946,0,0,0,-1.35697e-13,1.08986e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,0,3.97177e-10,1.95431e-09,0.515568,0,0,0,-4.60465e-14,-2.8536e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,0,-1.49659e-09,-1.37033e-09,-0.388644,0,0,2.27374e-13,1.80411e-15,2.69478e-07,0,False,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,0,5.05182e-09,-3.1746e-10,0.506482,0,0,0,1.10828e-13,5.32252e-07,0,False,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,0,-8.09656e-09,1.20411e-08,-0.115464,0,0,0,-1.02446e-13,-6.43003e-06,0,False,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,0,-4.12485e-09,1.57083e-10,0.0752697,0,0,0,-1.66811e-14,-9.47527e-07,0,False,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,0,3.02415e-09,-1.54057e-09,0.192791,0,0,0,-8.45157e-14,-3.53836e-06,0,False,69.0|292,1159
