id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.16373e-08,-1.65089e-08,0.867972,-6.63792e-09,7.80875e-13,-2.74225e-13,0.865716,2.20979e-12,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-6.65972e-09,-8.78557e-09,1.21199,-1.12652e-08,1.83475e-12,6.94778e-13,1.21314,5.87086e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-2.99345e-09,-5.5095e-09,0.820314,-3.29674e-09,3.22853e-13,-1.33404e-12,0.806639,1.25233e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,2.21657e-08,5.49808e-09,0.766529,5.95619e-09,-8.35998e-14,-8.82849e-13,0.7596,-1.08358e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,7.65149e-09,-4.80527e-09,1.02172,2.9431e-10,-2.58071e-13,2.42584e-13,1.0223,-2.98339e-12,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.84108e-09,6.86037e-09,1.06229,7.32485e-09,-1.39777e-13,-2.81331e-13,1.0698,2.17337e-12,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-1.22974e-08,-1.20262e-09,0.863256,1.22445e-08,4.84335e-13,1.21625e-12,0.850885,2.06235e-12,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-8.98847e-09,4.41835e-09,0.783108,-5.74367e-09,-6.19949e-13,1.35081e-12,0.768296,-2.23821e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,9.90545e-10,8.02807e-09,1.08416,-7.06285e-09,8.09408e-13,-8.53762e-13,1.0758,1.59295e-12,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.38869e-08,5.54337e-09,0.989287,1.75306e-09,-2.8999e-13,-8.12239e-13,1.0054,8.11795e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-6.62763e-09,-1.93752e-09,0.0189688,1.59953e-09,-1.77636e-14,2.93099e-14,-8.32674e-07,-8.88178e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-6.95571e-09,7.23846e-09,-0.0620621,-6.38442e-09,-2.33147e-14,-1.33227e-14,3.38038e-08,-2.84217e-14,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-1.18014e-08,3.8021e-09,0.0766229,-7.86984e-09,2.66454e-15,1.66533e-14,-3.98698e-07,3.9968e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-3.49043e-09,-6.62325e-10,0.0866291,-4.294e-09,1.93179e-14,-9.10383e-15,-4.55563e-07,2.08722e-14,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,2.88826e-09,3.7553e-09,0.0190011,-2.92126e-09,-1.9984e-14,2.53131e-14,2.11428e-07,-3.33067e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-6.96867e-09,-5.25685e-09,0.0481946,-5.15636e-09,3.4639e-14,8.43769e-15,-2.18373e-08,-2.37588e-14,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.65944e-10,7.99447e-10,0.0719065,1.34868e-09,-8.88178e-16,7.99361e-15,-2.29189e-07,-2.39808e-14,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-7.69214e-09,-5.70773e-10,-0.0234637,2.10289e-09,-2.53131e-14,-5.32907e-15,-4.35558e-07,-1.11022e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.56776e-08,-2.97848e-11,-0.0855152,-4.04006e-09,2.44249e-14,-1.4877e-14,-1.01244e-07,2.39808e-14,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-1.07998e-09,-6.72673e-09,-0.178761,-8.50513e-09,-3.4639e-14,2.66454e-15,1.06545e-07,-1.15463e-14,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-1.14879e-08,-3.29572e-09,0.399064,6.7815e-09,-3.77476e-15,-2.04281e-14,-1.5922e-08,2.44249e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,5.19294e-09,-2.769e-09,0.0572022,1.48745e-08,-3.06422e-14,-1.9984e-15,1.37478e-07,3.90799e-14,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,6.73109e-09,-5.90917e-10,-0.0526014,2.74643e-09,-4.44089e-15,1.02141e-14,1.25833e-07,-2.84217e-14,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,3.24824e-09,-5.12547e-10,-0.0823327,-3.59736e-09,-3.01981e-14,-3.5083e-14,2.49719e-07,-7.99361e-15,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,8.86831e-09,6.82839e-09,-0.0842356,1.20468e-08,-3.33067e-15,7.10543e-15,-2.9785e-07,-3.28626e-14,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.07126e-08,6.81384e-09,0.00850014,4.14911e-10,2.96385e-12,2.62279e-12,0.0086479,7.59171e-12,69.0|274,411
