id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.06918e-10,-5.95364e-10,-6.75301e-10,0,0,0,0,-1.49603e-12,-4.92639e-11,9.0159e-12,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-1.92565e-09,1.12148e-09,2.07329e-09,0,0,0,0,3.08568e-11,1.57787e-11,-2.84472e-12,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-7.76755e-10,-1.91909e-09,-2.30262e-10,0,0,0,0,6.15286e-13,4.44189e-11,-3.71292e-11,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,2.07039e-09,-4.02119e-09,-3.28389e-09,0,0,0,0,-2.19393e-11,-2.72427e-11,2.80354e-12,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,8.64785e-10,-4.75523e-09,-2.08432e-09,0,0,0,0,4.22926e-11,4.85101e-12,1.50973e-11,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-2.73732e-09,2.16077e-09,6.34129e-10,0,0,0,0,8.98881e-12,6.35825e-12,1.60505e-11,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.71435e-09,3.27954e-10,-2.43236e-09,0,0,0,0,-5.03996e-11,5.95968e-13,2.1066e-11,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.3677e-09,5.44275e-09,1.61472e-09,0,0,0,0,-4.03636e-11,2.30904e-12,1.83855e-11,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-3.55241e-09,-1.18045e-09,2.37339e-10,0,0,0,0,-4.52388e-11,9.09406e-12,1.04075e-11,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-4.11305e-09,1.00589e-09,1.18739e-09,0,0,0,0,4.57049e-11,1.98523e-11,1.16862e-12,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-1.16125e-09,4.51066e-09,-3.10288e-10,0,0,0,0,-7.85816e-12,-2.46245e-11,2.39896e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,6.55394e-09,1.63548e-09,-6.7202e-11,0,0,0,0,-1.51028e-11,-1.37623e-11,-7.26086e-13,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-2.34253e-09,4.94493e-10,-1.39534e-10,0,0,0,0,7.36078e-13,-1.50537e-11,-1.49359e-11,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.96247e-09,1.58668e-09,2.18313e-09,0,0,0,0,6.15641e-11,2.75913e-12,-2.42881e-11,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,7.75863e-10,8.87338e-10,-1.1677e-09,0,0,0,0,9.65887e-11,1.98346e-11,2.31251e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-1.87073e-09,-1.79773e-09,3.0425e-10,0,0,0,0,-8.95373e-12,3.09475e-11,8.44902e-12,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-3.32616e-09,2.27983e-09,1.83512e-09,0,0,0,0,1.83724e-11,-2.1807e-11,1.85881e-11,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-1.91353e-09,-2.9334e-09,-1.6226e-09,0,0,0,0,-4.74365e-11,-1.20322e-11,1.56146e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-2.58924e-09,-2.15111e-09,4.6393e-10,0,0,0,0,-2.0689e-11,1.87539e-11,-1.75187e-11,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,5.58127e-10,-6.65064e-09,-9.56562e-11,0,0,0,0,5.12508e-11,-1.84903e-11,-2.18328e-11,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-5.81482e-10,7.85735e-10,2.0143e-09,0,0,0,0,1.09164e-11,-9.21174e-12,-1.54933e-11,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-3.35966e-10,-2.77295e-09,2.50635e-09,0,0,0,0,-7.38143e-12,-3.76015e-11,3.36453e-13,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-3.77005e-10,2.2057e-10,-1.5121e-09,0,0,0,0,-3.8656e-11,-3.33271e-11,8.3516e-12,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,1.70294e-09,6.42209e-11,-2.18021e-09,0,0,0,0,-1.40532e-12,2.28861e-11,-1.6398e-13,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,4.57308e-09,-2.28924e-09,-1.04949e-09,0,0,0,0,-4.09082e-11,-1.92002e-11,8.56293e-12,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-1.07138e-09,-1.57013e-09,-9.43316e-10,0,0,0,0,-2.247e-11,-5.26001e-12,-3.21104e-12,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,-9.23843e-09,2.24433e-09,2.23765e-09,0,0,0,0,-3.82571e-11,3.90091e-11,6.79101e-12,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,8.9609e-11,-2.36208e-09,1.15998e-09,0,0,0,0,5.17449e-11,-1.90403e-12,3.77653e-12,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,-4.90719e-10,-3.35687e-09,-1.14177e-09,0,0,0,0,-1.37358e-11,-2.89895e-11,8.92708e-12,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,-3.88013e-09,3.07393e-09,1.27687e-09,0,0,0,0,2.38713e-11,2.40505e-11,6.96732e-12,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-6.45612e-09,3.73637e-09,-5.81621e-10,0,0,0,0,2.99715e-11,-5.29932e-12,5.9539e-12,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,1.80431e-09,-1.30633e-09,-2.73202e-10,0,0,0,0,-3.6338e-11,-1.65102e-11,-1.00577e-11,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,0,-2.9799e-09,1.15103e-09,-7.67288e-10,0,0,0,0,6.50921e-11,-6.75737e-12,1.38525e-11,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,0,-9.51865e-09,5.18414e-09,2.13306e-09,0,0,0,0,-1.17519e-11,-6.78485e-12,-1.12577e-11,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0,9.44862e-10,-2.81872e-10,5.81689e-10,0,0,0,0,7.42267e-13,-1.05743e-11,-1.23066e-11,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,0,2.84753e-09,-2.54445e-09,-2.98089e-10,0,0,0,0,2.74487e-11,-1.63982e-11,-1.17835e-11,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-3.0169e-09,1.50472e-09,-2.69003e-09,0,0,0,0,-8.20624e-11,-3.39824e-11,2.22731e-11,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,0,2.05826e-09,3.43772e-09,-1.26772e-09,0,0,0,0,8.00249e-12,7.645e-12,2.44731e-11,0,0,False,69.0|71,783
