id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.38253e-09,4.09727e-09,-1.04691,0,0,0,0,1.62717e-14,-1.15463e-14,-1.22063,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,2.90999e-09,-5.45074e-09,-1.31176,0,0,0,0,1.90681e-14,-1.68754e-14,-1.64715,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,2.31306e-09,-1.03759e-08,-0.7683,0,0,0,0,-1.65701e-14,-4.44089e-15,-1.21486,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,5.17583e-12,3.4088e-09,-0.534189,0,0,0,0,-2.40086e-15,-1.28786e-14,-1.17369,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,9.09662e-09,-4.19955e-09,-1.6762,0,0,0,0,-9.14546e-15,-8.88178e-15,-1.45389,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-4.26659e-09,-5.33219e-09,-1.18542,0,0,0,0,-6.89032e-15,1.06581e-14,-1.46807,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,3.45019e-09,-7.8126e-09,-0.757546,0,0,0,0,-3.48332e-15,7.10543e-15,-1.20361,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-7.44111e-09,-3.64922e-09,-0.873985,0,0,0,0,-6.81399e-15,5.32907e-15,-1.17343,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-1.20863e-08,5.49205e-09,-1.73794,0,0,0,0,-1.12271e-14,1.95399e-14,-1.68674,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,2.36673e-09,8.47609e-09,-1.08899,0,0,0,0,-2.94764e-14,-2.17604e-14,-1.53148,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-7.65767e-11,9.94573e-10,0.246345,0,0,0,0,-1.19904e-14,9.4369e-15,-2.83609e-08,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,4.28157e-10,1.44419e-09,0.135132,0,0,0,0,-8.88178e-15,6.88338e-15,-3.15027e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,3.67572e-09,5.63611e-09,0.0726477,0,0,0,0,-1.04361e-14,1.33227e-15,-5.67653e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,3.56412e-09,-4.09103e-09,-0.220724,0,0,0,0,-8.88178e-16,4.77396e-15,3.58972e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-5.60215e-09,4.27355e-09,-0.46172,0,0,0,0,1.77636e-15,2.66454e-15,-1.83515e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,1.58962e-09,1.40573e-09,0.446568,0,0,0,0,-3.33067e-15,-6.21725e-15,-1.18729e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,1.29756e-09,-5.6315e-09,-0.10674,0,0,0,0,-1.55431e-15,0,2.74658e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,4.25312e-09,-1.9232e-09,0.224198,0,0,0,0,-3.77476e-15,9.88098e-15,-5.38158e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.85277e-09,2.04272e-09,-0.130459,0,0,0,0,-9.76996e-15,5.55112e-15,-1.21105e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,7.4188e-11,-7.46357e-09,0.168235,0,0,0,0,-6.21725e-15,1.64313e-14,-2.31168e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,2.33383e-09,3.03282e-09,-0.414948,0,0,0,0,2.66454e-15,-1.02141e-14,9.92842e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,2.73418e-09,5.44485e-09,0.107895,0,0,0,0,-6.21725e-15,1.11022e-14,2.91065e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-2.20347e-09,2.94032e-09,0.0959066,0,0,0,0,-6.21725e-15,-5.9952e-15,-6.32185e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,5.22227e-09,7.26079e-09,0.334363,0,0,0,0,-3.55271e-15,1.9984e-15,-1.36085e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,9.48913e-09,-3.81788e-09,-0.131149,0,0,0,0,-4.44089e-16,-8.43769e-15,-9.20971e-09,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-3.40777e-10,4.76052e-10,-0.165837,0,0,0,0,-5.9952e-15,-2.22045e-16,1.58733e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,-3.09633e-10,2.31603e-10,1.91245,0,0,0,0,2.96985e-14,-9.32587e-15,1.51349,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,4.9836e-09,-2.91699e-09,1.85964,0,0,0,0,-1.46549e-14,2.44249e-14,1.46613,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,-2.9227e-09,-9.87822e-09,1.15259,0,0,0,0,-1.58207e-15,5.32907e-15,1.09442,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,-5.09894e-09,4.82167e-09,1.11747,0,0,0,0,-2.14273e-14,-3.10862e-14,0.957273,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-4.46201e-10,-9.07111e-09,-1.52113,0,0,0,0,-3.80251e-15,-5.32907e-15,-2.36558,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,-1.04681e-09,-1.00243e-09,-1.49148,0,0,0,0,-2.16493e-15,1.42109e-14,-2.30258,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,0,0,5.74159e-10,1.00792e-08,1.70199,0,0,0,0,1.54599e-14,-2.39808e-14,1.45347,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,0,0,-2.47369e-09,-1.96284e-09,2.19027,0,0,0,0,-2.01228e-14,-1.77636e-15,1.49692,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,0,0,1.17938e-09,3.30947e-09,-2.46868,0,0,0,0,-3.91354e-15,-1.90958e-14,-2.61969,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,0,0,1.47515e-08,1.12241e-08,-2.02111,0,0,0,0,-2.58127e-15,-1.77636e-15,-2.61402,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-2.03376e-09,-1.58863e-09,0.10703,0,0,0,0,-7.54952e-15,4.88498e-15,1.76164e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0,0,3.14023e-09,-2.7742e-09,0.260115,0,0,0,0,-1.77636e-15,-7.54952e-15,-2.28194e-08,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,0,0,6.0937e-09,-3.85191e-09,-0.238369,0,0,0,0,2.88658e-15,9.99201e-15,-2.48298e-07,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,0,0,2.06777e-09,1.50818e-09,-0.0883726,0,0,0,0,6.21725e-15,3.21965e-15,-1.94059e-07,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,0,0,3.58654e-11,8.26795e-09,0.128825,0,0,0,0,-9.32587e-15,-9.76996e-15,1.11612e-06,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,0,0,-1.45405e-09,4.8256e-09,-0.268297,0,0,0,0,1.33227e-14,1.56541e-14,5.4727e-07,0,0,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,0,0,5.74453e-09,-8.76972e-09,-0.0417925,0,0,0,0,-2.66454e-15,-6.66134e-16,-1.35044e-07,0,0,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,0,0,2.32102e-10,7.52768e-10,0.0905657,0,0,0,0,6.88338e-15,-3.33067e-15,2.5379e-07,0,0,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,0,0,-1.12053e-08,-1.69258e-09,-0.141369,0,0,0,0,3.10862e-15,-9.32587e-15,2.35039e-07,0,0,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,0,0,5.17543e-10,3.46084e-09,0.00351158,0,0,0,0,4.88676e-12,3.90243e-13,0.00356628,0,0,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,0,0,-1.25785e-08,3.22141e-09,-0.421854,0,0,0,0,2.22045e-16,-6.43929e-15,6.08777e-07,0,0,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,0,0,5.50178e-09,-8.89602e-10,-0.280567,0,0,0,0,9.32587e-15,1.02141e-14,-3.9138e-07,0,0,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,0,0,9.98648e-09,-9.75216e-09,0.0046433,0,0,0,0,3.06772e-11,7.00662e-12,0.00475774,0,0,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,0,0,6.47527e-09,1.53019e-08,0.131038,0,0,0,0,4.44089e-15,3.44169e-15,-5.09111e-07,0,0,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,0,0,2.61994e-09,5.96581e-09,-0.340349,0,0,0,0,1.11022e-15,-1.12133e-14,5.84737e-07,0,0,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,0,0,-1.84341e-09,5.25776e-09,-0.0679824,0,0,0,0,2.22045e-15,-1.02141e-14,-4.47113e-08,0,0,False,69.0|71,783
14|491|14|491|sample|10|99|10|99|6.0,0,0,1.86549e-09,-3.01893e-09,-1.91605,0,0,0,0,-3.44169e-15,-8.43769e-15,-2.49737,0,0,True,6.0|99,491
14|491|14|491|sample|9|99|9|99|6.0,0,0,9.69531e-10,-6.40934e-09,-1.22144,0,0,0,0,3.66374e-15,-2.44249e-15,-2.49521,0,0,True,6.0|99,491
14|491|14|491|sample|12|99|12|99|6.0,0,0,-9.916e-09,-9.72423e-09,-2.06894,0,0,0,0,7.77156e-16,-1.64313e-14,-2.35207,0,0,True,6.0|99,491
14|491|14|491|sample|11|99|11|99|6.0,0,0,2.32424e-09,1.4866e-09,-1.30881,0,0,0,0,9.65894e-15,-4.21885e-15,-2.27023,0,0,True,6.0|99,491
14|491|14|491|sample|4|99|4|99|44.0,0,0,-1.48848e-10,5.2241e-09,-0.335666,0,0,0,0,9.54792e-15,-2.22045e-15,-1.27729,0,0,True,44.0|99,491
