id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,1.33831,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.295043,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,1.01236,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.192599,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,4.066,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.296751,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,3.65851,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.309223,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,0.536076,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.23366,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,1.57947,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.230371,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,3.58682,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.30011,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,5.46471,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.309303,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,0.493752,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.185122,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.27082,-0.0439713,1.04348,-2.0205,1.32117,2.25569e-06,1.68526e-09,1.27456,-0.0438829,1.04348,-2.0205,0.216215,2.28916e-06,1.66695e-09,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,27.507,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,24.4169,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,15.2946,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,0.999999,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,14.5894,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,10.0598,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,157.234,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,11.4453,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,1,2.28916e-06,1.66695e-09,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.27082,-0.0439713,7.21429,0.971421,18.4549,2.25569e-06,1.68526e-09,1.27456,-0.0438829,7.21429,0.971421,0.999999,2.28916e-06,1.66695e-09,False,69.0|274,411
