id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_eta_alpha_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_eta_alpha_mode,mab_virus,run_id
411|4,-0.208075,1.02142e-08,0,0,-0.418673,2.8022e-13,0,0,70.0|274,411
411|3,-0.814946,-7.05327e-09,0,0,-0.991918,-3.4861e-14,0,0,70.0|274,411
411|5,-0.102584,2.88052e-09,0,0,-0.315515,1.4877e-14,0,0,70.0|274,411
411|6,0.0124234,-3.09862e-08,0,0,-0.199507,-6.14397e-13,0,0,70.0|274,411
411|8,-0.44303,-7.58508e-09,0,0,-0.676529,8.99947e-13,0,0,70.0|274,411
411|7,-0.558745,1.61855e-08,0,0,-0.757675,1.44773e-13,0,0,70.0|274,411
411|9,-0.153907,4.58897e-09,0,0,-0.37557,3.43725e-13,0,0,70.0|274,411
411|10,-0.0285262,-1.86994e-08,0,0,-0.255037,-1.90292e-13,0,0,70.0|274,411
411|12,-0.550658,-1.74188e-08,0,0,-0.747841,2.65343e-13,0,0,70.0|274,411
411|11,-0.438866,7.41594e-09,0,0,-0.63985,-6.52811e-14,0,0,70.0|274,411
411|1,0.195595,-1.12763e-09,0,0,2.27523e-07,4.66294e-15,0,0,69.0|274,411
411|2,0.161435,-8.01334e-09,0,0,-1.97732e-07,3.77476e-15,0,0,69.0|274,411
152|8,-0.739216,8.36338e-09,0,0,-0.946963,2.85771e-13,0,0,65.0|322,152
152|7,-0.652262,-1.10295e-08,0,0,-0.834011,-2.07834e-13,0,0,65.0|322,152
152|6,-0.468045,1.83778e-08,0,0,-0.646896,6.10623e-14,0,0,65.0|322,152
152|5,-0.63882,1.24504e-08,0,0,-0.814531,-5.70655e-14,0,0,65.0|322,152
152|12,-1.66114,-1.10024e-08,0,0,-1.86702,1.1835e-13,0,0,28.0|322,152
152|11,-1.61118,-8.67734e-10,0,0,-1.81285,-3.4861e-14,0,0,28.0|322,152
152|10,-1.7101,-5.80835e-09,0,0,-1.87721,-5.21805e-14,0,0,28.0|322,152
152|9,-1.39651,-2.59915e-10,0,0,-1.59773,1.11688e-13,0,0,28.0|322,152
152|3,-0.942792,1.12751e-08,0,0,-1.11745,-3.79918e-13,0,0,22.0|322,152
152|4,-0.776345,-2.21386e-09,0,0,-0.973833,1.1835e-13,0,0,22.0|322,152
152|1,0.252413,-7.98094e-09,0,0,-3.88496e-07,6.66134e-16,0,0,69.0|322,152
