id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,2.19989e-09,-6.12943e-10,1.2292e-08,-3.30788,0,0,2.27374e-13,1.70672e-12,-4.23286,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.45665e-09,3.8825e-09,-5.31314e-09,-3.91241,0,0,2.27374e-13,7.52426e-13,-4.76207,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.55398e-09,3.45321e-10,1.00881e-08,-0.797989,0,0,0,2.56878e-13,-2.03957,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-2.36354e-09,-2.35959e-09,2.64975e-10,0.357477,0,0,0,2.30566e-13,-0.964832,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.41705e-09,6.8971e-10,-2.2732e-09,-4.17246,0,0,0,7.04464e-13,-4.87083,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-3.67785e-10,3.55053e-09,1.2361e-08,-3.66063,0,0,0,7.24948e-13,-4.70373,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,2.01281e-09,-2.35584e-09,-2.18699e-10,-0.172678,0,0,0,1.96537e-13,-1.61134,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,8.72154e-10,1.91204e-10,2.7436e-09,-0.0310456,0,0,0,2.01089e-13,-1.53663,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,2.43832e-09,3.13491e-09,4.65537e-09,-4.58842,0,0,-3.41061e-13,7.33857e-13,-5.46469,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,5.22945e-09,7.83045e-10,-3.41378e-09,-3.84012,0,0,0,7.10598e-13,-4.69838,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,2.37276e-09,-1.61879e-09,3.70583e-09,-0.381807,0,0,-1.13687e-13,-5.31936e-13,-4.78889e-05,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,3.08413e-10,8.28927e-10,-7.43397e-09,0.0514502,0,0,-6.36646e-12,-9.59963e-12,0.0523946,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-1.80007e-10,2.98681e-10,-2.30545e-10,-0.165003,0,0,0,5.41234e-15,3.49916e-07,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-7.02057e-10,1.08925e-09,1.33806e-08,-0.24804,0,0,0,-5.63438e-15,-5.00237e-07,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-3.11786e-09,1.53795e-09,-9.33721e-09,0.265524,0,0,0,3.69149e-15,1.93342e-08,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,3.0415e-10,-1.32932e-09,4.10986e-09,-0.0684389,0,0,8.6402e-12,-6.37387e-12,-0.0691175,0,False,69.0|274,411
