id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52968.2,769.639,0.159,5.98656,0.245917,52968.2,769.639,0.159,0.0145108,0.23883,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52968.2,769.639,0.159,54.8933,0.245917,52968.2,769.639,0.159,0.00854788,0.23883,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52968.2,769.639,0.159,1585.9,0.245917,52968.2,769.639,0.159,0.130084,0.23883,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52968.2,769.639,0.159,1.63619e+06,0.245917,52968.2,769.639,0.159,0.381047,0.23883,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52968.2,769.639,0.159,13.4217,0.245917,52968.2,769.639,0.159,0.00766702,0.23883,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52968.2,769.639,0.159,10.8414,0.245917,52968.2,769.639,0.159,0.00906146,0.23883,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52968.2,769.639,0.159,441.502,0.245917,52968.2,769.639,0.159,0.199621,0.23883,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52968.2,769.639,0.159,2264.69,0.245917,52968.2,769.639,0.159,0.215105,0.23883,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52968.2,769.639,0.159,1.5112,0.245917,52968.2,769.639,0.159,0.00423363,0.23883,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52968.2,769.639,0.159,1.38254,0.245917,52968.2,769.639,0.159,0.00910999,0.23883,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52968.2,766.878,0.159,4.87306e+07,0.245917,52968.2,766.878,0.159,0.999952,0.23883,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52968.2,766.878,0.159,5.79807e+08,0.245917,52968.2,766.878,0.159,1.05379,0.23883,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52968.2,766.878,0.159,1.48781e+07,0.245917,52968.2,766.878,0.159,1,0.23883,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52968.2,766.878,0.159,638035,0.245917,52968.2,766.878,0.159,0.999999,0.23883,False,69.0|274,411
