rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-2.82016e-08,6.64411e-08,-1.22377e-07,-2.69392,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-3.89773e-08,5.72084e-09,1.40576e-07,-1.95436,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,3.76167e-08,1.21534e-08,-2.92632e-08,-0.14174,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-3.85771e-08,7.49083e-08,-4.68008e-08,4.53438,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-1.99798e-08,7.23778e-08,-1.41152e-08,-2.14544,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,5.52827e-08,-6.28676e-08,4.11442e-08,-8.83572,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-8.96398e-08,1.77648e-08,1.41015e-07,1.03197,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-7.38291e-08,-2.3825e-08,5.15745e-08,-4.83513,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-2.92493e-09,3.00341e-08,-9.38752e-08,-4.82237,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.98124e-08,-1.64393e-08,1.06559e-08,-4.71926,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-4.99203e-08,-7.99605e-09,6.46271e-08,-7.31676,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.11395e-08,6.12326e-08,-7.01514e-08,-7.79188,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-2.32831e-08,-3.46269e-08,-1.86639e-10,-3.19418,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-4.06071e-08,-3.77497e-09,-7.29938e-08,9.51226,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-5.74437e-08,2.07702e-08,-9.82338e-08,-14.9721,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-8.30914e-09,-3.34441e-08,1.45319e-07,-8.88983,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-2.37051e-08,-6.54403e-08,-9.39097e-08,-0.854291,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,2.1304e-08,6.81617e-08,-6.03837e-09,6.04631,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-3.51938e-08,5.42439e-08,1.32089e-07,-3.22489,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,5.87024e-08,-6.15855e-08,1.32902e-07,0.835488,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,2.9002e-08,-3.36964e-08,3.12452e-08,0.860183,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,3.86572e-08,8.2216e-09,-5.51668e-08,5.01881,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,3.5383e-08,-1.68836e-08,5.15666e-08,-2.43912,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-1.41808e-08,2.93646e-08,-2.66778e-08,-13.8075,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-2.96059e-08,4.76048e-08,-3.34146e-08,-4.21667,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,4.18513e-08,2.37141e-08,-1.99903e-08,8.94446,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,3.3062e-08,-4.62848e-08,5.81789e-08,-10.0816,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,2.13913e-08,6.21834e-08,3.73957e-08,-10.2872,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,-2.51384e-08,6.4612e-08,3.55224e-08,-12.973,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,5.76256e-09,1.29529e-07,6.14458e-09,-11.5435,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,-6.60657e-09,1.33153e-07,-1.65684e-07,-7.59975,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,2.41489e-08,2.40117e-08,7.36113e-08,-11.5056,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,-3.14831e-08,-3.25188e-08,1.47139e-07,-11.446,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,-6.70916e-08,4.71797e-08,4.58638e-08,-18.7861,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,3.00497e-09,-3.50005e-08,5.17287e-08,-13.2667,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,4.76211e-08,9.56243e-09,-3.62645e-08,-15.6117,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,-2.77578e-08,3.73668e-08,8.49713e-08,-10.709,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,6.8394e-08,4.25412e-08,-4.03772e-08,12.5558,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,-5.96629e-08,-1.04014e-08,1.47923e-07,-5.47819,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,1.33608e-07,5.1824e-08,-5.97371e-08,-10.9522,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,-5.77347e-08,-7.48787e-09,-5.08963e-08,-0.799423,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,-1.67347e-08,-7.70186e-08,3.537e-08,-1.22017,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,-1.2682e-08,3.93492e-08,1.52505e-07,-8.62571,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,5.53555e-08,7.84269e-09,-1.11331e-07,2.94712,0,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,-4.27972e-08,-2.71134e-08,-3.15712e-08,3.48766,0,False,69.0|233,705
