beta_L_mean_cc_713_75,6.21649e-05,-0.000144523,-6.45589e-05,-6.36752e-05,-6.41477e-05,-0.000359856,-559.972,386.435,542.981,528.299,1348.09,551.814,1.67419e-09,nan,-1.6738e-09,nan,nan,-2.58268e-06,-924.448,1.03565,nan,9.9261e-11
beta_L_mean_cc_910_0,2.90868e-05,-6.05507e-05,-3.03721e-05,-2.98977e-05,-3.01514e-05,0.0100275,-376.273,314.607,371.075,366.622,551.814,652.737,7.56587e-10,nan,-7.56377e-10,nan,nan,8.74696e-05,-291.264,0.315219,nan,5.32939e-11
alpha_pop,1306.99,-1415.24,-1328.39,-1320.49,-1324.72,-1315.17,-6.09969e-10,-3.00178e-09,6.09486e-10,3.09473e-09,1.67419e-09,7.56587e-10,0.039885,nan,-0.0398815,nan,nan,-0.0384164,-4.74501e-10,-5.67435e-14,nan,0.000887556
beta_alpha_mean_cc_643_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_654_75,-1306.83,1415.03,4243.36,1320.33,1324.55,1315.01,6.09828e-10,3.00115e-09,-6.09347e-10,-3.09438e-09,-1.6738e-09,-7.56377e-10,-0.0398815,nan,0.212767,nan,nan,0.0384136,4.74294e-10,5.68765e-14,nan,-0.000887136
beta_alpha_mean_cc_695_25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_713_75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_alpha_mean_cc_910_0,-1241.93,1328.67,1259.08,1252.75,1256.14,102510,8.72093e-07,-5.96541e-07,-7.03514e-07,-5.5381e-07,-2.58268e-06,8.74696e-05,-0.0384164,nan,0.0384136,nan,nan,880.746,7.74562e-06,-1.05499e-08,nan,-0.00071115
acc,-2.05005e-05,7.56451e-05,2.1769e-05,2.13008e-05,2.15511e-05,0.000911509,315.744,-195.371,-264.141,-217.748,-924.448,-291.264,-4.74501e-10,nan,4.74294e-10,nan,nan,7.74562e-06,2407.28,-3.22235,nan,-5.25971e-11
bcc,2.26355e-09,-4.77065e-08,-3.07729e-09,-2.77693e-09,-2.93754e-09,-1.21558e-06,-0.348564,0.246475,0.278179,0.214625,1.03565,0.315219,-5.67435e-14,nan,5.68765e-14,nan,nan,-1.05499e-08,-3.22235,0.00440698,nan,3.37403e-14
avc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
bvc,39.3152,-52.3182,-41.8863,-40.9373,-41.4448,-40.2985,-3.59242e-11,-1.6032e-10,3.53101e-11,9.01341e-11,9.9261e-11,5.32939e-11,0.000887556,nan,-0.000887136,nan,nan,-0.00071115,-5.25971e-11,3.37403e-14,nan,0.000106609
