id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,361913,2564.73,0.00014243,1.02238,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.03322,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,361913,2564.73,0.00014243,1.23647,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.24046,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,361913,2564.73,0.00014243,0.8908,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,0.924332,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,361913,2564.73,0.00014243,0.883011,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,0.925367,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,361913,2564.73,0.00014243,1.15101,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.16608,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,361913,2564.73,0.00014243,1.17166,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.18832,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,361913,2564.73,0.00014243,0.968339,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,0.99377,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,361913,2564.73,0.00014243,0.813604,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,0.874569,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,361913,2564.73,0.00014243,1.1573,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.16512,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,361913,2564.73,0.00014243,1.06791,0.212128,0.283217,0.0683197,361829,2568.58,0.00014243,1.10304,0.212128,0.283236,0.0682909,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,361913,2564.73,0.000354587,0.115992,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,2.96081e-07,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,361913,2564.73,0.000354587,0.0054494,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,-4.40797e-08,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,361913,2564.73,0.000354587,-0.139234,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,-1.732e-07,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,361913,2564.73,0.000354587,0.00507598,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,5.58298e-08,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,361913,2564.73,0.000354587,-0.0209569,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,3.52746e-07,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,361913,2564.73,0.000354587,0.0971274,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,1.79743e-07,1.60944,0.283236,0.0682909,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,361913,2564.73,0.000354587,-0.172234,1.60944,0.283217,0.0683197,361829,2568.58,0.000354587,4.41822e-07,1.60944,0.283236,0.0682909,False,69.0|274,411
