rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1,797.127,-0.220094,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1,797.127,-1.27438,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1,797.127,-3.19406,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1,797.127,-2.37044,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1,797.127,-1.20948,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1,797.127,-2.585,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1,797.127,-0.743113,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1,797.127,-2.26977,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1,797.127,-2.09199,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1,797.127,-1.96771,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1,789.055,8.91572,14.3304,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1,789.055,-4.69371,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1,789.055,-1.75086,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1,789.055,-2.0398,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1,789.055,-0.231913,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1,789.055,-0.308523,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1,789.055,-5.99718,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1,789.055,-1.90348,14.3304,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1,789.055,8.03316,14.3304,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1,789.055,3.10353,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1,789.055,2.08374,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1,789.055,2.48413,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1,789.055,2.49005,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1,789.055,2.63464,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1,789.055,2.35397,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1,789.055,-1.29483,14.3303,4.74023e-12,91.0532,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1,793.134,3.20785,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1,793.134,-3.331,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1,793.134,-2.04535,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1,793.134,-1.04945,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1,793.134,-0.632707,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,1,793.134,-3.61392,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,1,793.134,-1.80907,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,1,793.134,-0.0895196,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,1,793.134,-5.8359,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,1,793.134,-1.84385,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,1,789.68,2.90698,79.7695,4.74457e-12,91.0547,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,1,789.68,2.70741,79.7695,4.74457e-12,91.0547,False,69.0|71,783
